userid,actionType1_num_after_submit_last_order,actionType2_num_after_submit_last_order,actionType3_num_after_submit_last_order,actionType4_num_after_submit_last_order,actionType5_num_after_submit_last_order,actionType6_num_after_submit_last_order,actionType7_num_after_submit_last_order,actionType8_num_after_submit_last_order,actionType9_num_after_submit_last_order
114626167047,0,0,0,0,1,1,0,0,0
112520069386,0,0,0,0,3,1,2,0,0
110128333067,1,0,0,0,1,1,0,1,0
111422013714,0,0,0,0,2,1,0,0,0
114838667541,2,0,0,0,2,1,0,0,0
111422013719,0,0,0,0,1,1,0,0,0
114745180439,4,0,0,0,5,2,1,1,1
114821267741,0,0,11,0,1,1,1,0,0
114821267747,0,4,6,0,1,1,1,0,0
111808446757,3,2,0,0,4,6,1,1,1
111155380518,3,0,0,0,6,1,1,1,0
114714280230,4,0,0,0,1,1,0,0,0
114803867942,1,0,0,0,1,1,0,0,0
114820350245,7,0,3,0,2,3,1,1,1
111840919852,27,2,23,0,15,4,1,0,1
111120646450,37,9,7,3,7,2,1,1,0
110915617075,1,0,0,0,10,4,1,0,0
110104314164,0,0,2,0,1,2,0,0,0
111499280690,5,0,0,0,6,2,1,1,1
111840919858,4,0,0,0,1,1,2,1,1
114124980537,9,3,26,6,23,6,2,1,2
111190016318,1,0,12,1,7,3,2,1,1
111120613695,2,0,0,0,5,2,0,1,0
111197913411,2,0,0,0,4,2,0,0,0
112500965702,0,0,0,0,1,1,1,0,0
110727233863,16,0,0,0,4,3,0,1,0
112525869384,7,0,0,0,2,2,1,1,1
112525869386,1,2,2,1,3,3,0,0,0
111145484619,6,0,0,0,4,2,1,0,0
111153185099,10,4,7,0,4,2,1,0,0
111802548556,5,0,0,0,1,1,0,0,0
112529965387,14,0,0,0,5,2,0,1,1
110917910870,3,0,0,0,7,2,0,1,0
110917910871,0,0,0,0,1,1,0,0,0
111491613017,3,0,0,0,2,1,0,1,1
110917910877,1,0,0,0,1,1,0,0,0
111448916318,0,2,1,0,4,2,1,0,0
114119180639,4,0,0,0,6,6,0,1,0
114716180832,0,1,0,0,2,1,0,0,0
110838972770,0,0,0,0,2,2,0,0,0
110346273123,0,0,0,0,3,1,0,0,0
110838972772,0,0,0,0,1,1,1,0,0
111153316194,4,0,1,0,17,2,1,1,1
114716180836,4,0,0,0,2,2,0,2,0
110700233064,1,2,14,0,2,1,1,0,0
110166933865,13,0,1,0,6,3,0,1,1
114825953642,13,0,0,0,2,2,0,1,0
112524165488,4,0,4,0,20,10,1,1,1
110166835569,3,0,0,0,3,2,0,1,0
110819017073,0,0,0,0,1,1,1,0,0
112506765682,4,0,0,0,4,1,0,1,1
111850946954,0,0,0,0,1,0,0,0,0
111190016395,3,0,1,0,2,1,0,1,1
111141585293,15,3,0,1,4,4,0,1,1
111420113294,1,0,0,0,1,1,2,1,1
111141585296,1,0,0,0,4,1,0,1,1
114807767441,2,0,0,0,1,1,0,1,0
110386971026,11,0,0,0,6,4,0,1,0
114714280339,17,0,0,0,5,3,0,1,1
114142282134,15,0,2,0,14,2,1,1,1
114828050840,6,1,0,0,5,4,2,1,1
111197913498,39,0,0,0,14,5,1,1,0
111844819356,5,0,1,0,9,5,2,1,1
114743280030,2,0,4,0,7,1,0,1,1
110189871523,6,2,0,0,4,2,1,1,1
114743280039,20,0,1,0,26,6,1,1,0
110106116520,0,0,0,0,1,1,0,0,0
111128248757,1,0,0,0,1,1,0,0,0
114801967547,17,2,62,0,3,6,1,1,1
114639667647,5,0,1,0,2,1,1,0,1
114742493631,10,0,0,0,20,9,0,2,1
112525083088,0,0,0,0,2,1,2,0,0
110945272276,1,0,2,0,3,2,1,0,0
114148180436,0,0,0,0,5,0,0,1,0
114148082137,3,0,1,0,4,1,2,1,1
112525083106,13,1,0,0,3,1,1,0,0
112506569188,0,0,0,0,1,1,0,0,0
111158985194,7,0,0,0,1,1,0,2,2
112528065002,5,0,0,0,2,2,1,1,1
112630465008,0,0,0,0,2,1,1,0,0
111454913017,0,0,0,0,2,1,0,0,0
111158985212,4,0,1,0,6,2,0,1,1
111158985213,0,0,0,0,2,1,0,0,0
114824053248,1,0,2,0,4,2,0,0,0
110701412865,0,0,0,0,1,2,0,0,0
112638165506,9,0,0,0,6,3,0,0,0
110105035267,9,0,4,0,3,5,2,1,1
110943371779,2,7,14,0,19,9,2,0,0
110147371525,0,0,0,0,1,1,0,0,0
112620765708,3,0,0,0,1,1,0,1,0
111806546451,0,0,0,0,1,1,2,0,0
111145189913,4,0,0,0,10,10,0,1,1
112527082009,8,0,0,0,2,1,1,0,0
111149416996,0,0,0,0,2,1,1,0,0
114140480037,0,1,0,0,1,1,1,0,0
112628269606,0,0,0,0,1,1,0,0,0
111456813612,0,0,0,0,1,2,0,0,0
111128216113,3,1,0,0,3,1,1,1,1
114719982131,0,0,0,0,2,1,1,0,0
114809569847,12,62,128,2,15,10,1,1,0
110819017273,10,0,0,0,7,3,0,1,0
110309016122,9,1,1,0,13,5,3,4,1
112521183801,8,0,14,0,13,6,1,1,1
112601465407,2,0,0,0,3,1,0,0,0
112525083201,1,0,0,0,1,1,0,0,0
110707933765,0,0,0,0,2,1,1,0,0
111843148358,2,1,1,0,3,1,1,1,1
111147713095,10,0,0,0,17,2,0,1,1
114745893234,0,1,16,0,7,4,2,0,0
111147713098,1,0,0,0,1,1,0,0,0
112626565707,0,0,0,0,2,3,0,1,0
112506765907,35,0,1,0,18,3,3,2,2
112506765908,0,0,0,0,2,1,0,0,0
114740593235,4,0,0,0,2,2,0,0,0
110873117272,3,2,44,7,7,3,3,1,1
110873117273,4,0,0,0,5,7,0,2,1
111158985314,0,0,0,0,4,1,0,0,0
110779335268,0,0,0,4,1,0,1,0,0
111158985318,2,0,1,0,3,1,1,1,1
110140916327,4,1,1,0,2,2,2,1,1
112663265900,2,0,0,0,7,1,0,1,1
111145648756,0,2,4,5,7,4,2,0,0
112529965684,13,0,0,0,5,3,0,1,1
114111382133,4,0,0,0,1,2,1,1,1
110935310972,2,0,0,0,4,1,0,1,1
114801967745,1,0,1,0,5,3,2,1,1
110934917772,0,0,0,0,1,1,0,0,0
114148180630,2,0,0,0,4,4,2,0,1
112521380504,0,0,0,0,1,1,1,0,0
114664669849,0,1,0,0,2,1,2,0,0
110328873629,10,0,0,0,6,2,0,1,1
110106018469,2,0,1,0,2,1,1,1,1
110707835560,3,0,1,0,2,1,1,1,1
110871872171,4,0,0,0,6,5,1,1,0
112506569387,3,0,0,0,5,2,1,0,0
114800067246,1,2,17,0,1,1,1,1,1
114740691633,12,0,2,0,2,1,1,2,1
111845114551,3,0,1,0,2,1,1,1,1
114825167547,1,0,0,0,2,1,0,0,0
110323073726,5,2,4,2,5,2,2,1,1
110975517374,3,0,2,0,3,3,1,0,2
114740298431,4,1,0,0,3,0,1,1,1
114824250047,3,2,1,0,1,1,0,1,1
111141946053,6,0,0,0,4,1,0,1,0
110100873926,0,1,0,0,2,1,2,0,0
110140916422,0,0,0,0,1,1,0,0,0
110100218568,9,4,24,1,21,4,3,1,1
110168933065,0,0,0,0,5,0,0,0,0
111844819655,22,0,22,0,5,1,2,3,3
112564765388,5,0,1,0,2,2,1,0,0
111449113293,22,0,1,1,7,3,1,1,1
111124546258,0,0,0,0,2,3,1,0,0
110108771027,1,0,0,0,5,2,1,0,0
114836669142,6,0,0,0,4,4,0,1,0
111128085217,1,0,0,0,5,2,1,1,1
114793480933,2,0,0,0,4,1,2,1,1
110120633063,1,0,1,0,4,2,1,0,0
112521380584,2,0,0,0,4,1,1,0,1
114865767143,2,0,0,0,2,1,0,0,0
114639667947,4,0,0,0,3,5,0,1,0
111842919154,2,0,0,0,5,7,2,1,1
112601465587,8,0,0,0,9,4,1,1,0
114119082738,2,0,1,0,5,1,1,0,0
114122982136,15,0,0,0,8,7,0,2,0
111149613818,16,0,0,0,7,4,0,2,0
110938817275,0,0,0,0,2,0,0,0,0
112528065284,13,3,7,2,6,0,1,0,1
110309016326,4,0,0,0,4,1,2,0,0
110972633863,0,0,0,0,2,1,0,0,0
114740593430,11,0,0,0,14,7,0,1,1
110301971227,18,4,8,8,19,7,1,1,1
110386873121,4,0,0,0,2,1,2,1,1
110165033762,2,0,0,0,5,2,0,0,0
114624267043,3,0,0,0,4,1,2,0,0
110108214060,0,0,0,0,4,1,1,0,0
110104118067,0,0,0,0,1,1,1,0,0
114631967544,1,2,2,0,3,2,0,0,0
114725880636,7,0,0,0,5,1,0,1,0
111441216319,6,0,0,0,6,4,0,2,0
110129873728,0,0,0,0,1,0,1,0,0
114115380032,4,0,0,0,2,1,0,1,1
100000006981,3,0,0,0,3,2,0,1,1
111141913415,3,3,1,7,3,3,1,1,1
110811317074,4,0,0,0,6,2,1,0,1
110811317078,2,0,0,0,1,1,1,0,1
112525280086,0,0,0,0,2,1,1,0,0
110103135068,3,0,0,0,10,7,0,1,1
112502965084,0,0,0,0,2,1,1,0,0
112502965086,0,0,0,0,7,3,1,0,0
114626167646,3,0,0,0,4,2,0,1,0
111199716193,14,0,0,0,5,2,0,2,0
111429813093,3,0,0,0,3,1,0,1,1
112525280101,1,0,0,0,3,1,0,0,0
110104216425,0,0,0,0,4,1,1,0,0
114749080431,0,0,0,0,0,0,1,0,0
114727682933,0,0,0,0,8,1,0,1,0
111847146359,0,0,0,0,2,1,0,0,0
114740593532,1,0,1,0,4,1,1,1,1
112535765885,0,0,0,0,1,1,2,0,0
110122533761,8,3,6,0,8,4,1,1,1
110165033860,15,0,2,0,7,1,1,1,1
111854846853,19,0,0,0,8,0,0,1,1
111159280518,2,2,1,0,2,2,1,1,1
110122173323,3,0,1,0,3,2,2,2,2
110943372174,0,0,1,0,2,2,0,0,0
110919517071,0,0,0,0,1,1,0,0,0
111858746257,4,0,0,0,2,1,1,2,1
110104773525,2,0,0,0,1,1,1,0,0
110108771221,38,0,1,0,48,15,2,1,1
112529965984,5,0,0,0,4,1,0,2,0
111107048356,7,0,0,0,1,1,0,1,0
112527082404,3,0,2,0,4,2,2,1,0
111491416998,15,0,0,0,4,2,0,1,0
111806448550,4,0,0,0,5,2,0,0,0
112504865703,0,0,0,0,1,1,0,0,0
111491613616,0,0,0,0,1,2,0,0,0
110973617075,5,1,2,1,1,1,1,1,1
110938817470,2,0,0,0,4,1,1,0,0
110102873024,0,0,0,0,2,2,0,0,0
110121616324,2,0,1,0,1,2,1,1,1
112661365702,6,7,3,6,7,7,1,1,1
110187873225,0,0,0,0,1,1,0,0,0
112525280204,0,0,0,0,1,1,0,0,0
112520365006,1,0,0,0,1,1,2,0,0
111421916113,6,0,0,0,2,1,1,1,1
112506569684,0,0,0,0,3,1,0,0,0
110975910871,9,1,0,1,3,4,2,1,1
111190016996,0,0,0,0,1,0,0,0,0
114662867942,0,0,0,0,2,2,0,0,0
111145485291,6,1,8,1,5,1,1,0,1
112522265581,0,0,0,0,2,1,2,0,0
111424013294,6,0,4,0,7,11,0,1,1
114744493038,9,4,17,0,15,11,0,6,2
112663069680,7,0,0,0,8,6,0,1,1
111141946353,0,0,0,0,3,0,0,0,0
110186071026,5,1,0,0,5,1,1,1,1
111158985714,9,0,2,0,6,5,1,0,0
110105035764,2,4,1,5,9,2,1,0,0
111159313393,0,0,0,0,2,1,2,0,0
114829067247,13,0,5,2,3,2,1,1,1
110108214264,6,7,0,6,1,0,0,1,1
110108935161,5,1,0,0,1,1,1,1,1
111153480697,1,0,2,1,3,2,1,1,1
112504669181,7,0,0,0,10,4,0,1,0
112504669187,0,1,0,0,1,1,1,0,0
111153185799,4,0,2,0,6,2,0,2,2
111145616396,0,0,0,0,1,1,0,0,0
112533865484,2,0,0,0,1,1,1,1,1
111153185812,0,1,0,0,4,2,2,0,0
112508765205,5,0,0,0,10,7,0,1,0
111196013592,14,0,0,0,11,3,0,1,1
110120535068,5,0,0,0,6,2,1,1,0
110141473828,7,0,0,0,12,10,0,1,0
110187873320,4,0,0,0,3,1,0,0,1
111153513514,1,0,0,0,4,2,0,1,1
114148082730,3,0,0,0,3,4,3,0,0
112665265206,0,0,0,0,3,3,0,0,0
114715493435,3,1,0,1,4,2,1,0,0
110975910978,3,0,1,0,1,1,1,0,0
111158985798,14,0,1,0,3,3,1,1,1
112528065608,1,0,0,0,3,3,2,0,0
114824250442,12,0,0,0,3,1,1,1,1
111147713613,8,0,0,0,3,1,0,1,0
111126316111,0,0,0,0,1,2,1,0,0
110105035860,1,0,0,0,4,1,1,0,0
111154988116,0,0,0,0,4,4,0,0,0
112527082581,7,6,2,0,5,3,2,1,1
114666767449,7,0,0,0,5,1,0,1,1
111858746459,17,0,0,0,7,1,0,2,0
110947271773,10,1,14,4,15,9,1,2,2
114827953249,16,4,8,27,8,4,1,1,1
112526165104,3,0,0,0,5,4,1,0,1
114865767541,2,0,0,0,1,1,1,0,0
110180271224,12,0,1,0,4,2,1,1,1
111145813112,3,0,0,0,2,2,1,1,1
112504669305,0,0,0,0,3,1,0,0,0
110120535163,5,0,0,0,9,0,0,3,2
111495513219,1,0,1,0,3,1,1,0,0
110721533061,4,0,0,0,5,3,0,1,0
112525280389,0,0,0,0,1,1,1,0,0
114626167945,4,0,0,0,11,2,0,1,0
110102873229,1,0,0,0,1,1,0,0,0
110187873421,5,0,1,0,2,2,0,1,1
110942717070,6,0,0,0,4,1,0,0,0
110106018964,2,0,0,0,2,1,1,1,1
111443313814,0,0,0,0,8,2,0,0,0
111151285399,9,2,1,0,7,3,1,1,1
110767735964,0,0,0,0,2,1,1,0,0
111421916316,7,0,0,0,3,1,0,0,3
111851046051,8,5,0,3,4,0,0,0,0
114198480036,1,0,0,0,2,1,2,0,0
114710480037,0,0,0,0,2,2,2,0,0
111458813096,4,0,0,0,5,2,0,0,1
114820056240,0,0,2,0,1,2,1,0,0
111441413299,5,0,0,0,4,1,0,1,0
112527180981,2,0,0,0,4,3,2,0,0
110147273922,4,0,2,0,1,1,1,1,1
111141913794,1,1,0,0,1,2,1,1,1
110765933765,9,0,0,0,3,6,0,1,0
111848719558,0,0,3,5,2,1,2,0,0
112522265801,4,0,0,0,4,2,0,1,1
112508765389,0,0,0,0,1,1,1,0,0
111149548752,1,1,4,0,8,5,1,1,1
114725782737,2,0,0,0,5,11,0,1,0
110120010962,10,0,0,0,5,3,0,1,0
114725782738,5,0,0,0,4,3,0,1,0
110773535964,0,0,0,0,1,1,1,0,0
112537765087,2,0,0,0,2,2,0,2,0
111421916391,1,0,0,0,2,1,2,1,1
112533865705,15,3,0,0,16,11,1,1,1
112502965482,0,0,0,0,2,2,0,0,0
110945371373,1,1,2,0,5,1,1,0,0
111199913199,16,3,0,0,8,1,0,1,1
114746197231,15,2,4,0,3,1,2,2,2
110187873522,0,0,0,0,1,1,0,0,0
114668569842,10,0,0,0,2,1,0,1,0
112630465781,0,0,0,0,3,1,0,1,0
111143585014,1,0,0,0,4,3,0,1,0
114829853943,8,0,1,0,4,1,1,0,1
112562865403,0,0,0,0,3,2,0,0,0
112622765309,7,0,3,0,13,14,5,2,2
112630465789,1,1,0,1,2,0,1,0,0
110108116223,0,0,0,2,2,1,1,0,0
111804548356,0,0,0,0,2,1,0,0,0
112605365509,3,0,0,0,2,1,0,0,0
114740593931,14,0,0,0,3,2,0,1,1
114825069843,0,0,0,0,0,1,1,1,0
111155348756,4,1,0,0,3,2,1,0,0
112531965206,15,1,0,0,15,9,3,1,0
114146280737,1,0,3,0,2,1,1,1,1
111145846052,8,0,0,4,7,2,2,1,1
111427716393,3,0,0,0,4,1,0,1,0
111841248555,4,0,0,0,6,6,1,1,1
110931510578,0,0,0,0,1,1,0,0,0
110300071225,0,0,0,0,2,1,1,0,0
111145813312,11,3,5,0,10,7,1,1,1
114827167040,0,0,0,0,1,1,0,0,0
111145813317,6,0,0,0,3,4,1,1,1
111192016197,0,0,0,0,1,1,0,1,0
112502965585,0,0,0,0,1,1,0,0,0
110938817874,3,0,0,0,2,2,0,0,0
114834867540,11,1,0,0,13,7,1,1,0
111846819157,0,0,0,0,2,2,0,0,0
112528065881,3,3,2,0,8,1,2,2,1
112630465887,0,4,0,0,2,2,1,0,0
112525280609,0,0,0,0,2,3,3,0,0
112630465889,4,0,0,0,3,1,1,1,1
110109918568,3,0,0,0,2,1,1,1,1
111126316393,1,0,0,0,2,1,2,1,1
111154988392,3,3,1,0,1,1,1,0,0
111847146858,0,0,0,0,2,1,0,0,0
111151613295,8,0,0,0,5,4,1,1,1
110100514164,8,3,5,14,7,5,1,1,1
111154988412,3,1,4,4,6,2,1,1,1
114744493436,9,10,10,11,6,0,1,4,3
111493416319,0,0,0,0,2,1,1,0,0
112522265984,1,0,0,0,1,1,0,2,1
111154988417,14,0,1,0,3,2,0,1,1
114628167042,4,0,2,0,9,2,1,0,0
110326973828,12,0,0,0,21,5,0,1,0
110185973125,0,0,0,0,6,0,0,1,0
111120713096,5,0,3,0,1,1,2,1,1
112624469389,4,0,0,0,6,3,0,1,0
111845246352,4,0,0,0,16,7,1,0,0
112508765586,0,2,1,2,3,0,1,0,0
110385366421,2,0,4,0,9,1,1,0,1
111155316119,0,1,0,0,1,1,1,0,0
114822350242,0,0,0,0,4,1,0,0,0
112508765607,3,3,1,0,1,1,0,2,2
111847015851,0,0,0,0,4,1,1,0,0
110913717679,6,0,0,0,6,2,0,1,1
111846819253,0,1,0,1,0,0,1,0,0
111846819254,1,0,0,0,2,2,0,1,0
111122646455,9,6,3,35,3,1,1,1,1
112533669301,0,0,0,0,1,1,0,0,0
110107035067,3,0,3,0,2,2,1,0,1
111151285692,7,4,8,2,3,2,1,1,1
111122613697,4,2,7,2,9,1,1,2,1
111804548552,6,3,0,0,16,4,0,1,1
111126513097,1,0,1,0,3,1,1,1,1
112506865102,1,0,0,0,3,1,1,0,0
112528983508,0,0,0,1,1,0,2,0,0
114719393236,0,0,0,0,2,2,0,0,0
114820253141,21,0,0,0,6,2,1,1,1
114803869148,6,0,0,0,4,1,0,1,0
110101235165,15,0,0,0,7,3,1,0,1
112501065182,10,0,0,0,12,1,0,1,0
110348273121,0,5,0,2,2,1,1,0,0
114820056545,9,0,0,0,10,3,0,1,1
110186071529,4,0,0,0,4,3,0,1,0
110108214763,7,0,3,0,5,2,1,1,1
110104118765,0,0,0,0,2,1,0,0,0
110948910573,0,0,0,5,5,1,1,0,0
110168835567,2,0,0,0,9,3,0,1,0
110948910576,7,6,3,0,4,4,2,0,0
111197816310,4,0,0,0,6,1,0,1,0
110701118968,4,0,0,0,2,1,0,1,1
111157085692,7,0,0,0,6,1,0,1,1
110342571528,0,0,0,0,1,1,0,0,0
111192213013,1,0,0,0,2,1,1,1,1
111499413016,21,0,2,0,2,1,0,0,0
110145373727,0,0,0,0,2,1,0,0,0
110147012128,37,0,0,1,40,20,1,1,1
114834867748,18,6,0,8,4,2,1,1,1
111454684711,6,0,0,0,6,4,1,0,0
111143716397,4,0,0,0,18,5,0,1,0
110340671023,0,0,0,0,2,1,0,0,0
112528983605,10,2,13,0,5,1,0,1,1
114820253241,6,0,0,0,4,1,0,1,1
114744591939,1,2,1,1,3,2,1,0,0
111145485892,33,4,0,0,37,3,0,1,0
114748491338,1,0,0,0,1,1,1,0,0
110943471179,0,0,0,0,3,2,0,0,0
111427913297,5,0,0,0,3,1,0,1,1
111145485915,9,0,0,0,5,3,0,1,0
111128413790,0,1,0,2,2,0,1,0,0
111128413792,0,0,0,0,4,1,1,0,0
110120011361,5,0,0,0,1,4,0,1,0
111495513698,2,0,0,0,4,3,0,1,1
112632465005,0,2,0,0,1,1,0,0,0
112520365686,18,0,1,0,8,6,1,1,1
110103135866,7,7,17,0,34,9,1,1,1
110941472379,9,0,3,0,6,3,1,0,0
110147012220,0,0,0,0,1,1,2,0,0
111128413818,4,0,6,0,2,1,1,1,1
112529180284,4,0,0,0,1,1,0,1,0
114741380733,4,0,0,0,1,1,1,1,1
112502965889,0,0,0,0,2,1,0,0,0
110704035460,0,0,0,0,1,1,0,0,0
110942717574,4,0,3,0,3,4,0,1,1
110187873927,8,6,16,15,6,0,2,1,1
114746197639,0,0,11,1,3,1,1,0,0
111140013713,12,0,0,0,2,1,0,1,0
111157216917,4,0,0,0,4,1,2,1,1
114748982936,5,0,0,0,1,1,1,1,1
114821367448,7,0,4,5,3,1,1,1,1
112502769306,1,0,0,0,3,1,0,0,0
112528983706,0,0,1,0,3,2,1,0,0
114748982938,1,1,4,0,1,1,2,1,1
114803967644,1,0,0,0,3,1,0,0,0
110101235363,0,0,0,0,4,1,0,0,0
114744493732,1,0,0,0,4,2,1,0,0
111841019558,2,1,0,0,3,1,1,1,1
114820056742,7,0,0,1,14,10,0,1,1
114824152743,0,0,0,0,3,2,0,0,0
114718082730,0,0,0,0,6,4,0,0,0
114820056749,13,5,0,2,13,3,1,1,1
114718082736,6,0,1,0,3,2,2,1,1
110919517875,0,0,0,0,2,1,0,0,0
110104118964,0,0,0,0,2,4,0,0,0
110185973428,3,0,0,0,5,3,0,1,1
110919517878,4,0,0,0,7,7,1,0,0
110940817078,5,0,0,0,4,3,1,1,1
112501065400,6,0,23,21,11,7,1,1,1
112625583805,0,0,0,0,2,0,0,1,0
112527083209,7,0,6,0,14,2,1,1,1
112525280985,4,0,0,0,23,1,0,1,1
110124435162,8,0,0,0,4,1,0,1,0
110307673820,6,0,0,0,2,1,0,1,0
110875117276,6,0,0,0,7,1,0,1,0
111157216990,2,0,0,0,5,1,1,1,1
111199913695,0,0,0,0,4,3,0,1,0
110875117279,2,0,0,0,4,3,0,1,0
110145373920,0,0,0,0,1,1,0,0,0
110943110879,3,0,0,0,0,0,0,1,1
111192213215,0,0,0,0,1,2,0,0,0
110102873829,14,5,1,12,26,22,0,0,0
110106773221,7,1,0,1,11,4,0,1,1
111157216997,3,1,25,0,12,10,1,1,1
112605169381,22,0,0,0,11,2,0,1,0
114741380839,5,0,5,1,12,2,0,0,1
114838767340,4,0,0,0,8,2,0,1,0
110149273325,0,0,0,0,1,1,0,0,0
111143913198,8,0,0,0,7,2,0,2,2
112520365808,20,1,7,0,12,11,1,1,1
110109918966,0,0,0,0,2,2,2,0,0
114198480631,7,0,0,0,6,2,0,1,0
114740791030,2,0,0,0,1,1,0,4,3
112626665209,6,0,0,0,8,5,0,1,1
111458813693,8,0,0,0,7,8,1,1,0
111808546558,2,0,0,0,2,1,1,0,0
110101333767,0,0,0,0,1,1,0,0,0
114820056841,3,0,1,0,2,2,1,1,1
110779533067,6,0,0,0,1,1,1,1,1
114862753548,2,0,1,0,2,1,2,0,1
110943471377,2,0,0,0,1,1,0,0,0
114832967441,21,0,0,0,45,28,0,1,0
110919517976,8,0,0,0,8,3,0,1,0
111420213016,2,0,0,0,2,1,0,0,0
112663365404,0,0,0,0,2,1,0,0,0
112525969184,21,0,9,0,11,8,0,1,1
110108018468,7,0,2,0,5,1,2,1,1
111499282213,52,0,2,1,68,10,1,1,1
112508569386,0,0,0,0,0,0,2,0,0
112628565808,0,0,0,0,6,0,0,1,0
110120535861,0,0,0,0,4,2,0,0,0
114622367542,0,0,0,0,3,4,0,1,0
110832617273,0,0,0,0,6,2,0,0,0
114809767740,0,0,0,0,1,2,0,0,0
111499413310,15,7,5,3,15,8,1,1,1
111149713216,1,0,0,0,3,1,2,0,0
110147012420,13,0,0,0,29,4,0,1,0
110124173125,2,0,1,0,0,0,1,1,1
111846819652,3,0,0,0,5,1,0,1,1
111846819658,7,0,0,0,2,3,0,0,0
114746197835,7,0,1,0,2,0,1,0,0
111122548556,4,0,0,0,8,1,0,1,1
111195916111,0,0,0,0,1,2,0,0,0
110942717776,0,0,0,0,1,1,0,0,0
111143913296,11,3,0,2,3,3,1,1,1
112520365906,0,1,0,0,1,3,0,0,0
110946617171,12,1,0,0,4,4,1,0,1
111105148757,0,0,0,0,3,0,0,1,0
