userid,actionType234_after_submit_last_order
114725880636,0
111441216319,0
110129873728,0
114115380032,0
100000006981,0
111141913415,11
110811317074,0
110811317078,0
112525280086,0
110103135068,0
112502965084,0
112502965086,0
114626167646,0
111199716193,0
111429813093,0
112525280101,0
110104216425,0
114749080431,0
114727682933,0
111847146359,0
114740593532,1
112535765885,0
110122533761,9
110165033860,2
111854846853,0
111159280518,3
110122173323,1
110943372174,1
110919517071,0
111858746257,0
110104773525,0
110108771221,1
112529965984,0
111107048356,0
112527082404,2
111491416998,0
111806448550,0
112504865703,0
111491613616,0
110973617075,4
110938817470,0
110102873024,0
110121616324,1
112661365702,16
110187873225,0
112525280204,0
112520365006,0
111421916113,0
112506569684,0
110975910871,2
111190016996,0
114662867942,0
111145485291,10
112522265581,0
111424013294,4
114744493038,21
112663069680,0
111141946353,0
110186071026,1
111158985714,2
110105035764,10
111159313393,0
114829067247,7
110108214264,13
110108935161,1
111153480697,3
112504669181,0
112504669187,1
111153185799,2
111145616396,0
112533865484,0
111153185812,1
112508765205,0
111196013592,0
110120535068,0
110141473828,0
110187873320,0
111153513514,0
114148082730,0
112665265206,0
114715493435,2
110975910978,1
111158985798,1
112528065608,0
114824250442,0
111147713613,0
111126316111,0
110105035860,0
111154988116,0
112527082581,8
114666767449,0
111858746459,0
110947271773,19
114827953249,39
112526165104,0
114865767541,0
110180271224,1
111145813112,0
112504669305,0
110120535163,0
111495513219,1
110721533061,0
112525280389,0
114626167945,0
110102873229,0
110187873421,1
110942717070,0
110106018964,0
111443313814,0
111151285399,3
110767735964,0
111421916316,0
111851046051,8
114198480036,0
114710480037,0
111458813096,0
114820056240,2
111441413299,0
112527180981,0
110147273922,2
111141913794,1
110765933765,0
111848719558,8
112522265801,0
112508765389,0
111149548752,5
114725782737,0
110120010962,0
114725782738,0
110773535964,0
112537765087,0
111421916391,0
112533865705,3
112502965482,0
110945371373,3
111199913199,3
114746197231,6
110187873522,0
114668569842,0
112630465781,0
111143585014,0
114829853943,1
112562865403,0
112622765309,3
112630465789,2
110108116223,2
111804548356,0
112605365509,0
114740593931,0
114825069843,0
111155348756,1
112531965206,1
114146280737,3
111145846052,4
111427716393,0
111841248555,0
110931510578,0
110300071225,0
111145813312,8
114827167040,0
111145813317,0
111192016197,0
112502965585,0
110938817874,0
114834867540,1
111846819157,0
112528065881,5
112630465887,4
112525280609,0
112630465889,0
110109918568,0
111126316393,0
111154988392,4
111847146858,0
111151613295,0
110100514164,22
111154988412,9
114744493436,31
111493416319,0
112522265984,0
111154988417,1
114628167042,2
110326973828,0
110185973125,0
111120713096,3
112624469389,0
111845246352,0
112508765586,5
110385366421,4
111155316119,1
114822350242,0
112508765607,4
111847015851,0
110913717679,0
111846819253,2
111846819254,0
111122646455,44
112533669301,0
110107035067,3
111151285692,14
111122613697,11
111804548552,3
111126513097,1
112506865102,0
112528983508,1
114719393236,0
114820253141,0
114803869148,0
110101235165,0
112501065182,0
110348273121,7
114820056545,0
110186071529,0
110108214763,3
110104118765,0
110948910573,5
110168835567,0
110948910576,9
111197816310,0
110701118968,0
111157085692,0
110342571528,0
111192213013,0
111499413016,2
110145373727,0
110147012128,1
114834867748,14
111454684711,0
111143716397,0
110340671023,0
112528983605,15
114820253241,0
114744591939,4
111145485892,4
114748491338,0
110943471179,0
111427913297,0
111145485915,0
111128413790,3
111128413792,0
110120011361,0
111495513698,0
112632465005,2
112520365686,1
110103135866,24
110941472379,3
110147012220,0
111128413818,6
112529180284,0
114741380733,0
112502965889,0
110704035460,0
110942717574,3
110187873927,37
114746197639,12
111140013713,0
111157216917,0
114748982936,0
114821367448,9
112502769306,0
112528983706,1
114748982938,5
114803967644,0
110101235363,0
114744493732,0
111841019558,1
114820056742,1
114824152743,0
114718082730,0
114820056749,7
114718082736,1
110919517875,0
110104118964,0
110185973428,0
110919517878,0
110940817078,0
112501065400,44
112625583805,0
112527083209,6
112525280985,0
110124435162,0
110307673820,0
110875117276,0
111157216990,0
111199913695,0
110875117279,0
110145373920,0
110943110879,0
111192213215,0
110102873829,18
110106773221,2
111157216997,26
112605169381,0
114741380839,6
114838767340,0
110149273325,0
111143913198,0
112520365808,8
110109918966,0
114198480631,0
114740791030,0
112626665209,0
111458813693,0
111808546558,0
110101333767,0
114820056841,1
110779533067,0
114862753548,1
110943471377,0
114832967441,0
110919517976,0
111420213016,0
112663365404,0
112525969184,9
110108018468,2
111499282213,3
112508569386,0
112628565808,0
110120535861,0
114622367542,0
110832617273,0
114809767740,0
111499413310,15
111149713216,0
110147012420,0
110124173125,1
111846819652,0
111846819658,0
114746197835,1
111122548556,0
111195916111,0
110942717776,0
111143913296,5
112520365906,1
110946617171,1
111105148757,0
114838669144,0
111151613794,1
111808448359,0
112620865385,0
110104414061,2
112560965487,51
112663365489,7
111844919156,5
112501065589,0
114748491637,0
112628565882,0
114628167546,1
111155513215,2
111141816192,1
112560965505,2
114111580031,0
111456585611,0
112607365004,0
111849146259,0
110120011669,5
114822350741,0
112525969309,0
111491516319,0
110128433064,0
110166935465,1
110329071528,0
112520169386,1
111800846252,0
111846819759,0
110147012529,0
100000008119,0
112529180605,6
112529180608,0
112529180609,4
112502769609,0
110323173324,0
112531965905,0
110108510163,2
110105135060,8
110305773523,0
110936917972,0
111155185619,0
110940817374,0
111456585696,0
112501065701,3
111145813995,0
111453013996,0
111806646251,0
111449016311,0
110941571074,1
114622367746,0
111149713416,0
110184171529,0
110700333066,0
112529180681,0
111499413519,0
112601565202,12
110942717973,0
110972110871,27
110972110872,0
110767835163,0
111147485211,0
110972110877,9
114740791333,0
114821367847,0
110178633768,0
114620467241,0
111155480619,3
110101235761,3
114820253749,5
111454816313,0
114824153147,2
111445313596,0
112527280189,0
112564865087,0
110702135362,0
114748393538,1
110108018765,3
111141816398,0
111120713815,3
110846117978,1
111192213596,0
112530065500,3
111192016992,0
111192016994,0
110388873320,2
110917617779,0
112521283701,11
112665069688,5
110146816121,0
111143716998,0
114821367948,3
114820450445,4
114803869849,25
110943471771,3
110943471772,42
111844919453,18
111159085215,0
112527280288,0
114743380139,0
112501065908,0
114747082932,7
112603269303,0
112527083705,0
110935410878,0
112525969601,43
114805967046,0
114827167948,3
110103333069,1
114827069646,4
114746493135,3
111149713617,0
114809669844,0
111153613015,15
114566269149,0
111451113697,0
111147813091,0
112524265703,0
114715691239,0
100000008425,40
110708033769,3
112506669300,0
112506669301,35
112506865909,0
114803050742,0
114825267447,0
114142480637,0
110101235966,0
112531769600,0
111445313797,0
114832869640,0
114128980233,5
111841446154,1
114721982737,0
114725980435,6
111159413014,1
110106216728,16
111149746456,0
112525969689,1
112628369688,0
111149713692,0
111849146653,0
114802067747,0
111153285414,3
110340016428,0
111495416110,2
114746493230,2
111843019056,2
111454685493,1
112524265786,0
112506865981,0
112524069182,23
114746198336,0
111800846658,0
112506669381,0
114715691335,0
111447116111,0
110848117073,23
114710382937,5
110915717470,0
111854946655,0
114714380638,0
110873217378,2
111159085411,0
110102612327,4
112620865901,0
114128980333,0
112504965487,0
110769310066,0
110147373428,0
110106216824,7
111153580415,1
112529869188,0
114793580939,0
114805967243,9
110935017870,0
114119182735,1
110941571478,7
114831067546,0
111143946651,1
112528165281,3
111196113316,0
111143913894,0
112528165287,2
111122516393,6
111843248552,0
111843346858,2
110707018160,0
114117380538,0
111420213694,24
110105233860,1
111159413192,4
111159085518,1
114124982737,1
114743282133,0
110147373526,0
111124613591,1
114632067547,0
112527280604,5
110106216926,4
114729880035,0
112500869605,1
112603269607,0
110935017971,0
110103235063,0
110935017977,3
112525183482,0
111101446651,0
110700235266,0
110945372674,0
111800846852,91
114724080131,2
114829953542,0
110187973127,0
111143913992,0
114724080137,3
111822146058,0
114724080139,2
112525380109,1
114715691534,0
112525183504,0
111426013714,0
114749082130,0
114715593238,1
111190313495,0
114800069144,0
114121280036,0
114828053044,0
111499282997,2
110842317379,2
110340016720,0
111157480016,0
114797480531,3
111153285719,14
110141573725,0
114746493535,0
110188071528,0
110128335465,2
112525380201,0
114608867946,0
110104316524,0
111147846255,1
112506669682,7
111804746357,0
112506669686,14
112630565508,1
114825267847,0
111159380616,16
110386973322,0
114606967441,0
110100318867,0
111145880214,0
110769310360,4
114606967449,0
111458716315,0
110109035167,0
111101119155,1
110120635062,0
111153613497,0
110913817274,0
111153285819,3
112520465086,0
111140113090,0
110145571524,0
112529083082,0
111808219854,18
112529083087,0
110104316625,1
111151385297,8
111800748759,0
114745182937,0
111455013597,0
111145880290,0
111147616994,0
112532065000,0
111845214954,0
114714282731,0
114825267946,0
110328810222,0
114718280431,0
114661853941,4
110102416120,5
112526265081,18
112628665082,0
110108314369,6
112526265089,0
111107246851,0
110108773125,1
112508865288,0
112608480009,9
112526265104,0
111157480211,0
114712480534,0
111142013719,0
111145913111,0
100000008995,7
110945471279,2
110846872376,0
100000009017,1
114800167740,0
111851146050,0
110344473426,0
111849114453,0
111151713110,0
112506080085,0
112532065109,2
111159085913,8
114740497237,0
110164118363,6
110943472476,0
110168935267,0
110706035560,0
112564865901,0
112529869687,2
110342671225,0
110120635263,1
112537865088,0
110913817474,0
114741480335,1
110945471377,5
110945274774,1
110949272471,19
112527969181,4
112665365405,0
111847246754,2
111493516195,0
114715593637,1
110848117674,0
114198580138,0
110301973429,0
114744593333,0
114829167542,5
110834617272,1
110348471229,0
110168935360,0
110104218563,0
112526265287,1
111841446859,4
112523283403,10
111453113294,3
111424113618,0
110931217373,0
111499316193,0
112533769188,1
110120635365,0
114797480939,0
114746493932,7
112525380589,0
112503065582,0
111443413999,0
112665365488,0
112525183989,0
111846919158,0
111822146557,12
111804746757,0
110848117772,11
111429913618,2
114744691731,2
110911917076,1
110911917079,0
111841119255,4
114744593431,1
114744691737,0
111197916194,6
111103446054,0
110186073129,0
112624569385,0
112506080300,9
110723533869,0
112522169389,0
112501165103,0
114631969841,3
110811810873,0
112569683002,0
114742791230,2
112526265408,0
114742791234,0
112508865603,9
110342573125,1
112504769606,0
114805967946,1
111140146251,0
110329171027,0
110147210324,0
111122746453,0
114144480339,0
110187973724,0
114715593835,1
114710580339,8
110101073020,0
114718280832,0
110186171521,0
111441316997,0
111858846854,0
110104218762,0
112628665483,0
110108314766,0
110949010577,14
112506080402,0
112608480402,18
112506080406,0
110944717979,3
110769835164,0
112667069601,0
111823916194,0
111827848358,0
110180273321,0
112667069609,0
110120733868,0
112525380782,0
110385073328,0
110875217073,0
110102973622,0
110103235767,5
111147846852,0
110174833861,0
110174833864,0
110108216527,2
114194582738,0
114710482135,0
110100614366,0
110143671523,0
114748591336,0
110101073129,0
110126435566,0
110108314863,0
114146282737,1
111157480690,5
110168935668,0
100000009463,0
112501165305,0
112501165306,0
111827946750,4
110948617472,3
111145716995,3
111192313093,0
114802167045,0
114742693130,0
114712382733,0
110103235860,8
114805869844,0
110100712727,0
114716282135,11
110103235866,2
110167035166,0
110838975775,6
111846919458,0
111808646455,0
114198580539,0
112527969600,3
112630369607,2
114624269646,0
110143573328,0
111858748752,0
111858748753,4
110919617876,0
111499185495,0
110931610973,0
111128448356,0
111128448359,0
111149813096,1
110935117176,0
111846919550,0
110838975876,6
114741480839,0
112533769609,3
100000009611,1
114834869644,2
110840417677,0
111443316113,2
112562769300,11
114727980439,0
114820550041,1
111808646555,2
111458913695,7
111151713699,0
111855046051,0
110323273125,0
110943571372,0
110126435761,0
110102416820,3
112526265780,0
110164118966,0
111499185598,4
112628469184,1
111845346756,0
111443185094,6
111491616198,0
114802167241,0
114729782731,0
112628665805,51
114639867342,0
112632565200,1
111499513299,0
114742791639,1
111145913816,0
112530165208,0
112632565208,0
114712382939,0
110167035360,2
110100516323,0
110104612326,0
111144046057,7
114190880234,0
114190880236,0
112506965486,3
112529083886,5
111126613492,0
114633969145,0
112520269309,0
114825367041,3
111808646658,0
110935772675,0
114807967242,0
110122733068,8
112523283986,0
114829069844,0
110943571477,0
110102416920,0
112628665884,19
110147571229,0
111145946656,0
111141916195,12
111427816997,83
112506080807,3
111845248555,0
111128448556,0
100000009773,2
111845248557,0
111443185199,13
111457013295,0
112505065007,0
112628665905,5
111499185716,1
111827848758,0
112530165303,0
114822450743,3
111443185210,1
114664967744,0
110124535363,0
111426113092,5
110147210822,0
110388973127,0
112529280582,0
112669265482,0
110107135567,0
114745380431,0
110946717274,0
112524365403,0
110946717276,2
110383271520,0
111147716192,0
112669265506,5
111147716197,0
112502869608,0
111841119855,0
111845019250,0
114824253042,0
110101073528,1
110108610169,16
112527183483,16
112505065084,0
112607465089,0
111145946755,1
114722180739,0
110189973127,17
111802846856,1
110106316425,14
111145488010,3
111802748554,0
111192313494,0
111141916311,0
114119380632,0
114822352540,0
111847214752,2
114742693539,0
112524365480,9
112524365482,5
111846919852,0
114826153645,3
110102318767,1
110147014320,0
111499513519,4
114826153648,4
110147014329,0
114715791035,0
110912310972,0
112524365502,0
111109148353,0
111825948356,1
100000009925,2
111155580614,0
111808548556,0
114824253144,0
112564965083,1
110305873629,0
110143573726,0
112506080989,1
111145488113,1
111849246458,0
110910017279,0
114742693633,11
112530165506,0
110141771524,2
114664967940,0
114801053445,0
111196016391,0
111140146952,0
111443185415,4
111847214857,0
114746691338,0
110124633868,4
110124273422,0
110188171023,0
110147112720,7
110102318865,0
110106873621,0
114741382934,2
110725435163,0
111493713698,1
110946717477,0
112609169189,0
114825367343,0
114820353843,0
111845314356,2
111429816117,0
110915817273,1
110122471226,2
110101335867,0
110915817274,0
110915817278,0
110183616320,3
110100418369,2
111120748353,0
114828250948,0
112505065288,0
112522465100,11
111457013590,0
112603369305,0
114747182938,2
114793680732,0
110300073821,5
114639867742,0
110124273523,0
110879117172,0
111499513717,10
112524365686,0
110100516727,0
110167035768,0
111196213115,0
114715791232,0
111155285891,0
110708133767,0
110946717576,6
111155285895,0
110916210572,0
114740891537,0
110975717270,6
114820353943,0
114740498332,6
111155416990,1
110101073823,6
110838910879,4
112522465184,0
114744594334,4
111128285093,1
111153680298,0
100000010161,0
111443185590,1
111443185594,0
111849148355,2
110777733062,0
114826350542,2
110917717972,0
100000010199,2
112626765788,0
111126613990,0
114800267245,0
112528265201,0
111155646457,0
111122616314,3
110323273723,9
111451213818,0
114620567545,3
114740793339,0
114807967747,1
110108610565,1
114146480136,4
112527183881,4
114748493832,2
111142146059,0
111499284491,0
111841546252,0
112620965906,2
111103348756,0
114836869140,0
111424213016,0
111124713497,2
112529969180,2
110120210463,0
112527183904,4
111149813794,0
111849246755,2
112661565484,4
112661565485,2
114622369841,0
111196213298,4
114746691635,8
114622369844,1
110100516927,6
110700335168,0
111140016199,1
110106873928,3
112528265301,4
110383173724,0
114820550749,0
110105333860,82
114666967141,3
114146480231,6
114666967143,0
110122471529,5
111190413417,0
114718380138,0
110309773421,2
111151616110,1
111145488496,10
111151616112,1
114743480434,0
111848919156,5
114832969844,4
110940917879,6
114836967543,0
111159513212,0
111453016191,0
112500969601,14
112522465409,1
112527282305,3
111491813511,1
114802069640,0
111849246859,2
110939410573,0
114865967248,2
111853146259,0
112530165907,0
110128435362,0
110128435368,2
111843446958,0
110946717876,6
114800169140,6
114838769848,0
111155646655,0
110122733760,0
114824450242,0
110165233869,0
114603069646,1
112603369680,2
110970310871,0
112624865500,0
111806746850,0
111145488612,0
111806746852,0
112663269609,0
110871417070,2
112508965106,1
111196213493,1
111495713014,0
114805969141,0
114140582137,0
110102614267,0
111843119355,2
114746593533,4
114746593534,0
110103073023,0
110103335168,2
110819610879,0
112601469184,16
110104416524,1
111847346452,0
111843348758,34
111140213015,0
110873710872,0
114800267546,0
111145980191,0
110916210979,0
111145980196,0
112638169385,0
114624467241,16
112624865585,0
114146382130,0
110169035061,0
114806853941,1
114806853945,0
110109135163,0
111848919355,0
110102516029,0
110944817474,0
111145816398,36
111128285519,4
111427916111,13
114729980239,0
111120716117,0
111153385816,0
111128613212,3
110103335262,1
110102614369,8
110700335466,0
112601665901,13
112601665909,0
111847346557,0
111147716998,0
114804167048,0
111455113612,0
114744693136,27
114803052948,0
110102712725,0
110105235863,2
110126535064,0
110943572376,12
114718282135,0
111145980318,0
110102516127,0
112508965284,0
112624865701,8
112508965286,2
114747380133,72
112526365105,1
110120014269,0
114823369149,0
110973817279,0
112520565184,0
112529969602,1
110107333060,0
110700433862,0
112537965002,7
111157613012,5
110147015125,1
110729335261,0
110831210977,3
111151485418,1
111441613290,12
111455113718,3
110945210871,0
114829169149,0
111845446150,6
114747380234,0
114836869645,6
111495713295,11
112522465808,28
112527282706,0
112632369685,0
114865967640,0
110120014363,4
112508965407,2
114140680735,0
110103335461,0
114716480039,0
111847019054,0
111192216111,9
111122846258,0
112630665782,2
114719593034,7
111159185995,11
114624467540,0
114803053144,0
111145980510,0
110943572576,1
112526365281,2
110817317476,21
111499285092,2
110931710570,0
111848919658,23
112564769389,0
111159513713,0
111721648756,0
111107248758,0
110180373120,0
114806067845,0
112525480582,0
114144580230,0
114869867143,4
110124733066,0
114746593931,3
114809967244,0
112525480589,0
114822353548,10
114822353549,9
112503165585,0
112537965203,0
111153713813,7
110942917274,1
111451116190,2
110840517279,1
111122616991,2
111803110053,0
110729433767,0
110178833064,0
110937510570,0
111126516395,0
112630469305,0
114803053244,5
114146480831,0
110186173123,0
110169035461,0
110947472070,1
112522269383,0
112628765383,0
111802946250,0
111155516112,0
110842417873,0
114632069848,0
111128613594,9
112527282907,0
112504869602,0
111456916197,0
111196213991,3
112520565484,0
111157613293,0
114742694637,0
111857046259,0
111499416310,1
112507065080,0
110700335869,0
111804748550,0
114715693831,0
111803110155,0
111804846859,0
112529183506,0
111145980692,0
111151485717,0
110775735065,0
114824352543,1
110937117472,0
111441416994,9
110348473122,0
110143673126,0
110348473128,8
110122373929,12
111145980714,0
110169133867,0
110109135660,0
111459013417,0
112628765480,0
110944817970,0
112607269683,0
111153713990,2
111453213510,15
112533869383,0
110120735561,0
110120014666,1
112537965388,0
111143785294,12
110120735568,0
112520565585,11
114622567249,0
110104810327,0
110700335966,0
111147946853,0
112626865001,0
112503165805,0
111151485818,6
111159284612,0
114824450949,11
114828350340,2
114744693639,0
110762333065,47
114833167241,0
111827719054,0
110943572879,0
111802946451,0
112501265301,0
112506180508,0
110846317474,0
112530265000,0
110935217070,0
110120014768,0
110913917872,5
114746594232,2
114826253240,0
112529380286,34
112525480902,0
114724180935,0
111122813896,11
111140213716,0
111151485913,2
111427785699,0
112663565288,0
114829267947,0
110348473325,0
114718282733,0
111151813616,2
111858848756,0
114828153844,0
110769312761,0
111146013690,0
111499285499,0
112527283200,19
111120913413,1
111149913093,0
110948717578,3
111120913419,0
110943310875,0
114822353949,1
114746594335,0
110107071520,0
110107071524,3
110145573925,0
114740991030,0
111151846455,4
110771835960,0
112532165687,0
111803110458,2
111803110459,0
100000011325,0
111851148351,0
110165333061,0
110101173321,2
112523383881,6
110937117771,0
110101173324,0
112501265483,3
114803053645,0
110101173327,0
114828350543,1
110919717971,0
111151813716,3
114828350548,4
110169035868,0
110108218466,2
114747380839,5
110769935464,0
110875710578,5
111153648756,0
110120014965,12
114827367543,1
114742793336,4
110120014969,0
114826253440,0
110147212421,0
111143785611,0
111801046156,2
111143785617,3
112529183889,0
111143785619,1
112622769308,0
110775833763,0
111155385510,0
111155713191,19
114620667046,0
114142680236,0
114748593331,19
112527283384,0
110949110971,1
111120913596,0
111192085694,0
110846710975,0
110102516928,0
111145948354,2
111499613391,0
110948717776,7
111124813013,1
112526169302,0
114119480535,0
112537965786,0
111422313691,0
114742793437,0
110832817378,0
110935217379,0
111192413411,0
111196116195,0
110167135464,0
110104712426,0
110147212523,0
112537965804,0
112507065581,0
114190980334,0
112507065584,3
111153616113,0
112525382903,0
110708135168,0
112502969604,41
111455016198,0
114715497735,0
111845315851,0
110108710160,1
114824353042,0
110328812820,0
114803053846,0
110186173726,0
111497516318,5
111802848557,0
111145489710,0
111159416112,5
110769935666,0
110970017078,0
112661665086,32
114827367742,0
111143785794,39
114144580931,8
110104810820,0
110180373829,0
111843546450,0
110946817371,0
114838967643,0
114838967649,0
111808746858,0
114740991338,1
110978471278,0
110387271024,0
110100518264,2
110100518265,0
112501265786,0
110143673723,0
114828350844,8
111153780093,1
111145489790,2
110943671679,9
112527283582,12
110147573122,0
112501069187,0
111120913797,2
110108218762,0
110947472779,0
111802946958,0
111149946257,0
111845348757,3
114862167447,0
110760433061,0
110941672871,11
110941672872,0
111157613994,0
111454885293,0
111801046451,2
111144146358,0
111143785912,0
110147212729,0
110104516026,0
111143785916,0
112529380806,0
111159285195,0
111155746254,0
111151748559,0
114825467344,4
112630765009,2
114820552149,0
111190513111,59
114603267544,0
110101173728,0
110309873122,0
111845119459,4
112506082787,6
110105335269,23
111120913895,0
111820346855,2
112621065704,0
111146046954,0
112530265586,0
100000011763,0
112501069300,0
112565065203,0
112527382007,0
112501069304,0
111145489918,0
111159416318,0
111143785990,2
110935217671,12
110141773321,0
114822452749,24
114827367949,0
111192413714,0
114668967444,3
110836717077,0
110945474070,0
110147016220,16
114715891230,0
112521483807,1
114715891231,1
111126746658,0
110772033064,0
110129616427,0
110775735863,0
110101435960,5
114714580539,0
112501265981,0
110122473024,0
111159285316,2
110109333061,0
111845119556,0
111145489991,0
112527283784,0
110147573321,0
112527283785,2
114661955148,4
112621065806,4
112530265680,0
111145948755,0
112628569684,0
110106416725,65
114192782931,2
110935610972,0
111424116317,0
111849346655,5
111192413793,4
114802267746,0
111196313196,2
110935217776,0
111454885491,0
111499613816,4
114831169144,0
110700435066,2
110700435068,0
110147212925,0
110879217278,3
114148480639,1
114715793030,18
114715793035,0
111155385997,4
110848317070,14
114838967949,0
114715498131,0
110344771224,1
112663565980,3
100000011933,1
111855146653,0
110169233060,0
114146580132,0
111845119654,1
112663369382,0
114743580330,0
110147573421,0
114748593837,0
111424313016,1
112506083002,0
112530265787,0
110304073420,0
111124813516,4
114622469843,3
112537769688,0
110700435166,0
112626865887,0
110106318562,0
110106973924,4
110147016421,0
111843448550,0
112525580004,0
112605665004,6
110178735862,1
114803250946,0
110100518665,6
112527480585,5
112527283980,3
114824353548,0
111153780497,7
111841646356,0
114722182938,0
111149913897,2
114712680234,0
112661665587,0
111196313397,0
112530069303,0
110308071226,1
110128535360,0
110171035462,0
112665565000,0
111847446352,0
111804946258,0
114715891538,0
114800269141,0
114715793239,0
111122913115,3
111151585117,0
111155648354,0
112506869602,0
111441516391,0
110165333865,0
111859046253,0
111859046254,1
112527480686,0
110183716720,0
112506083187,4
114828253047,3
110944917375,1
112608483200,1
111128713091,3
111806748554,1
114712680330,0
111149913996,0
114661267343,0
111153813392,2
114801153942,1
110102714267,0
114626467740,0
110939117472,0
111144146857,0
114609067946,0
112520665005,4
111126648753,1
112605665204,0
100000012213,0
111140313018,1
112529283003,0
110976210877,14
111427884991,0
114744793031,1
110122735561,0
111855146956,2
111845119950,2
111159285717,3
110919817174,0
114837067741,0
111124813791,0
110842517473,0
111142016996,3
112506083301,1
111145916393,3
112526465001,0
114115680233,0
110970017775,0
110120114162,4
111849248754,2
110120114164,0
112661469180,0
112503265283,0
114746791939,3
110104516620,1
111196313612,0
110949472271,3
112528365587,9
110106318869,2
111455213591,0
114715793432,0
111455213593,0
114715891735,0
111147816994,4
112626669604,21
111427885094,0
111159580711,7
114715498534,0
114620667947,0
110122735661,1
114829367348,0
110937217079,0
110104614968,0
112620869688,0
111159285819,15
111449413694,0
111120816194,7
111453313096,1
111107348554,0
110914410571,0
110970017872,1
111142213719,26
110837110872,0
112530069601,0
112525383782,0
110103435368,0
110141773929,0
114746693737,2
110103173229,1
111122585710,18
114127280237,0
112525580405,0
111159285890,0
111847348354,2
114715793539,0
110122735760,0
112522565780,1
114624567444,1
110126635161,0
114829269148,5
112526465181,1
112608483485,0
112624769182,0
112506083489,1
110919817378,0
110109071523,0
110109235363,1
111142213796,1
110147573927,0
110701418669,0
111845546158,3
110948817074,0
112538065084,0
110307973326,0
111196313810,0
110145673427,0
112529283283,0
110943017174,0
110772033762,3
114715793639,0
114820552940,0
114744793336,9
114620569849,0
114121382138,0
114722380031,6
112506083584,2
110126635266,0
112526465282,0
112628865283,6
112526465289,0
111453313292,0
