userid,tages_num,keywords_num
110103612820,3,0
110103612824,3,0
110103616923,3,12
110103635769,9,15
110103671523,10,0
110103673422,10,11
110103712629,3,5
110103712721,1,3
110103714366,9,0
110103773329,3,0
110103816223,10,0
110103818368,0,8
110103818769,0,0
110103835063,0,2
110103835163,0,0
110103873426,3,0
110103912520,0,8
110103916626,0,5
110103916929,3,0
110103918063,0,0
110103971224,3,14
110103973022,0,0
110103973525,4,0
110103973722,0,0
110104014260,3,4
110104016224,4,4
110104018069,0,0
110104018162,0,3
110104018467,4,0
110104033763,4,6
110104035063,9,6
110104035068,4,3
110104071021,0,0
110104071523,0,0
110104071525,4,0
110104073526,0,5
110104110568,3,0
110104112529,4,0
110104116621,4,0
110104118067,5,9
110104118765,7,0
110104133066,1,0
110104133765,4,4
110104135365,0,6
110104135766,0,0
110104173828,7,0
110104173923,2,0
110104216425,4,8
110104235668,2,0
110104273226,10,0
110104273527,0,0
110104314164,4,7
110104316524,9,0
110104316526,10,7
110104333064,4,6
110104373122,3,0
110104373628,4,0
110104416524,0,0
110104418863,3,0
110104435965,1,0
110104473627,2,4
110104473827,10,8
110104516026,5,0
110104516620,10,11
110104518967,0,7
110104535067,10,3
110104535465,0,0
110104573620,2,6
110104573927,3,2
110104612528,5,6
110104618865,4,0
110104618966,3,3
110104635160,10,3
110104671525,10,7
110104712426,4,8
110104714464,4,0
110104716027,7,0
110104716123,9,10
110104716425,10,6
110104716729,3,0
110104733865,4,12
110104735260,4,3
110104773525,0,12
110104810327,0,0
110104810820,4,0
110104816822,0,12
110104833764,9,0
110104910929,3,4
110104935564,3,5
110104935566,10,6
110105014563,8,0
110105018366,4,0
110105018564,3,3
110105033066,0,0
110105035764,3,7
110105135060,9,0
110105216929,6,0
110105312725,10,6
110105316125,4,4
110105316822,10,0
110105371027,4,6
110105414265,7,4
110105418164,3,0
110105435861,3,0
110105473621,4,6
110105535461,8,0
110105573420,10,4
110105616423,3,0
110105718964,4,0
110105733068,4,0
110105816425,8,7
110105816621,0,2
110105816720,0,0
110105818466,4,3
110105933862,4,0
110105973822,10,0
110106018469,4,10
110106033063,3,3
110106035163,0,0
110106071225,10,9
110106071527,0,0
110106073127,0,3
110106073424,10,6
110106116520,0,0
110106216926,8,7
110106235664,7,5
110106235667,4,0
110106273220,4,3
110106273428,3,9
110106316425,9,0
110106318869,9,15
110106333864,4,0
110106333869,4,2
110106335160,8,6
110106418169,4,0
110106471023,6,0
110106471526,3,0
110106471529,3,7
110106516228,10,0
110106516826,5,0
110106518361,3,2
110106535063,0,0
110106535767,4,0
110106573225,0,4
110106573828,0,0
110106616026,2,0
110106671224,3,0
110106671525,2,10
110106716120,10,0
110106773221,4,0
110106833069,4,6
110106873928,1,0
110106918369,1,0
110106973924,4,4
110107012623,3,0
110107016724,3,4
110107018061,2,0
110107071524,7,0
110107073924,7,8
110107112365,9,0
110107112460,10,8
110107112769,2,9
110107114064,10,0
110107116421,9,6
110107118360,3,0
110107118563,3,4
110107135567,6,0
110107173924,10,3
110107216627,9,7
110107216821,1,7
110107218865,3,0
110107314260,10,5
110107314862,4,4
110107316226,4,0
110107318364,4,10
110107318567,4,3
110107335462,3,0
110107335660,2,3
110107335962,1,0
110107412127,10,11
110107412462,0,0
110107414062,9,15
110107418763,0,0
110107518764,9,5
110107535065,3,4
110107610262,2,9
110107614061,4,5
110107614266,0,0
110107614368,2,0
110107618664,4,3
110107635161,10,5
110107635963,2,6
110107673925,2,0
110107716624,7,0
110107773620,10,0
110107816821,4,5
110107816825,4,6
110107818267,4,5
110107835264,9,0
110107914167,1,0
110108018468,4,11
110108018765,10,2
110108035961,5,3
110108112126,0,4
110108116223,3,5
110108133069,10,2
110108135666,8,0
110108214060,0,6
110108214264,4,2
110108214763,4,2
110108216222,0,0
110108216225,8,0
110108218466,9,8
110108218762,4,6
110108235766,4,10
110108314369,2,0
110108314766,3,4
110108510163,0,0
110108516428,2,3
110108610169,0,5
110108610565,3,6
110108616525,7,0
110108710160,4,9
110108716726,3,6
110108716829,4,8
110108718560,9,0
110108735460,0,0
110108771221,10,4
110108814163,1,3
110108816726,9,8
110108818860,0,0
110108935161,9,12
110109012424,5,11
110109018763,8,0
110109073728,6,8
110109112122,4,0
110109116627,4,4
110109135660,7,0
110109173429,0,0
110109235363,9,0
110109273423,4,6
110109314261,0,0
110109314569,3,5
110109318762,0,6
110109335668,2,0
110109373622,10,7
110109373823,10,7
110109373922,10,0
110109412027,3,0
110109416122,10,12
110109418063,3,0
110109418068,4,11
110109418366,4,5
110109418760,1,4
110109433767,9,0
110109435268,0,0
110109435962,4,0
110109512126,1,3
110109512221,10,0
110109512628,7,0
110109512920,3,0
110109571225,10,2
110109616122,0,0
110109618367,0,4
110109710124,0,0
110109735164,0,0
110109771226,6,3
110109810128,0,0
110109812021,10,6
110109812924,4,6
110109816921,2,3
110109817128,4,5
110109817720,4,5
110109818961,10,3
110109818967,8,0
110109910720,7,3
110109916925,4,15
110109918568,0,0
110109973128,0,6
110120010467,0,0
110120011361,0,0
110120011669,0,0
110120014768,6,7
110120014965,3,0
110120018167,3,2
110120035065,2,0
110120035369,8,0
110120114162,3,6
110120118067,2,0
110120118568,10,9
110120118569,2,5
110120135362,0,0
110120135865,3,2
110120210463,8,0
110120214968,3,0
110120216466,2,3
110120216860,3,5
110120219560,8,0
110120318462,1,3
110120333763,10,0
110120335564,5,0
110120418261,2,4
110120433764,4,0
110120433869,4,3
110120514968,4,6
110120518962,8,15
110120533762,0,4
110120535068,4,6
110120535163,0,16
110120535861,3,3
110120614068,4,0
110120618162,0,4
110120618461,2,6
110120618662,3,4
110120633063,3,3
110120635062,9,0
110120714469,0,4
110120718063,10,2
110120733868,9,0
110120735561,6,0
110120814267,9,0
110120818261,10,0
110120818763,4,0
110120835960,3,5
110120914462,3,8
110120914467,0,0
110120918063,0,0
110120918461,1,0
110121335567,9,0
110121373121,0,6
110121473928,10,0
110121573429,3,0
110121616324,0,0
110121835561,4,3
110121873421,4,4
110122016326,3,0
110122018267,4,3
110122035866,4,5
110122035967,0,0
110122035969,8,0
110122073827,1,2
110122118467,5,0
110122133067,4,0
110122133760,0,6
110122133766,0,3
110122173029,9,15
110122316320,6,8
110122316427,3,2
110122333765,0,7
110122335567,4,16
110122471226,9,8
110122473024,3,0
110122533761,2,0
110122635067,0,16
110122673028,4,0
110122718267,0,7
110122733068,4,6
110122735561,0,6
110122773825,0,0
110122835565,2,0
110122918262,1,3
110123035461,0,0
110123135467,9,0
110123435263,3,0
110123535462,0,0
110123635962,0,5
110123673721,4,0
110123773027,4,3
110123835969,3,0
110123933865,0,8
110123933866,0,0
110123935963,0,9
110124073122,1,0
110124273422,3,5
110124335169,6,0
110124435162,0,0
110124535363,8,3
110124573327,10,8
110124673128,4,0
110124733066,3,0
110124735466,6,8
110124773325,3,0
110124833069,0,0
110124871222,8,5
110124933762,0,0
110124935967,1,2
110125118266,2,0
110125133862,0,0
110125135061,4,0
110125135363,4,6
110125135569,0,0
110125335865,5,7
110125433061,3,9
110125435369,10,14
110125535063,0,0
110125535460,4,11
110125535867,0,0
110125635360,4,0
110125673624,7,0
110125718160,0,0
110125835669,0,0
110125835968,6,0
110125933063,0,0
110126035560,5,4
110126235369,8,2
110126333764,10,2
110126435566,5,0
110126435761,1,0
110126635161,2,0
110126635266,0,0
110126635464,5,0
110126735961,0,0
110126735964,4,0
110127033767,10,6
110127035169,0,0
110127835261,6,0
110127933863,2,2
110128035268,4,3
110128135263,0,0
110128135463,4,6
110128335465,0,0
110128535360,5,0
110129335361,9,0
110129435964,1,0
110129571225,10,0
110129616427,5,0
110129635962,10,11
110129673122,5,5
110129733764,0,12
110129935262,4,5
110140073123,0,6
110140073720,6,0
110140073922,4,5
110140173522,0,0
110140173621,10,0
110140273024,0,0
110140273227,0,2
110140373325,0,3
110140516227,0,0
110140516622,2,6
110140573423,4,3
110140673921,0,0
110140716427,6,0
110140871226,0,4
110140873727,5,5
110140873922,9,4
110140916327,6,6
110140916422,4,0
110141073921,4,5
110141171525,3,0
110141173126,3,3
110141273620,0,0
110141373128,0,0
110141573725,10,0
110141771524,0,0
110141773321,0,2
110141773929,4,0
110141873426,1,5
110141971029,4,5
110142273922,4,0
110142473428,1,0
110142573121,3,0
110142871227,0,7
110142873725,0,0
110142973128,2,0
110142973323,0,9
110143171527,10,0
110143173820,4,0
110143173825,10,2
110143271023,0,2
110143573328,3,0
110143573726,10,0
110143673723,10,9
110143873327,10,8
110143973128,5,0
110144073729,0,0
110144473820,0,0
110144571528,0,0
110144673129,4,6
110145273921,0,0
110145371229,3,6
110145571524,4,0
110145573522,4,8
110145673728,3,0
110145773120,2,0
110145971222,9,8
110145971520,0,3
110146073827,7,7
110146371521,9,4
110146673325,10,4
110146771220,4,5
110146816121,0,0
110146973827,3,0
110147012128,2,0
110147012220,3,9
110147012529,1,0
110147014320,3,3
110147014329,9,7
110147016220,2,0
110147018027,9,5
110147018427,0,8
110147073727,2,0
110147073827,4,3
110147112720,4,3
110147116822,6,9
110147173328,6,8
110147210324,0,2
110147212729,8,0
110147212925,0,7
110147214029,0,8
110147214427,2,3
110147216221,4,3
110147216720,7,0
110147217120,0,8
110147217224,4,5
110147217729,4,12
110147271227,9,0
110147271229,4,10
110147316324,1,0
110147371228,3,6
110147373428,0,0
110147412329,0,0
110147412620,0,10
110147416728,4,0
110147512322,3,6
110147512921,0,6
110147516527,0,0
110147516627,0,2
110147571229,5,3
110147573321,0,0
110147573927,4,0
110147610327,2,10
110147612424,2,0
110147612529,1,4
110147612820,0,0
110147616025,1,0
110147673028,1,6
110147673726,2,0
110147716325,2,0
110147771529,5,5
110147812327,8,0
110147812328,5,0
110147816223,0,0
110147873928,4,5
110147912823,4,12
110148173828,1,4
110148173924,7,0
110148373825,10,0
110148573420,3,9
110148573628,4,9
110148616322,0,0
110148673522,10,4
110149071527,0,0
110149171222,2,5
110149273325,0,7
110149671522,3,0
110149671528,9,17
110149971528,1,3
110160235460,0,0
110160335469,0,0
110160435266,0,9
110160435964,0,0
110160635267,0,5
110160733064,0,0
110160735466,1,5
110160835869,1,4
110160935466,10,4
110162135261,3,0
110162135366,4,0
110162135462,4,5
110162333763,8,0
110162335164,0,0
110162435161,4,5
110162435268,0,0
110162735260,2,0
110162835263,0,0
110162933766,3,3
110164118363,10,3
110164118366,0,0
110164118760,0,0
110164235965,10,5
110164433865,5,0
110164433866,0,0
110164435361,3,2
110164435861,10,3
110164435868,2,5
110164535462,0,0
110164635964,0,0
110164635968,0,6
110164733868,0,0
110164735161,0,0
110164735765,5,0
110164833063,0,0
110164935165,2,0
110164935664,0,0
110165033762,7,0
110165033860,0,0
110165233869,0,0
110165333061,0,0
110165333865,0,0
110165635463,2,2
110165635469,8,0
110165735968,1,0
110166033862,0,5
110166135467,3,0
110166633863,0,0
110166635464,1,0
110166635960,0,5
110166933865,3,0
110166935465,3,0
110167033869,0,0
110167035069,0,0
110167035166,0,0
110167035360,0,0
110167035768,10,2
110167118169,4,0
110167135166,4,0
110167135464,3,6
110167135469,8,3
110167135766,0,0
110167135961,0,2
110167333768,0,0
110167335168,4,7
110167335968,5,4
110167435261,3,0
110167533060,0,0
110167535165,2,0
110167535262,9,14
110167535864,5,0
110167618268,0,0
110167633067,0,0
110167633862,0,0
110167635661,6,3
110167733867,0,0
110167735160,0,7
110167735961,8,5
110167833868,4,0
110167835763,4,5
110168018965,0,0
110168033864,8,7
110168035062,0,0
110168035160,0,0
110168035867,8,13
110168133069,3,3
110168218268,0,0
110168235068,0,0
110168235463,10,5
110168235769,7,0
110168333066,0,0
110168335563,0,0
110168335760,10,4
110168335761,0,0
110168433763,0,0
110168435362,9,0
110168435560,0,0
110168435566,0,0
110168535862,5,0
110168633061,3,0
110168735364,3,4
110168818263,2,0
110168818460,8,4
110168833062,4,0
110168835566,7,5
110168835567,0,0
110168835660,3,3
110168933065,4,0
110168935267,10,5
110169035061,0,0
110169035461,1,0
110169035868,0,0
110169235560,2,6
110169235868,0,0
110169433063,1,0
110169435268,1,0
110169435661,5,0
110169535565,4,5
110169535568,2,2
110169633064,3,13
110169633761,0,0
110169635266,2,0
110169733067,9,0
110169733860,5,0
110169735369,3,0
110169835660,5,7
110169935366,4,12
110169935461,3,0
110171835161,0,3
110173035060,4,4
110173135365,4,0
110173735067,4,0
110173735169,0,3
110174035262,3,0
110174135160,3,5
110174235963,2,0
110174335469,0,0
110174335665,1,3
110174535366,0,6
110174833861,0,0
110177135061,0,11
110177235566,10,0
110177835864,2,0
110178033067,3,0
110178718161,4,0
110178835868,4,20
110179635461,9,4
110180073424,3,3
110180171521,3,0
110180373120,10,0
110180373829,0,0
110180771529,10,0
110183016126,5,0
110183016727,2,0
110183016729,0,0
110183073020,8,0
110183073129,0,0
110183173128,0,0
110183173129,4,7
110183173422,2,11
110183216120,6,0
110183273222,0,0
110183273721,0,0
110183473123,0,0
110183473822,5,5
110183573321,1,2
110183716828,5,0
110183773129,3,0
110183773222,1,0
110183773227,2,0
110184171529,2,0
110184173126,0,0
110184173422,0,9
110184271020,5,2
110184271224,0,0
110184271523,0,0
110184473521,3,0
110184473720,1,0
110184573124,1,0
110184573822,3,0
110184671223,5,0
110184671525,5,0
110184673428,0,0
110184773126,4,0
110184773429,10,3
110184816828,0,0
110184873322,3,13
110184873820,1,0
110184873827,0,0
110184973024,7,0
110184973121,6,0
110184973225,4,0
110185373321,3,0
110185473322,3,0
110185773324,1,0
110185773523,0,0
110185871026,5,0
110185873425,3,2
110185971529,3,3
110185973125,0,0
110185973428,9,6
110186071026,10,0
110186071529,8,2
110186171521,0,0
110186173123,2,0
110186173726,1,0
110186273125,0,3
110186273722,0,0
110186373126,3,0
110186373829,0,0
110186573428,3,0
110186671526,0,0
110187171522,0,6
110187373127,0,0
110187471221,3,0
110187473629,0,15
110187473925,0,0
110187571029,6,12
110187671527,0,5
110187673629,0,0
110187773421,10,6
110187773720,9,0
110187871227,5,0
110187873225,3,0
110187873421,3,0
110187873927,4,0
110187973127,6,0
110188171023,0,0
110188273821,2,3
110188371026,1,0
110188471027,0,0
110188471524,9,0
110188573425,4,0
110188673126,0,0
110188973124,0,0
110189016323,0,0
110189071527,0,0
110189073723,1,0
110189116120,8,0
110189171226,4,0
110189173323,4,0
110189273224,0,2
110189316122,1,0
110189373725,5,0
110189373829,1,0
110189471529,4,0
110189473425,0,6
110189473629,3,2
110189573429,0,0
110189573529,10,0
110189671020,0,0
110189671025,3,0
110189673122,10,0
110189673422,3,0
110189673620,10,0
110189816120,1,0
110189816722,1,5
110189816822,6,8
110189871026,0,0
110300071028,1,2
110300071225,0,0
110300171528,4,4
110300273421,3,4
110300473324,0,0
110300473528,10,0
110300473824,10,4
110300571022,3,4
110300673721,5,0
110300771029,3,0
110300773627,9,0
110300873922,3,0
110300973228,0,4
110300973720,4,4
110300973823,3,0
110300973925,0,0
110301110821,0,6
110301112220,9,0
110301112421,5,0
110301112925,2,0
110301116123,0,5
110301116229,5,0
110301116324,8,0
110301116522,8,3
110301116822,5,0
110301116925,1,2
110301173220,7,9
110301173224,5,0
110301173229,10,2
110301173326,0,9
110301173925,3,0
110301373820,6,0
110301571520,0,2
110301573127,0,0
110301573420,0,0
110301573422,7,5
110301573627,10,0
110301771223,9,3
110301771224,4,2
110301773120,3,6
110301773123,3,0
110301773322,6,7
110301816028,0,0
110301873521,1,0
110301971227,3,14
110301973725,0,0
110302071523,0,0
110302173128,0,0
110302273621,10,0
110302371522,9,0
110302371527,4,0
110302473826,0,6
110302573128,8,3
110302573722,1,0
110302671221,7,0
110302671226,7,0
110302673422,10,19
110302673820,0,0
110302773125,0,5
110302873123,8,3
110303171020,2,0
110303173125,1,0
110303373726,6,3
110303416326,0,0
110303671526,6,6
110303871222,3,0
110304173527,0,0
110304373423,8,6
110304471228,10,0
110304571024,6,0
110304573125,10,8
110304673224,0,0
110304773822,2,8
110304903923,0,0
110304916121,6,0
110305071528,1,0
110305073425,9,0
110305173023,3,0
110305373623,3,0
110305473327,4,0
110305573421,0,0
110305573627,1,0
110305573723,0,0
110305671526,0,0
110305871220,0,8
110305873629,1,0
110305873827,3,0
110306171223,0,0
110306173322,0,0
110306273421,0,0
110306373528,0,2
110306571026,10,17
110306573722,10,5
110306773420,3,0
110306773927,2,0
110306971027,10,0
110306973125,4,0
110307073025,9,5
110307073326,0,0
110307073724,5,0
110307173426,7,0
110307271520,3,2
110307273322,0,0
110307371527,4,2
110307373526,0,0
110307373527,0,0
110307673820,0,0
110307773722,2,4
110307973326,0,0
110308071226,9,0
110308073728,10,3
110308273125,2,3
110308273127,5,0
110308473129,0,0
110308473628,4,0
110308673624,0,0
110308871022,8,0
110308973528,0,0
110309016326,3,5
110309073520,4,6
110309073723,9,0
110309171229,10,5
110309173321,2,0
110309273623,0,0
110309273923,3,3
110309273925,5,0
110309373528,6,7
110309473222,10,0
110309871221,6,6
110309873122,3,6
110309973721,0,0
110320071227,0,0
110320173122,3,0
110320173224,3,0
110320173429,0,3
110320173627,2,0
110320271026,5,0
110320271029,10,12
110320273425,3,0
110320416121,5,6
110320416327,1,0
110320416427,0,0
110320473324,5,0
110320671024,2,5
110320673120,0,0
110320673423,6,0
110320716123,1,2
110320716426,0,0
110320873926,8,3
110321071020,3,0
110321371529,0,0
110321571520,9,2
110321573127,2,0
110321671520,9,0
110321973424,4,4
110322171525,5,3
110322273720,0,0
110322471228,10,4
110322471520,0,0
110322673721,0,0
110322971023,1,2
110322973823,0,0
110323071221,10,0
110323173324,0,0
110323173729,3,0
110323273723,4,2
110323273827,0,3
110323473326,5,0
110323571022,0,0
110323673824,10,0
110323771523,0,0
110323871524,6,4
110323971527,3,0
110324071524,5,0
110324073329,2,0
110324273828,0,0
110324373124,10,0
110324373822,6,0
110324573424,4,0
110325271227,4,5
110325273420,5,2
110325373321,4,0
110325373820,0,0
110325473827,10,5
110325573120,2,0
110325671024,4,3
110325671028,5,0
110325671223,0,0
110325771221,7,7
110325773723,0,0
110325873728,1,0
110326071023,0,0
110326073627,5,0
110326073823,10,0
110326116127,0,0
110326173120,0,3
110326771529,7,0
110326773127,4,0
110326773324,4,0
110326773525,0,0
110326773527,3,10
110326873126,0,0
110326873422,0,4
110326873722,4,3
110326971023,10,0
110326973724,0,0
110326973828,0,2
110328071224,3,0
110328073829,0,0
110328116627,0,8
110328116923,3,7
110328171027,10,0
110328171525,0,7
110328173923,10,0
110328273327,6,0
110328273725,0,0
110328373327,5,0
110328373821,3,0
110328373923,10,9
110328573124,3,0
110328673326,3,0
110328673424,0,0
110328773329,4,0
110328773726,10,5
110328773822,0,3
110328810222,8,8
110328812424,0,0
110328812820,4,4
110328873629,5,0
110328916926,1,0
110328973520,10,5
110329071522,7,0
110329073128,9,0
110329171027,0,0
110329371025,10,2
110329373726,0,0
110329473122,3,0
110329673722,4,10
110329673727,7,0
110329871028,0,0
110329873329,8,0
110329873720,9,0
110329971520,0,0
110329973320,0,0
110329973727,8,2
110340016022,7,0
110340016026,10,5
110340016427,0,21
110340016728,10,3
110340073626,0,0
110340173127,4,0
110340173822,2,3
110340173824,6,2
110340173826,4,0
110340216824,0,0
110340271021,1,0
110340273122,10,0
110340273124,0,0
110340273125,6,3
110340273329,3,0
110340273529,2,0
110340273622,0,0
110340273924,0,0
110340373822,0,0
110340473021,8,0
110340473026,10,0
110340671023,0,0
110340771520,0,0
110340871024,9,5
110340971026,0,3
110340973124,2,0
110340973127,6,6
110340973423,0,0
110341071523,4,5
110341271226,1,0
110341273329,10,2
110341273723,0,0
110341471522,0,2
110341671222,0,0
110342771527,3,0
110342971025,4,0
110343171524,0,7
110343173128,0,0
110343271022,5,0
110343271025,2,0
110343271224,1,0
110343671529,3,8
110343871224,0,0
110344073321,0,0
110344371529,7,0
110344473127,0,0
110344473426,2,9
110344771224,4,0
110344773120,5,6
110344773423,5,0
110344871529,4,6
110345073128,0,0
110345273326,0,6
110345471023,8,0
110345473124,0,3
110345473428,0,0
110345571529,3,0
110346173324,0,0
110346273123,5,0
110346771225,3,0
110346771228,4,0
110346873720,0,0
110346873722,7,3
110346873727,3,0
110346873825,4,0
110346971527,0,0
110346973321,8,6
110346973822,0,0
110346973828,3,0
110347071228,1,0
110347071525,10,0
110347271023,0,0
110347373120,0,0
110347373424,0,0
110347373426,0,0
110347373721,0,0
110347471027,0,0
110347473120,0,3
110347473324,0,0
110347473728,0,0
110347573121,3,0
110347573320,3,3
110347673129,0,0
110347773120,4,4
110347773922,6,0
110347873425,0,0
110347873823,4,6
110347873924,0,0
110348071221,0,5
110348171026,1,4
110348173322,0,0
110348473128,10,0
110348473322,0,0
110348473325,3,3
110348673723,6,6
110348973325,10,5
110348973721,0,8
110349073422,0,3
110349171022,5,4
110349173326,0,4
110349271527,0,0
110349773122,10,0
110349773328,0,0
110380071026,6,0
110380171023,3,6
110380671528,3,5
110380771525,4,0
110380871221,2,0
110380971520,2,0
110383073722,0,0
110383173724,0,0
110383173828,0,0
110383271520,0,0
110383373328,4,0
110383373424,0,0
110383573425,0,3
110383573622,5,4
110383573823,1,0
110383871522,2,0
110384171020,0,0
110384471221,4,5
110384571027,0,5
110384571220,7,0
110384873423,0,0
110385073328,4,4
110385073729,3,0
110385116121,0,4
110385271521,2,0
110385271526,5,0
110385273321,0,0
110385273426,10,17
110385273528,2,0
110385273923,3,0
110385310522,2,0
110385310825,0,0
110385311621,0,0
110385311823,0,6
110385311826,10,0
110385312427,0,0
110385312526,6,4
110385312721,0,0
110385313228,0,6
110385314224,1,0
110385314225,7,0
110385315120,1,0
110385315725,3,0
110385315826,2,0
110385315920,10,0
110385316128,9,0
110385316420,0,0
110385316526,5,4
110385316529,1,0
110385316628,0,9
110385316820,3,0
110385316927,10,4
110385317428,4,0
110385317825,0,7
110385318125,0,0
110385319622,0,3
110385319720,3,0
110385319828,0,0
110385360825,0,0
110385366121,10,0
110385366227,10,3
110385366327,1,0
110385366421,0,0
110385366928,5,7
110385373027,0,9
110385373227,0,0
110385373328,3,0
110385373429,3,0
110385373526,4,5
110385373821,9,2
110385373829,3,0
