userid,user_purchase_orderType01_times
110108716227,1
110108716726,1
110108718268,1
110108718560,2
110108718666,1
110108718764,1
110108733865,1
110108735460,4
110108771027,1
110108771221,1
110108773125,1
110108814163,2
110108816726,1
110108818465,1
110108818860,1
110108873921,1
110108910465,1
110108914867,1
110108916423,1
110108918560,3
110108935161,3
110108973825,1
110109012424,1
110109018763,5
110109035167,1
110109071523,1
110109073624,3
110109073724,1
110109073728,11
110109073825,1
110109073929,1
110109112122,1
110109112927,1
110109116627,1
110109116928,1
110109117724,1
110109117826,1
110109135163,1
110109135660,3
110109173429,1
110109173524,1
110109218960,1
110109235363,1
110109273423,3
110109312020,1
110109314261,3
110109314569,2
110109314969,2
110109318762,2
110109333061,2
110109335668,2
110109371223,1
110109373622,3
110109373823,3
110109373922,1
110109412027,1
110109416120,4
110109416122,1
110109418063,1
110109418068,2
110109418366,3
110109418667,4
110109418760,1
110109433767,5
110109435268,1
110109435962,1
110109473521,2
110109473627,1
110109510726,1
110109512126,2
110109512221,1
110109512628,2
110109512920,1
110109516721,1
110109518765,3
110109535361,1
110109571225,1
110109612327,1
110109612627,1
110109616122,1
110109618069,1
110109618166,1
110109618367,2
110109618469,1
110109618664,4
110109618764,1
110109618966,1
110109633766,1
110109635965,4
110109710123,3
110109710124,3
110109712324,3
110109716823,3
110109718160,1
110109735164,1
110109771226,1
110109810128,1
110109810822,1
110109812021,1
110109812924,2
110109816027,2
110109816127,1
110109816928,1
110109817128,5
110109817720,1
110109818961,1
110109818967,3
110109873021,1
110109910224,6
110109910720,2
110109912923,1
110109916129,3
110109916925,2
110109918568,2
110109918966,1
110109935165,1
110109973128,1
110120010962,1
110120011361,3
110120011669,1
110120014269,1
110120014363,1
110120014666,1
110120014768,1
110120014965,1
110120014969,1
110120018167,2
110120018460,1
110120018965,1
110120035065,1
110120035369,2
110120114162,2
110120114164,1
110120118067,1
110120118465,1
110120118568,2
110120135362,2
110120135865,2
110120210463,1
110120214260,1
110120214968,2
110120216466,7
110120216860,1
110120218765,1
110120219560,2
110120235163,1
110120318462,1
110120333760,3
110120333762,6
110120333763,1
110120333768,1
110120335564,1
110120414164,1
110120418164,1
110120418261,7
110120433764,5
110120433869,3
110120514968,2
110120518667,1
110120518962,1
110120533762,1
110120533860,1
110120533864,1
110120535068,1
110120535163,1
110120535861,3
110120614068,1
110120614069,1
110120614668,1
110120614764,2
110120618162,1
110120618461,1
110120618567,1
110120618662,2
110120633063,1
110120635062,2
110120635263,1
110120635365,1
110120714262,1
110120714469,2
110120718568,1
110120718569,1
110120733868,1
110120735561,1
110120735568,2
110120814267,1
110120814368,1
110120814461,1
110120818261,4
110120818763,2
110120818961,1
110120835960,1
110120914462,1
110120914467,1
110120914563,1
110120918063,2
110120918461,1
110120918567,2
110120933769,1
110121035460,3
110121073227,1
110121073423,2
110121333760,3
110121333766,1
110121335567,1
110121373121,2
110121435664,1
110121473126,1
110121473928,1
110121573429,1
110121616324,3
110121833068,1
110121833765,2
110121835561,1
110121873421,1
110121973521,3
110122016326,1
110122016328,4
110122018267,3
110122035866,1
110122035967,2
110122035969,2
110122073225,1
110122073827,1
110122118467,2
110122133067,1
110122133760,3
110122173323,1
110122316320,1
110122316427,1
110122318261,2
110122333765,2
110122335567,2
110122373929,1
110122471226,1
110122471529,1
110122473024,4
110122473926,2
110122533761,2
110122673028,3
110122716427,1
110122718162,1
110122718362,1
110122733068,3
110122733760,1
110122735561,2
110122735661,1
110122735760,1
110122773429,1
110122773722,8
110122773825,1
110122835565,3
110122873028,1
110122918262,1
110123035461,4
110123133766,3
110123135464,4
110123135467,5
110123333867,1
110123435263,1
110123535164,1
110123535462,3
110123633764,1
110123673721,2
110123735168,2
110123773024,1
110123773027,1
110123833762,1
110123835969,2
110123933865,1
110123933866,1
110124073122,1
110124135460,7
110124173125,1
110124273422,1
110124273523,1
110124335169,6
110124435162,1
110124535363,1
110124573327,1
110124633868,2
110124673128,1
110124733066,2
110124735466,4
110124773325,2
110124833069,4
110124871222,1
110124933762,2
110124935967,1
110124971220,1
110125016029,1
110125118266,1
110125133862,1
110125135061,2
110125135363,3
110125135569,2
110125316329,1
110125333068,2
110125433061,1
110125435369,1
110125473420,2
110125535063,6
110125535460,3
110125535867,1
110125635565,1
110125635963,6
110125673624,1
110125718160,2
110125835461,2
110125835669,1
110125933063,1
110125935168,2
110125935562,3
110125935866,1
110126035560,2
110126135761,1
110126135765,1
110126235369,1
110126333764,1
110126435566,1
110126435761,2
110126535064,1
110126635161,3
110126635266,1
110126635464,2
110126735961,2
110126735964,2
110127033065,1
110127033767,1
110127035169,1
110127135964,1
110127235468,1
110127735162,3
110127835261,2
110127933863,14
110128035268,2
110128133767,1
110128135263,6
110128135463,4
110128333067,1
110128335465,13
110128433064,1
110128435362,1
110128435368,4
110128535360,1
110129235360,1
110129335361,5
110129373928,1
110129435664,1
110129435964,4
110129571225,8
110129616427,2
110129635962,5
110129673122,1
110129673423,5
110129716122,1
110129835560,1
110129835565,3
110129873728,1
110129935262,1
110140016328,1
110140073123,5
110140073720,10
110140073922,1
110140173027,1
110140173120,2
110140173228,1
110140173522,3
110140173621,3
110140173820,1
110140273024,2
110140273227,4
110140371226,1
110140373325,2
110140373522,2
110140516329,1
110140516622,5
110140573423,1
110140716427,1
110140773729,2
110140871226,2
110140873128,1
110140873727,1
110140873922,1
110140916327,5
110140916422,1
110140973128,1
110140973528,1
110141171525,3
110141173126,4
110141273620,1
110141373128,1
110141473828,1
110141573725,2
110141771524,1
110141773321,2
110141773929,3
110141873426,15
110141971029,5
110141973827,2
110142273129,1
110142273922,1
110142371223,1
110142473428,5
110142571220,3
110142573121,1
110142573125,1
110142671028,1
110142871227,2
110142873725,4
110142973128,1
110142973320,1
110143171225,2
110143171527,1
110143173820,6
110143173825,3
110143271023,3
110143471529,1
110143573328,3
110143573726,2
110143671523,2
110143673126,1
110143673723,2
110143773828,1
110143873327,5
110143973128,2
110144073729,1
110144273423,1
110144473820,3
110144571528,2
110144573320,1
110144771520,1
110144871522,1
110145073726,2
110145171520,2
110145171523,1
110145173925,1
110145273626,1
110145273825,2
110145273921,1
110145371229,1
110145371527,1
110145373727,1
110145373920,1
110145571524,1
110145573925,1
110145673427,1
110145673728,3
110145773120,2
110145971222,6
110145971226,1
110145971520,1
110145973123,1
110146071029,1
110146073329,1
110146073827,2
110146371521,2
110146473724,2
110146771220,2
110146816121,4
110146971528,2
110146973827,2
110147012128,1
110147012220,1
110147012420,1
110147012529,1
110147014320,1
110147014329,1
110147015125,1
110147016220,1
110147016421,1
110147018027,1
110147018427,1
110147071526,1
110147073727,3
110147073924,1
110147112720,2
110147116426,1
110147116822,3
110147171225,1
110147173328,1
110147210324,4
110147210822,1
110147212421,1
110147212523,1
110147212729,1
110147212925,2
110147214021,1
110147214029,2
110147214427,1
110147215921,1
110147216221,1
110147216720,2
110147216926,1
110147217120,2
110147217224,2
110147217729,1
110147271220,1
110147271227,1
110147271229,1
110147273922,1
110147316324,1
110147371228,2
110147371525,1
110147373428,4
110147373526,1
110147412329,1
110147412620,1
110147416728,1
110147512322,1
110147512426,2
110147512428,1
110147512829,1
110147512921,2
110147516527,3
110147516529,3
110147516625,1
110147516627,1
110147571229,1
110147573122,3
110147573321,1
110147573421,1
110147573927,1
110147610327,1
110147612424,9
110147612529,1
110147612820,6
110147616025,2
110147673028,1
110147673726,1
110147716325,2
110147771529,2
110147773929,1
110147812324,1
110147812327,1
110147812328,2
110147816022,3
110147816223,3
110147816625,2
110147873928,2
110147912823,1
110147916427,2
110148073826,1
110148173524,1
110148173629,1
110148173924,1
110148216125,1
110148271027,3
110148273022,1
110148371024,1
110148371224,1
110148373227,1
110148373825,1
110148473220,1
110148473626,1
110148573628,3
110148616322,1
110148673123,3
110148673522,1
110148673727,1
110148773529,3
110148871021,2
110148873026,1
110148873621,1
110148973326,1
110148973826,1
110149071025,1
110149071527,2
110149171222,5
110149273325,1
110149671522,1
110149671528,4
110149771227,2
110149773328,1
110149971528,1
110160033063,1
110160235460,3
110160235469,1
110160335469,1
110160435266,1
110160533068,3
110160635260,1
110160635267,1
110160733064,1
110160733869,1
110160735466,2
110160833861,3
110160833863,2
110160835869,1
110160935466,1
110162035967,2
110162133766,2
110162135261,3
110162135366,2
110162135462,2
110162333763,1
110162335164,4
110162433861,1
110162435161,2
110162435268,2
110162635460,1
110162835263,5
110162933766,1
110164118363,1
110164118966,2
110164135762,1
110164233762,1
110164435861,2
110164435868,1
110164533866,1
110164535462,1
110164535561,2
110164635968,1
110164833063,1
110165033762,3
110165033860,5
110165233869,2
110165333061,6
110165333865,2
110165635463,18
110165635469,2
110165635569,1
110165733868,2
110165735968,1
110165735969,2
110165933069,1
110166033862,1
110166135467,1
110166335468,1
110166633768,1
110166633863,2
110166635160,1
110166635464,1
110166835569,1
110166933865,2
110166935465,1
110167035166,4
110167035360,18
110167035768,9
110167118169,5
110167135464,1
110167235362,1
110167335168,3
110167435261,6
110167535262,1
110167535864,5
110167633067,1
110167633862,1
110167735160,4
110167933061,1
110167935267,1
110168135466,1
110168318268,1
110168318567,1
110168335161,1
110168335268,1
110168335466,1
110168335563,1
110168418162,1
110168433763,5
110168435560,3
110168435566,2
110168535461,8
110168535862,2
110168735364,1
110168735462,3
110168835567,1
110168933065,4
110168935267,1
110168935360,1
110168935668,1
110169035061,2
110169035461,1
110169035868,2
110169133867,1
110169233060,2
110169235560,1
110169235868,5
110169433063,3
110169433869,1
110169435268,5
110169435661,3
110169435869,1
110169535466,3
110169535561,1
110169535565,1
110169633064,1
110169633069,1
110169633761,1
110169635266,3
110169733067,1
110169733860,2
110169735369,1
110169835660,2
110169935366,6
110169935461,11
110171018260,1
110171035462,1
110171135167,2
110171235166,1
110171635066,5
110171635068,2
110171635765,1
110171835161,2
110171835360,1
110171935164,1
110171935261,1
110173035060,1
110173118268,1
110173133867,1
110173135365,2
110173218467,1
110173235969,1
110173318960,1
110173435263,1
110173535767,1
110173633068,1
110173733762,1
110173735067,1
110173735169,1
110173735467,3
110174033066,3
110174035262,1
110174133069,1
110174133865,2
110174135160,1
110174235963,1
110174333760,1
110174335467,3
110174335469,1
110174335665,1
110174433068,1
110174535366,2
110174833861,1
110174833864,2
110174935768,1
110177035265,1
110177135061,2
110177135765,1
110177235566,5
110177335360,2
110177335963,2
110177433764,1
110177433861,3
110177533764,1
110177635664,1
110177835864,2
110178033067,1
110178035066,1
110178035869,1
110178135668,2
110178633768,1
110178718161,2
110178718864,1
110178735862,1
110178833064,1
110178835361,1
110178835868,2
110179635461,4
110179635467,1
110179835969,2
110179935267,1
110180071022,2
110180073424,1
110180171521,2
110180271224,2
110180273321,1
110180373120,3
110180373829,1
110180771529,1
110180871224,1
110183016926,1
110183073020,2
110183073620,1
110183173129,2
110183216120,1
110183273721,5
110183371022,1
110183571524,2
110183616320,4
110183716720,2
110183773426,4
110183873128,1
110184171529,1
110184473327,2
110184473720,6
110184573127,1
110184573822,2
110184673428,1
110184873827,1
110184973121,1
110184973225,1
110185171225,1
110185271520,1
110185371020,1
110185373321,1
110185473322,7
110185473822,1
110185773324,1
110185773523,3
110185871026,1
110185873425,1
110185971529,1
110185973125,3
110185973428,1
110186071026,1
110186071529,2
110186073129,1
110186171521,3
110186173123,4
110186173726,2
110186273125,2
110186273722,3
110186373126,1
110186373621,1
110186373829,4
110186373920,1
110186573428,3
110186671526,1
110186771227,4
110186973120,1
110186973926,1
110187171522,4
110187373127,1
110187471221,10
110187473629,2
110187473925,1
110187571029,1
110187671523,1
110187671527,3
110187673522,1
110187673629,3
110187773421,3
110187773720,2
110187871227,1
110187873225,3
110187873320,1
110187873421,6
110187873522,1
110187873927,1
110187973127,1
110187973724,3
110188071528,2
110188171023,1
110188273821,1
110188273828,1
110188371026,4
110188471027,6
110188471524,2
110188473823,1
110188573425,1
110188671225,1
110188673126,1
110188771224,3
110188973124,3
110189073723,4
110189173323,1
110189273224,3
110189373725,1
110189373829,3
110189471529,2
110189573529,1
110189573720,3
110189671020,1
110189671025,2
110189673122,2
110189673422,1
110189816120,2
110189871523,1
110189973127,3
110300071225,2
110300073821,2
110300273421,7
110300571022,2
110300673721,1
110300973720,1
110300973823,1
110300973925,2
110301110821,1
110301116925,1
110301173326,3
110301271525,1
110301371222,1
110301373820,1
110301571520,2
110301573127,9
110301573422,4
110301771223,1
110301771224,13
110301773120,4
110301773123,1
110301816028,2
110301971227,1
110301973429,1
110302371522,1
110302573128,1
110302573722,4
110302673422,1
110302773125,3
110302873123,2
110302873124,1
110303171020,1
110303173021,3
110303173423,1
110303273927,5
110303373225,3
110303473827,2
110303671526,1
110304073420,1
110304173627,1
110304373423,1
110304473122,1
110304673526,1
110304773022,1
110304916121,3
110305071028,1
110305573421,1
110305771527,1
110305773523,1
110305873629,2
110306173322,1
110306373528,1
110306671021,2
110306773420,1
110306971027,1
110306973125,1
110307073326,1
110307073724,4
110307271520,2
110307373227,1
110307373526,3
110307673820,1
110307973326,1
110308071226,1
110308073726,1
110308273125,4
110308373720,1
110308473129,1
110308473628,2
110308573320,1
110308573829,1
110308971528,1
110308973528,1
110308973825,2
110309016122,1
110309016326,1
110309071221,4
110309171229,3
110309173828,2
110309273623,4
110309773421,1
110309873122,2
110309973226,1
110309973423,1
110309973522,1
110320071226,1
110320173224,1
110320173627,1
110320271029,3
110320416327,3
110320773225,1
110321071020,1
110322171525,2
110322471520,4
110322871521,1
110322973123,1
110322973823,1
110323073726,4
110323173324,2
110323273125,1
110323273723,2
110323473128,1
110323573823,2
110323871524,1
110324373425,1
110324573424,2
110324871023,1
110325373321,2
110325373820,1
110325473725,5
110325473827,6
110325773723,1
110325873728,1
110326071020,2
110326171026,1
110326271229,1
110326273320,3
110326412622,1
110326571529,1
110326671526,2
110326673123,1
110326771024,1
110326771529,4
110326773527,2
110326873422,1
110326873722,2
110326973828,2
110328073924,1
110328116627,1
110328173120,1
110328373923,6
110328673326,2
110328673424,1
110328673927,1
110328773726,2
110328810222,2
110328812820,1
110328873629,4
110329071528,1
110329171027,1
110329371025,2
110329673722,2
110329873720,2
110329973727,3
110340012822,1
110340016428,1
110340016720,1
110340073620,1
110340171025,1
110340173824,1
110340173826,3
110340373822,4
110340671023,5
110340973127,2
110340973423,14
110341271220,2
110341471522,2
110342373124,1
110342571528,2
110342573125,2
110342671225,2
110343271025,3
110343471220,1
110343871224,2
110344071022,1
110344371021,1
110344371529,15
110344473426,1
110344771224,1
110344871529,1
110344973122,1
110345073329,1
110345471023,1
110345571023,2
110346173324,2
110346273123,2
110346771225,1
110346771228,1
110346873825,4
110346973321,8
110346973822,2
110347071525,1
110347173623,2
110347471027,3
110347473726,2
110347573422,1
110347671027,1
110347773120,1
110347873721,2
110347873823,1
110348071220,1
110348071221,3
110348273121,1
110348471229,4
110348473122,1
110348473128,2
110348473325,1
110348573824,1
110348873125,2
110348973721,6
110349171524,1
110349573726,1
110349773122,4
110349773328,4
110380171023,1
110380671528,1
110380871221,3
110380971520,3
110383173724,3
110383271520,9
110383373328,4
110383373424,1
110384171020,2
110384471221,1
110384873423,4
110385073328,1
110385116121,2
110385273321,5
110385273528,1
110385273720,1
110385273728,1
110385273923,2
110385314224,1
110385315120,2
110385315826,3
110385316927,1
110385317428,2
110385319622,1
110385366421,2
110385373027,1
110385373429,2
110385571026,2
110385873326,1
110385873920,2
110386071024,4
110386173822,1
110386273326,1
110386273728,1
110386471229,6
110386673725,2
110386873121,1
110386971026,1
110386973322,1
110387271024,2
110387671225,8
110387771022,5
110387871529,2
110387971529,1
110388273120,3
110388573329,8
110388871225,5
110388873320,3
110388973127,1
110389271528,3
110700233064,12
110700235266,5
110700333066,1
110700335168,1
110700335466,4
110700335869,1
110700335966,1
110700433862,2
110700435066,3
110700435068,1
110700435166,5
110700518460,5
110700535669,16
110700835165,3
110700835266,2
110701035160,3
110701118968,3
110701133067,3
110701233067,1
110701333866,3
110701335466,1
110701410262,1
110701412166,1
110701412563,2
110701412865,3
110701418669,3
110701735663,1
110701835260,1
110701835667,4
110702033069,1
110702035163,1
110702135362,4
110702435964,3
110702535168,1
110702635161,2
110702735864,3
110702835064,5
110702835463,1
110703035165,2
110703335263,8
110703733064,2
110703733867,2
110703735260,2
110704035460,3
110704335363,1
110704435664,1
110704435963,1
110704535960,1
110704735669,2
110704835163,1
110704835366,3
110705033862,1
110705035962,3
110705135667,1
110705235162,1
110705235963,1
110705435263,1
110705435467,1
110705535261,1
110705535264,1
110705933062,1
110706035560,1
110706335962,2
110706433062,1
110706435969,2
110706633763,1
110706635163,2
110706635564,4
110706635666,1
110706835260,9
110706835965,3
110707018160,2
110707035269,3
110707135969,1
110707235361,5
110707335463,2
110707418260,4
110707418266,1
110707435565,5
110707718262,1
110707733866,1
110707735162,1
110707835560,1
110707933765,1
110708033769,3
110708133767,5
110708135168,1
110708235569,1
110708518262,1
110708535464,8
110708633863,2
110708735262,2
110708835569,3
110709135266,1
110709135964,2
110709235363,1
110709433860,7
110709435069,2
110709435569,1
110709533865,2
110709635660,3
110709735263,1
110720333862,1
