userid,type1_rate,type0_rate
100000015145,0.8518518518518519,0.14814814814814814
100000015153,0.7857142857142857,0.21428571428571427
100000015213,0.88,0.12
100000015223,0.84,0.16
100000015275,0.88,0.12
100000015433,0.875,0.125
100000015475,0.9629629629629629,0.037037037037037035
100000015747,0.9130434782608695,0.08695652173913043
100000015791,0.8518518518518519,0.14814814814814814
100000015969,0.0,1.0
100000016009,0.8518518518518519,0.14814814814814814
100000016197,0.8518518518518519,0.14814814814814814
100000016219,0.8461538461538461,0.15384615384615385
100000016265,0.0,1.0
100000016341,0.92,0.08
100000016351,0.9583333333333334,0.041666666666666664
100000016391,0.8518518518518519,0.14814814814814814
100000016831,0.92,0.08
100000016845,0.88,0.12
100000016861,0.8636363636363636,0.13636363636363635
100000016987,0.8518518518518519,0.14814814814814814
100000017177,0.9047619047619048,0.09523809523809523
100000017277,0.76,0.24
100000017281,0.9047619047619048,0.09523809523809523
100000017345,0.8461538461538461,0.15384615384615385
100000017367,0.875,0.125
100000017465,0.21739130434782608,0.782608695652174
100000017469,0.875,0.125
100000017505,0.8461538461538461,0.15384615384615385
100000017691,0.875,0.125
100000017693,0.8518518518518519,0.14814814814814814
100000017965,0.9615384615384616,0.038461538461538464
100000018097,0.9130434782608695,0.08695652173913043
100000018117,0.8518518518518519,0.14814814814814814
100000018123,0.9629629629629629,0.037037037037037035
100000018259,0.84,0.16
100000018413,0.4230769230769231,0.5769230769230769
100000018417,0.88,0.12
100000018629,0.46153846153846156,0.5384615384615384
100000018905,0.46153846153846156,0.5384615384615384
100000018941,0.8461538461538461,0.15384615384615385
100000018979,0.7777777777777778,0.2222222222222222
100000019251,0.84,0.16
100000019375,0.8518518518518519,0.14814814814814814
100000019379,0.8518518518518519,0.14814814814814814
100000019487,0.0,1.0
100000019489,0.9130434782608695,0.08695652173913043
100000019507,0.84,0.16
100000019641,1.0,0.0
100000019697,0.8518518518518519,0.14814814814814814
100000019829,0.8518518518518519,0.14814814814814814
100000019999,0.88,0.12
100000020007,1.0,0.0
100000020017,0.8518518518518519,0.14814814814814814
100000020019,1.0,0.0
100000020061,0.8888888888888888,0.1111111111111111
100000020213,0.9615384615384616,0.038461538461538464
100000020277,0.84,0.16
100000020301,0.9047619047619048,0.09523809523809523
100000020393,0.7692307692307693,0.23076923076923078
100000020459,0.8148148148148148,0.18518518518518517
100000020665,0.8518518518518519,0.14814814814814814
100000020745,0.8518518518518519,0.14814814814814814
100000020809,0.88,0.12
100000020811,0.95,0.05
100000020907,0.8518518518518519,0.14814814814814814
100000020921,0.8461538461538461,0.15384615384615385
100000020931,0.8518518518518519,0.14814814814814814
100000020995,0.46153846153846156,0.5384615384615384
100000021111,0.7777777777777778,0.2222222222222222
100000021175,0.8518518518518519,0.14814814814814814
100000021395,0.9130434782608695,0.08695652173913043
100000021427,0.84,0.16
100000021453,1.0,0.0
100000021457,0.8461538461538461,0.15384615384615385
100000021553,0.0,1.0
100000021649,0.8518518518518519,0.14814814814814814
100000021659,0.8518518518518519,0.14814814814814814
100000021759,0.84,0.16
100000021783,0.8076923076923077,0.19230769230769232
100000021809,0.46153846153846156,0.5384615384615384
100000021873,0.8518518518518519,0.14814814814814814
100000022129,0.0,1.0
100000022335,0.76,0.24
100000022357,0.8076923076923077,0.19230769230769232
100000022389,0.6086956521739131,0.391304347826087
100000022417,0.9473684210526315,0.05263157894736842
100000022481,0.84,0.16
100000022499,0.14285714285714285,0.8571428571428571
100000022571,0.7777777777777778,0.2222222222222222
100000022651,0.9615384615384616,0.038461538461538464
100000022677,0.9565217391304348,0.043478260869565216
100000022761,0.84,0.16
100000022773,0.8518518518518519,0.14814814814814814
100000022801,0.0,1.0
100000022841,0.88,0.12
100000022931,0.92,0.08
100000022963,0.8846153846153846,0.11538461538461539
100000023051,0.9565217391304348,0.043478260869565216
100000023443,0.8518518518518519,0.14814814814814814
100000023563,0.4230769230769231,0.5769230769230769
100000023659,0.5652173913043478,0.43478260869565216
100000023915,0.88,0.12
110020371225,1.0,0.0
110020471524,0.8518518518518519,0.14814814814814814
110020473123,1.0,0.0
110020671528,0.8076923076923077,0.19230769230769232
110020673328,0.9047619047619048,0.09523809523809523
110020771524,0.7857142857142857,0.21428571428571427
110020773124,0.9047619047619048,0.09523809523809523
110100014168,0.8076923076923077,0.19230769230769232
110100014369,0.7777777777777778,0.2222222222222222
110100014466,0.9615384615384616,0.038461538461538464
110100014563,0.5652173913043478,0.43478260869565216
110100016128,0.8461538461538461,0.15384615384615385
110100016324,0.6956521739130435,0.30434782608695654
110100016628,0.8518518518518519,0.14814814814814814
110100016726,0.0,1.0
110100016828,0.5769230769230769,0.4230769230769231
110100016928,0.46153846153846156,0.5384615384615384
110100018268,0.8076923076923077,0.19230769230769232
110100018468,0.75,0.25
110100018567,0.5652173913043478,0.43478260869565216
110100018764,0.9615384615384616,0.038461538461538464
110100033067,0.76,0.24
110100033863,0.8695652173913043,0.13043478260869565
110100035569,0.8695652173913043,0.13043478260869565
110100035669,0.8,0.2
110100071228,0.8076923076923077,0.19230769230769232
110100073229,0.9259259259259259,0.07407407407407407
110100073827,0.5769230769230769,0.4230769230769231
110100116024,0.4230769230769231,0.5769230769230769
110100116027,0.8518518518518519,0.14814814814814814
110100116423,0.0,1.0
110100116425,0.84,0.16
110100116429,0.9545454545454546,0.045454545454545456
110100116920,0.8518518518518519,0.14814814814814814
110100118262,0.84,0.16
110100118265,0.4230769230769231,0.5769230769230769
110100118669,0.7777777777777778,0.2222222222222222
110100133065,0.9615384615384616,0.038461538461538464
110100135162,0.7916666666666666,0.20833333333333334
110100135163,0.8518518518518519,0.14814814814814814
110100135560,0.782608695652174,0.21739130434782608
110100135562,0.8260869565217391,0.17391304347826086
110100135764,0.782608695652174,0.21739130434782608
110100135767,1.0,0.0
110100171021,0.875,0.125
110100171526,0.4230769230769231,0.5769230769230769
110100173725,0.875,0.125
110100214160,0.782608695652174,0.21739130434782608
110100214261,1.0,0.0
110100214263,1.0,0.0
110100214268,0.782608695652174,0.21739130434782608
110100214961,0.8076923076923077,0.19230769230769232
110100216329,0.9166666666666666,0.08333333333333333
110100218568,0.7777777777777778,0.2222222222222222
110100218569,0.9166666666666666,0.08333333333333333
110100218662,0.9166666666666666,0.08333333333333333
110100218869,0.4230769230769231,0.5769230769230769
110100218963,0.4166666666666667,0.5833333333333334
110100233064,0.46153846153846156,0.5384615384615384
110100233069,0.75,0.25
110100235564,0.8518518518518519,0.14814814814814814
110100273222,0.75,0.25
110100273229,0.76,0.24
110100273426,0.782608695652174,0.21739130434782608
110100273825,1.0,0.0
110100316225,0.5217391304347826,0.4782608695652174
110100316421,0.782608695652174,0.21739130434782608
110100316423,0.8518518518518519,0.14814814814814814
110100316824,0.7916666666666666,0.20833333333333334
110100316920,0.4230769230769231,0.5769230769230769
110100318867,0.8095238095238095,0.19047619047619047
110100333066,0.875,0.125
110100333868,0.7777777777777778,0.2222222222222222
110100335060,0.8076923076923077,0.19230769230769232
110100335161,0.9166666666666666,0.08333333333333333
110100335662,0.8260869565217391,0.17391304347826086
110100335665,0.6521739130434783,0.34782608695652173
110100335769,0.8260869565217391,0.17391304347826086
110100371225,0.8076923076923077,0.19230769230769232
110100373124,0.9130434782608695,0.08695652173913043
110100373323,0.9130434782608695,0.08695652173913043
110100373324,0.8214285714285714,0.17857142857142858
110100373526,0.8,0.2
110100412420,0.8076923076923077,0.19230769230769232
110100416123,0.4230769230769231,0.5769230769230769
110100416221,0.9130434782608695,0.08695652173913043
110100416425,0.88,0.12
110100418165,0.8076923076923077,0.19230769230769232
110100418369,1.0,0.0
110100433869,0.8076923076923077,0.19230769230769232
110100435160,0.8461538461538461,0.15384615384615385
110100435463,0.7857142857142857,0.21428571428571427
110100435467,0.8076923076923077,0.19230769230769232
110100435869,0.8,0.2
110100471025,0.9130434782608695,0.08695652173913043
110100471223,0.46153846153846156,0.5384615384615384
110100471225,0.5217391304347826,0.4782608695652174
110100473027,0.8571428571428571,0.14285714285714285
110100473524,0.7777777777777778,0.2222222222222222
110100473723,0.46153846153846156,0.5384615384615384
110100473728,0.8461538461538461,0.15384615384615385
110100512322,0.8076923076923077,0.19230769230769232
110100512326,0.8076923076923077,0.19230769230769232
110100512625,0.0,1.0
110100512728,0.9565217391304348,0.043478260869565216
110100514160,0.42105263157894735,0.5789473684210527
110100514164,0.7777777777777778,0.2222222222222222
110100514166,0.8076923076923077,0.19230769230769232
110100514169,0.9259259259259259,0.07407407407407407
110100516026,1.0,0.0
110100516222,0.8076923076923077,0.19230769230769232
110100516323,0.9565217391304348,0.043478260869565216
110100516524,0.9583333333333334,0.041666666666666664
110100516727,1.0,0.0
110100516923,0.8214285714285714,0.17857142857142858
110100516927,0.8148148148148148,0.18518518518518517
110100518068,0.8076923076923077,0.19230769230769232
110100518264,1.0,0.0
110100518265,0.9565217391304348,0.043478260869565216
110100518665,0.7777777777777778,0.2222222222222222
110100533768,0.4230769230769231,0.5769230769230769
110100535060,0.8518518518518519,0.14814814814814814
110100535669,0.92,0.08
110100535765,0.8695652173913043,0.13043478260869565
110100535968,0.8518518518518519,0.14814814814814814
110100571024,0.8518518518518519,0.14814814814814814
110100571025,0.46153846153846156,0.5384615384615384
110100573022,0.8,0.2
110100573428,0.8,0.2
110100573527,0.875,0.125
110100612321,0.782608695652174,0.21739130434782608
110100612826,0.9259259259259259,0.07407407407407407
110100614162,1.0,0.0
110100614260,0.7692307692307693,0.23076923076923078
110100614366,1.0,0.0
110100614963,0.5217391304347826,0.4782608695652174
110100616528,0.8518518518518519,0.14814814814814814
110100618264,1.0,0.0
110100618563,0.9259259259259259,0.07407407407407407
110100618567,0.9583333333333334,0.041666666666666664
110100618863,0.7777777777777778,0.2222222222222222
110100618866,0.8846153846153846,0.11538461538461539
110100633765,0.8518518518518519,0.14814814814814814
110100633862,0.76,0.24
110100635169,0.8214285714285714,0.17857142857142858
110100635261,1.0,0.0
110100635661,0.92,0.08
110100635662,0.96,0.04
110100635766,0.8095238095238095,0.19047619047619047
110100673722,0.9259259259259259,0.07407407407407407
110100712426,0.9259259259259259,0.07407407407407407
110100712727,1.0,0.0
110100712925,0.5652173913043478,0.43478260869565216
110100716423,0.8148148148148148,0.18518518518518517
110100718167,0.8148148148148148,0.18518518518518517
110100718261,0.8148148148148148,0.18518518518518517
110100718463,0.84,0.16
110100733761,0.8148148148148148,0.18518518518518517
110100733863,0.46153846153846156,0.5384615384615384
110100735067,0.8148148148148148,0.18518518518518517
110100735363,0.9259259259259259,0.07407407407407407
110100735566,0.7777777777777778,0.2222222222222222
110100735568,0.96,0.04
110100773026,0.7619047619047619,0.23809523809523808
110100773229,0.9166666666666666,0.08333333333333333
110100773324,0.9259259259259259,0.07407407407407407
110100816124,1.0,0.0
110100816221,0.8148148148148148,0.18518518518518517
110100816329,0.8695652173913043,0.13043478260869565
110100816527,0.8148148148148148,0.18518518518518517
110100816923,1.0,0.0
110100818061,0.9583333333333334,0.041666666666666664
110100818564,0.76,0.24
110100818565,0.0,1.0
110100818662,0.8148148148148148,0.18518518518518517
110100818965,0.92,0.08
110100833064,0.8148148148148148,0.18518518518518517
110100833863,0.8518518518518519,0.14814814814814814
110100833868,0.7692307692307693,0.23076923076923078
110100835563,0.9583333333333334,0.041666666666666664
110100835863,0.92,0.08
110100871523,0.46153846153846156,0.5384615384615384
110100873726,0.8695652173913043,0.13043478260869565
110100873822,0.8518518518518519,0.14814814814814814
110100873924,0.9259259259259259,0.07407407407407407
110100873925,0.5217391304347826,0.4782608695652174
110100873926,0.8636363636363636,0.13636363636363635
110100916925,0.9545454545454546,0.045454545454545456
110100933064,0.8695652173913043,0.13043478260869565
110100933861,0.8518518518518519,0.14814814814814814
110100935065,0.8518518518518519,0.14814814814814814
110100935160,0.4230769230769231,0.5769230769230769
110100935361,0.8148148148148148,0.18518518518518517
110100935364,0.8,0.2
110100935462,1.0,0.0
110100935665,0.9545454545454546,0.045454545454545456
110100935666,0.8148148148148148,0.18518518518518517
110100935964,0.8518518518518519,0.14814814814814814
110100935966,0.782608695652174,0.21739130434782608
110100971224,0.9166666666666666,0.08333333333333333
110100971227,0.46153846153846156,0.5384615384615384
110100973127,0.9565217391304348,0.043478260869565216
110100973223,0.8148148148148148,0.18518518518518517
110100973325,0.9629629629629629,0.037037037037037035
110100973623,1.0,0.0
110100973626,1.0,0.0
110100973722,0.46153846153846156,0.5384615384615384
110101012126,0.8518518518518519,0.14814814814814814
110101012127,0.46153846153846156,0.5384615384615384
110101012326,0.8518518518518519,0.14814814814814814
110101012724,0.8518518518518519,0.14814814814814814
110101012725,0.9047619047619048,0.09523809523809523
110101012729,0.8148148148148148,0.18518518518518517
110101014163,0.72,0.28
110101014169,0.8518518518518519,0.14814814814814814
110101014964,0.8518518518518519,0.14814814814814814
110101016424,0.9047619047619048,0.09523809523809523
110101016425,0.8518518518518519,0.14814814814814814
110101016528,0.92,0.08
110101016824,0.7777777777777778,0.2222222222222222
110101016826,0.8518518518518519,0.14814814814814814
110101018068,0.782608695652174,0.21739130434782608
110101018166,0.8518518518518519,0.14814814814814814
110101018266,0.8518518518518519,0.14814814814814814
110101018269,0.9047619047619048,0.09523809523809523
110101018565,0.875,0.125
110101018666,0.8518518518518519,0.14814814814814814
110101018760,0.8518518518518519,0.14814814814814814
110101018762,0.8518518518518519,0.14814814814814814
110101018767,0.88,0.12
110101018861,0.8518518518518519,0.14814814814814814
110101018862,0.9047619047619048,0.09523809523809523
110101018966,0.9545454545454546,0.045454545454545456
110101035168,0.8518518518518519,0.14814814814814814
110101035260,0.8518518518518519,0.14814814814814814
110101035367,0.8518518518518519,0.14814814814814814
110101071022,0.8148148148148148,0.18518518518518517
110101071523,0.8518518518518519,0.14814814814814814
110101073020,0.9047619047619048,0.09523809523809523
110101073023,0.8148148148148148,0.18518518518518517
110101073129,0.9047619047619048,0.09523809523809523
110101073221,0.9130434782608695,0.08695652173913043
110101073325,0.8518518518518519,0.14814814814814814
110101073528,0.8636363636363636,0.13636363636363635
110101073823,0.5769230769230769,0.4230769230769231
110101073825,0.8518518518518519,0.14814814814814814
110101073925,0.8214285714285714,0.17857142857142858
110101112421,0.8518518518518519,0.14814814814814814
110101112526,0.8518518518518519,0.14814814814814814
110101112925,0.9130434782608695,0.08695652173913043
110101114263,0.9545454545454546,0.045454545454545456
110101114268,0.76,0.24
110101114362,0.8518518518518519,0.14814814814814814
110101114365,0.875,0.125
110101114961,0.8518518518518519,0.14814814814814814
110101116023,0.9259259259259259,0.07407407407407407
110101116426,0.8518518518518519,0.14814814814814814
110101116626,0.8518518518518519,0.14814814814814814
110101118364,0.9130434782608695,0.08695652173913043
110101118462,0.8518518518518519,0.14814814814814814
110101118767,1.0,0.0
110101118860,0.7777777777777778,0.2222222222222222
110101133862,0.8148148148148148,0.18518518518518517
110101133863,0.8518518518518519,0.14814814814814814
110101135167,0.8518518518518519,0.14814814814814814
110101135461,0.9583333333333334,0.041666666666666664
110101135660,0.8148148148148148,0.18518518518518517
110101135762,0.5652173913043478,0.43478260869565216
110101135862,0.8518518518518519,0.14814814814814814
110101135965,0.8518518518518519,0.14814814814814814
110101173027,0.8148148148148148,0.18518518518518517
110101173122,0.8461538461538461,0.15384615384615385
110101173321,0.92,0.08
110101173324,0.92,0.08
110101173327,0.9565217391304348,0.043478260869565216
110101173728,0.92,0.08
110101173822,0.8518518518518519,0.14814814814814814
110101210025,0.96,0.04
110101210169,0.9166666666666666,0.08333333333333333
110101210260,1.0,0.0
110101210262,0.8518518518518519,0.14814814814814814
110101210461,1.0,0.0
110101210462,0.8518518518518519,0.14814814814814814
110101210469,0.8518518518518519,0.14814814814814814
110101210620,0.8518518518518519,0.14814814814814814
110101210621,0.8148148148148148,0.18518518518518517
110101210722,0.8518518518518519,0.14814814814814814
110101210926,0.8518518518518519,0.14814814814814814
110101210967,0.8518518518518519,0.14814814814814814
110101212129,0.5652173913043478,0.43478260869565216
110101212165,0.8518518518518519,0.14814814814814814
110101212225,0.5652173913043478,0.43478260869565216
110101212324,0.8518518518518519,0.14814814814814814
110101212327,0.8518518518518519,0.14814814814814814
110101212364,0.8518518518518519,0.14814814814814814
110101212423,0.8518518518518519,0.14814814814814814
110101212462,0.46153846153846156,0.5384615384615384
110101212561,0.8148148148148148,0.18518518518518517
110101212568,1.0,0.0
110101212760,0.8846153846153846,0.11538461538461539
110101212820,0.7916666666666666,0.20833333333333334
110101212921,0.9130434782608695,0.08695652173913043
110101212927,1.0,0.0
110101212928,0.8518518518518519,0.14814814814814814
110101212961,0.8461538461538461,0.15384615384615385
110101214060,0.8518518518518519,0.14814814814814814
110101214464,0.8518518518518519,0.14814814814814814
110101214466,0.9047619047619048,0.09523809523809523
110101214769,0.8260869565217391,0.17391304347826086
110101214861,0.9583333333333334,0.041666666666666664
110101215320,0.8148148148148148,0.18518518518518517
110101216027,0.8518518518518519,0.14814814814814814
110101216163,0.875,0.125
110101216425,0.9130434782608695,0.08695652173913043
110101216521,0.9259259259259259,0.07407407407407407
110101216522,0.8518518518518519,0.14814814814814814
110101216524,0.88,0.12
110101216529,0.8518518518518519,0.14814814814814814
110101216628,0.875,0.125
110101217229,0.9444444444444444,0.05555555555555555
110101217422,0.88,0.12
110101217621,0.92,0.08
110101217825,0.8518518518518519,0.14814814814814814
110101218660,0.8095238095238095,0.19047619047619047
110101218664,0.8518518518518519,0.14814814814814814
110101218668,0.8518518518518519,0.14814814814814814
110101218766,0.8148148148148148,0.18518518518518517
110101218863,0.8518518518518519,0.14814814814814814
110101233068,0.8518518518518519,0.14814814814814814
110101235060,0.8076923076923077,0.19230769230769232
110101235165,0.92,0.08
110101235269,0.8518518518518519,0.14814814814814814
110101235363,0.9130434782608695,0.08695652173913043
110101235662,0.8518518518518519,0.14814814814814814
110101235761,0.92,0.08
110101235962,0.8518518518518519,0.14814814814814814
110101235965,0.8518518518518519,0.14814814814814814
110101235966,0.9047619047619048,0.09523809523809523
110101271227,0.8518518518518519,0.14814814814814814
110101273028,1.0,0.0
110101273329,0.8518518518518519,0.14814814814814814
110101273429,0.8518518518518519,0.14814814814814814
110101273529,0.9523809523809523,0.047619047619047616
110101273620,0.76,0.24
110101273722,0.8518518518518519,0.14814814814814814
110101273922,0.9565217391304348,0.043478260869565216
110101312127,0.8518518518518519,0.14814814814814814
110101312427,0.7857142857142857,0.21428571428571427
110101312428,0.8148148148148148,0.18518518518518517
110101312724,0.84,0.16
110101312728,0.8518518518518519,0.14814814814814814
110101312828,0.9047619047619048,0.09523809523809523
110101314168,0.8518518518518519,0.14814814814814814
110101314366,0.8461538461538461,0.15384615384615385
110101314368,0.92,0.08
110101314469,0.88,0.12
110101314964,0.8518518518518519,0.14814814814814814
110101316220,0.8518518518518519,0.14814814814814814
110101316229,0.88,0.12
110101316423,0.8518518518518519,0.14814814814814814
110101316427,0.8148148148148148,0.18518518518518517
110101316627,0.8518518518518519,0.14814814814814814
110101316720,0.8148148148148148,0.18518518518518517
110101316729,0.8518518518518519,0.14814814814814814
110101316927,0.8518518518518519,0.14814814814814814
110101318160,0.8518518518518519,0.14814814814814814
110101318163,0.8518518518518519,0.14814814814814814
110101318266,0.8518518518518519,0.14814814814814814
110101318465,0.9545454545454546,0.045454545454545456
110101318665,0.8518518518518519,0.14814814814814814
110101333767,0.9130434782608695,0.08695652173913043
110101335266,0.8518518518518519,0.14814814814814814
110101335269,0.8518518518518519,0.14814814814814814
110101335362,0.88,0.12
110101335462,0.8518518518518519,0.14814814814814814
110101335667,0.8518518518518519,0.14814814814814814
110101335867,0.9130434782608695,0.08695652173913043
110101335968,0.8518518518518519,0.14814814814814814
