userid,Type1_last3_day,Type2_last3_day,Type3_last3_day,Type4_last3_day,Type5_last3_day,Type6_last3_day,Type7_last3_day,Type8_last3_day,Type9_last3_day
100000007533,4,0,0,0,4,1,0,0,0
100000007609,4,0,0,0,0,0,0,0,0
100000007639,4,0,0,0,2,1,0,0,0
100000007745,0,0,0,0,0,0,1,0,0
100000007753,3,0,0,0,10,1,0,0,0
100000007785,4,3,0,0,0,0,0,0,0
100000008119,6,0,0,0,1,1,0,0,0
100000008253,3,2,3,0,7,3,1,0,0
100000008425,7,5,34,1,25,13,2,0,0
100000008481,3,0,0,0,7,4,0,0,0
100000008483,2,0,0,0,7,4,0,0,0
100000008529,3,0,0,0,0,0,0,0,0
100000008565,3,0,0,0,0,0,0,0,0
100000008995,5,2,4,0,11,2,1,0,0
100000009017,2,2,0,0,3,3,2,0,0
100000009249,2,0,0,0,2,2,0,0,0
100000009417,2,0,0,0,2,0,0,0,0
100000009463,13,0,0,0,18,10,0,1,1
100000009481,5,0,0,0,8,11,0,0,0
100000009491,3,0,1,0,3,3,1,0,0
100000009583,0,0,0,0,4,3,0,0,0
100000009611,4,0,0,0,6,2,1,0,0
100000009743,3,6,11,0,2,2,0,0,0
100000009771,2,0,0,0,0,0,0,0,0
100000009773,6,2,0,0,2,4,1,0,0
100000009807,6,0,0,1,3,0,0,0,0
100000009925,8,3,4,0,9,10,7,3,3
100000010101,4,0,2,4,8,10,2,0,0
100000010161,2,0,0,0,4,5,1,2,2
100000010177,59,6,1,0,3,0,0,0,0
100000010199,4,3,1,0,6,3,2,0,0
100000010239,6,0,0,0,9,2,0,1,1
100000010247,4,0,0,0,1,0,0,0,0
100000010249,3,0,0,6,11,10,1,0,0
100000010279,4,0,0,0,4,2,0,0,0
100000010287,4,3,5,18,15,0,1,0,0
100000010293,2,0,0,0,2,2,0,0,0
100000010297,1,0,0,0,6,2,0,0,0
100000011105,4,0,0,0,4,2,0,0,0
100000011131,6,0,0,0,23,8,0,0,0
100000011325,1,0,0,0,29,20,0,0,0
100000011427,4,0,0,0,1,0,0,0,0
100000011573,3,1,0,0,2,2,1,0,0
100000011591,3,0,0,0,3,4,0,0,0
100000011653,3,0,0,0,0,0,0,0,0
100000011741,3,0,1,0,3,3,0,0,0
100000011755,3,0,0,0,8,5,0,0,0
100000011763,2,0,0,0,16,3,2,0,0
100000011845,2,0,0,0,3,0,0,0,0
100000011933,5,0,0,0,3,1,0,0,0
100000012027,3,0,0,0,0,0,0,0,0
100000012133,3,0,0,0,1,2,0,0,0
100000012137,1,3,0,4,5,0,0,0,0
100000012213,3,0,0,0,12,6,0,0,0
100000012219,3,0,0,0,4,2,0,3,0
100000012235,3,0,0,0,0,0,0,0,0
100000012277,5,0,0,0,9,3,0,0,0
100000012341,4,0,0,0,2,1,1,0,0
100000012367,3,0,0,0,1,1,0,0,0
100000012405,3,0,0,0,1,1,0,0,0
100000012441,3,2,0,1,4,6,0,0,0
100000012507,3,0,0,0,0,0,0,0,0
100000012713,3,0,0,0,0,0,0,0,0
100000012715,3,0,0,0,5,6,0,0,0
100000012717,5,0,0,0,44,27,0,0,0
100000012719,4,0,0,0,6,4,1,0,0
100000012793,1,0,0,0,2,2,0,0,0
100000012867,5,0,0,0,3,3,0,0,0
100000012885,2,0,0,0,1,0,0,0,0
100000012889,8,0,0,0,9,5,2,1,1
100000012931,3,0,0,0,2,1,1,0,0
100000012965,4,0,2,1,4,2,1,0,0
100000012981,6,0,0,0,10,8,0,0,0
100000013027,3,0,0,0,2,0,0,0,0
100000013381,4,0,0,0,4,1,0,0,0
100000013429,4,0,0,0,3,1,0,0,0
100000013461,0,0,0,0,3,0,0,1,0
100000013471,3,0,0,0,2,7,1,0,0
100000013499,15,0,0,0,9,9,0,1,0
100000013669,3,0,0,0,8,0,0,0,0
100000013673,1,0,0,0,3,1,3,0,0
100000013837,3,3,0,0,13,6,3,0,0
100000013965,3,0,0,0,3,4,0,0,0
100000014029,7,0,0,0,4,4,0,0,0
100000014143,2,0,0,0,3,3,0,0,0
100000014259,5,0,0,0,7,4,0,2,2
100000014271,3,0,0,0,2,3,1,0,0
100000014311,4,0,1,2,1,1,0,0,0
100000014315,4,0,0,0,8,8,1,0,0
100000014383,3,0,0,0,2,1,0,0,0
100000014421,5,1,1,1,5,4,3,0,0
100000014423,4,0,0,0,2,1,0,0,0
100000014449,3,0,0,0,1,0,0,0,0
100000014641,3,0,0,0,0,0,0,0,0
100000014679,3,0,0,0,4,1,0,0,0
100000014745,7,0,0,0,0,0,0,0,0
100000014865,5,0,1,0,0,0,0,0,0
100000014899,4,0,1,0,0,0,0,0,0
100000014949,4,1,0,6,3,3,1,0,0
100000014973,4,0,0,0,2,1,0,0,0
100000014981,5,0,0,0,5,2,1,1,1
100000015043,3,0,0,0,3,2,0,0,0
100000015129,3,0,0,0,3,8,0,0,0
100000015145,2,0,0,0,4,1,0,0,0
100000015153,3,3,1,5,3,2,0,0,0
100000015213,3,0,0,0,0,0,0,0,0
100000015223,4,0,0,0,6,5,0,0,0
100000015275,3,0,0,0,3,2,0,1,0
100000015433,3,0,0,0,5,5,0,0,0
100000015475,0,0,0,0,8,0,0,0,0
100000015747,1,1,0,0,2,2,0,0,0
100000015791,5,0,0,0,5,1,0,0,0
100000015969,3,0,0,0,4,3,0,1,1
100000016009,2,0,0,0,5,1,0,0,0
100000016197,3,0,0,0,7,3,0,0,0
100000016219,3,0,0,0,2,0,0,0,0
100000016265,9,0,5,0,14,11,2,0,0
100000016341,1,0,0,0,4,2,2,0,0
100000016351,4,0,0,0,2,1,1,1,1
100000016391,4,0,0,0,5,6,0,0,0
100000016831,5,0,0,0,6,4,3,2,2
100000016845,3,0,0,0,2,0,0,0,0
100000016861,5,0,0,0,2,2,1,0,1
100000016987,4,0,0,0,2,2,0,0,0
100000017177,3,0,0,0,11,5,0,2,2
100000017277,10,0,4,0,3,6,2,1,1
100000017281,3,0,0,0,4,3,0,0,0
100000017345,4,0,0,0,0,0,0,0,0
100000017367,2,0,0,0,1,2,0,0,0
100000017465,6,0,16,2,7,4,2,0,0
100000017469,7,0,0,0,0,0,0,0,0
100000017505,3,0,0,0,5,0,0,0,0
100000017691,2,0,0,0,3,1,0,0,0
100000017693,3,0,0,0,2,1,0,0,0
100000017965,1,0,0,0,0,0,0,0,0
100000018097,1,0,0,0,3,2,0,0,0
100000018117,3,0,0,0,5,2,0,0,0
100000018123,0,0,0,0,3,0,0,0,0
100000018259,5,0,0,0,1,1,0,0,0
100000018413,3,1,10,0,1,1,1,0,0
100000018417,3,0,0,0,2,0,0,0,0
100000018629,3,5,2,3,12,1,1,0,0
100000018905,2,3,10,1,9,6,1,0,0
100000018941,3,0,0,0,3,0,0,0,0
100000018979,4,1,5,10,8,1,1,0,0
100000019251,4,0,0,0,13,2,0,0,0
100000019375,5,0,0,0,15,3,0,0,0
100000019379,4,0,0,0,2,1,0,0,0
100000019487,16,0,0,0,34,23,0,0,0
100000019489,3,0,0,0,8,4,0,0,0
100000019507,2,0,0,0,12,4,0,1,0
100000019641,3,2,1,0,4,0,0,0,0
100000019697,3,0,0,0,1,3,0,0,0
100000019829,3,0,0,0,1,1,0,0,0
100000019999,1,0,0,0,7,1,0,1,1
100000020007,3,0,1,0,0,0,0,0,0
100000020017,1,0,0,0,1,1,0,0,0
100000020019,5,0,0,0,13,13,0,0,0
100000020061,5,0,3,0,10,4,3,0,0
100000020213,1,0,0,0,0,0,0,0,0
100000020277,6,0,0,0,3,2,0,1,0
100000020301,3,0,0,0,9,5,0,2,2
100000020393,0,1,3,0,2,1,0,0,0
100000020459,3,0,0,8,2,1,0,0,0
100000020665,6,0,0,0,4,4,0,0,0
100000020745,3,0,0,0,3,3,0,0,0
100000020809,4,0,0,0,23,5,0,0,0
100000020811,3,0,0,0,23,5,0,0,0
100000020907,2,0,0,0,4,4,0,0,0
100000020921,1,0,0,0,1,0,0,0,0
100000020931,1,0,0,0,2,2,0,0,0
100000020995,5,0,1,5,3,3,1,0,0
100000021111,4,0,0,0,4,2,2,0,0
100000021175,3,0,0,0,3,1,0,0,0
100000021395,1,0,0,0,6,3,0,0,0
100000021427,4,0,0,0,3,1,0,0,0
100000021453,3,0,0,0,2,0,0,0,0
100000021457,3,0,0,0,2,4,2,0,0
100000021553,2,0,0,0,5,0,0,0,0
100000021649,1,0,0,0,1,4,0,0,0
100000021659,1,0,0,0,4,9,0,0,0
100000021759,6,0,0,0,8,2,0,4,0
100000021783,4,0,0,0,2,1,1,0,0
100000021809,3,0,0,2,7,4,1,0,0
100000021873,2,0,0,0,3,1,0,0,0
100000022129,3,0,0,0,7,1,0,0,0
100000022335,3,1,0,0,1,1,0,0,0
100000022357,2,0,0,0,4,1,1,0,0
100000022389,4,6,0,4,13,10,0,0,0
100000022417,3,0,0,0,5,3,0,0,0
100000022481,3,0,0,0,1,1,0,0,0
100000022499,16,0,10,5,11,6,2,1,1
100000022571,7,0,1,0,3,3,2,1,1
100000022651,3,0,0,0,0,0,0,0,0
100000022677,6,0,0,0,8,7,1,0,0
100000022761,8,0,0,0,10,4,0,1,0
100000022773,3,0,0,0,2,1,0,0,0
100000022801,5,0,0,0,15,8,0,3,0
100000022841,3,0,0,0,0,0,0,0,0
100000022931,3,3,0,0,9,9,0,0,0
100000022963,5,0,0,0,3,0,0,0,0
100000023051,3,0,0,0,3,3,2,0,0
100000023443,3,0,0,0,1,1,0,0,0
100000023563,3,0,0,0,3,3,0,0,0
100000023659,3,1,0,1,5,7,1,0,0
100000023915,3,0,0,0,3,10,0,1,1
110020371225,3,0,1,3,1,0,0,0,0
110020471524,4,0,0,0,8,8,0,0,0
110020473123,4,0,0,0,6,5,1,0,0
110020671528,3,0,0,0,10,7,2,0,0
110020673328,4,0,0,0,3,7,0,1,1
110020771524,3,0,0,0,3,2,0,0,0
110020773124,12,0,0,0,12,5,0,0,0
110100014168,1,0,0,0,2,1,1,0,0
110100014369,6,0,1,0,3,3,0,0,0
110100014466,4,0,0,0,0,0,0,0,0
110100014563,3,1,0,5,3,2,1,0,0
110100016128,1,0,0,0,4,4,1,0,0
110100016324,0,11,8,18,9,3,9,0,0
110100016628,2,0,0,0,6,4,0,0,0
110100016726,2,1,0,0,4,3,2,0,0
110100016828,4,1,0,0,9,2,2,0,0
110100016928,3,1,28,14,18,7,1,0,0
110100018268,3,0,0,0,6,2,1,0,0
110100018468,4,3,0,1,10,4,1,1,1
110100018567,3,3,0,8,6,5,1,0,0
110100018764,3,0,0,0,0,0,0,0,0
110100033067,6,2,75,6,36,28,3,1,1
110100033863,4,1,0,0,4,3,1,0,0
110100035569,4,2,1,0,5,2,1,0,0
110100035669,0,0,0,0,0,0,3,0,0
110100071228,1,0,0,0,1,2,1,0,0
110100073229,1,1,0,0,1,1,1,0,0
110100073827,3,2,1,2,4,2,2,0,0
110100116024,2,5,1,2,8,3,1,0,0
110100116027,1,0,0,0,2,4,0,0,0
110100116423,0,0,0,0,2,1,2,0,0
110100116425,0,0,0,0,0,0,1,0,0
110100116429,0,0,0,0,3,1,0,0,0
110100116920,1,0,0,0,3,3,0,0,0
110100118262,0,0,0,0,0,0,1,0,0
110100118265,3,0,1,0,0,0,0,0,0
110100118669,8,0,0,0,1,1,1,0,0
110100133065,2,3,1,0,7,3,1,1,1
110100135162,9,1,0,11,18,6,2,1,1
110100135163,2,0,0,0,8,4,0,0,0
110100135560,3,0,1,0,8,6,2,0,0
110100135562,3,2,0,1,14,7,2,0,0
110100135764,3,0,0,0,7,3,1,0,0
110100135767,0,0,0,0,4,1,1,0,0
110100171021,4,0,0,0,6,3,2,3,1
110100171526,4,0,0,0,8,3,1,0,0
110100173725,4,0,0,0,4,3,1,0,0
110100214160,2,0,2,0,7,2,1,0,0
110100214261,0,0,0,0,2,1,1,0,0
110100214263,0,0,0,0,1,1,1,0,0
110100214268,1,0,3,0,6,3,2,0,0
110100214961,1,0,0,0,2,2,1,0,0
110100216329,3,0,0,0,0,0,0,0,0
110100218568,3,3,6,0,8,4,2,0,0
110100218569,3,2,4,7,2,1,1,2,1
110100218662,10,0,0,1,3,1,1,5,3
110100218869,2,3,12,1,9,4,1,0,0
110100218963,3,0,9,6,7,0,1,0,0
110100233064,1,1,4,1,2,1,1,0,0
110100233069,2,0,1,1,8,5,0,0,0
110100235564,2,0,0,0,1,2,0,0,0
110100273222,4,0,0,6,2,2,1,0,0
110100273229,6,8,18,0,21,22,5,0,0
110100273426,3,0,4,2,7,5,1,0,0
110100273825,5,0,1,0,6,3,1,0,0
110100316225,3,1,0,1,7,5,0,0,0
110100316421,3,0,11,0,7,3,3,0,0
110100316423,5,0,0,0,4,2,0,0,0
110100316824,2,0,0,4,2,2,1,0,0
110100316920,3,0,0,0,4,2,0,0,0
110100318867,0,0,0,0,0,0,2,0,0
110100333066,3,0,0,0,4,2,1,0,0
110100333868,5,4,4,5,9,5,2,2,2
110100335060,1,0,0,0,10,3,1,0,0
110100335161,3,0,0,0,6,3,1,1,0
110100335662,1,0,17,5,13,5,1,0,0
110100335665,7,1,0,4,12,4,2,0,0
110100335769,7,0,16,0,20,5,1,0,0
110100371225,1,0,0,0,2,4,1,0,0
110100373124,1,3,3,0,3,2,1,0,0
110100373323,4,4,6,0,7,4,1,0,0
110100373324,2,3,18,2,21,7,0,0,0
110100373526,0,0,0,0,0,0,1,0,0
110100412420,1,0,0,0,1,2,1,0,0
110100416123,4,0,0,0,1,1,1,0,0
110100416221,6,0,0,0,7,6,0,0,0
110100416425,4,0,0,0,5,4,0,1,1
110100418165,2,0,0,0,4,2,1,0,0
110100418369,3,0,0,0,6,4,1,0,0
110100433869,1,0,0,0,2,1,1,0,0
110100435160,3,0,0,0,3,7,1,0,0
110100435463,3,1,1,2,2,1,0,0,0
110100435467,1,0,0,0,1,1,1,0,0
110100435869,0,0,0,0,0,0,1,0,0
110100471025,1,1,0,0,2,2,0,0,0
110100471223,3,4,18,4,13,21,1,0,0
110100471225,4,0,0,0,10,4,0,0,0
110100473027,0,0,0,0,0,0,3,0,0
110100473524,26,0,18,0,1,1,0,0,0
110100473723,3,1,3,7,17,7,1,0,0
110100473728,1,0,0,0,1,1,1,0,0
110100512322,1,0,0,0,2,1,1,0,0
110100512326,4,0,0,0,2,2,1,0,0
110100512625,4,0,1,0,2,3,1,0,0
110100512728,2,0,0,0,3,6,2,0,0
110100514160,2,4,8,13,16,0,1,0,0
110100514164,10,3,5,14,9,6,2,1,1
110100514166,2,0,0,0,2,1,1,0,0
110100514169,3,1,0,0,7,5,2,0,0
110100516026,1,0,0,0,1,1,1,0,2
110100516222,1,0,0,0,2,1,1,0,0
110100516323,1,0,0,0,3,4,2,0,0
110100516524,3,0,0,0,10,3,0,0,0
110100516727,4,4,0,0,5,5,1,0,0
110100516923,2,4,5,4,6,2,0,0,0
110100516927,3,0,0,4,10,11,1,0,0
110100518068,1,0,0,0,2,1,1,0,0
110100518264,8,0,2,0,4,3,1,0,0
110100518265,1,0,0,0,6,4,2,0,0
110100518665,4,0,1,0,3,3,1,0,0
110100533768,7,1,1,6,3,2,2,0,0
110100535060,5,0,0,0,6,1,0,0,0
110100535669,4,0,0,0,4,2,2,0,0
110100535765,3,0,0,0,2,1,1,0,0
110100535968,3,0,0,0,5,2,0,0,0
110100571024,3,0,0,0,4,3,0,0,0
110100571025,1,1,2,2,8,3,1,0,0
110100573022,1,0,0,1,10,4,1,0,0
110100573428,0,0,0,0,0,0,2,0,0
110100573527,7,1,1,0,3,2,2,1,1
110100612321,4,0,1,10,5,4,1,0,0
110100612826,4,4,0,0,5,4,2,0,0
110100614162,0,0,0,0,2,1,1,0,0
110100614260,2,1,1,0,2,3,0,0,0
110100614366,1,0,0,0,4,3,2,0,0
110100614963,5,2,0,1,8,9,1,0,0
110100616528,1,0,0,0,2,3,0,0,0
110100618264,2,1,0,0,9,6,4,0,0
110100618563,2,1,0,0,3,2,1,0,0
110100618567,3,0,5,0,7,7,4,0,0
110100618863,5,3,1,0,6,2,1,0,0
110100618866,1,0,0,0,1,0,0,0,0
110100633765,2,0,0,0,2,2,0,0,0
110100633862,6,0,319,2,12,7,3,6,6
110100635169,3,6,4,10,7,2,0,0,0
110100635261,0,0,0,0,2,2,2,0,0
110100635661,4,0,0,0,2,1,0,0,0
110100635662,3,1,0,0,6,1,0,0,0
110100635766,0,0,0,0,0,0,3,0,0
110100673722,5,4,0,0,4,1,0,0,0
110100712426,4,2,0,0,8,2,1,0,0
110100712727,3,0,0,0,5,2,2,1,1
110100712925,2,4,0,2,5,3,1,0,0
110100716423,2,0,0,0,3,2,1,0,0
110100718167,2,0,0,0,4,1,1,0,0
110100718261,3,0,0,0,2,2,1,0,0
110100718463,0,0,0,0,0,0,1,0,0
110100733761,1,0,0,0,3,2,1,0,0
110100733863,3,1,21,2,5,2,1,0,0
110100735067,3,0,0,0,2,1,1,0,0
110100735363,3,0,0,0,5,3,1,0,0
110100735566,8,3,1,1,5,3,2,1,1
110100735568,17,2,7,0,15,20,0,0,0
110100773026,0,1,0,0,2,1,1,0,0
110100773229,5,1,0,0,7,4,1,0,0
110100773324,3,1,0,0,7,1,1,0,0
110100816124,5,3,0,0,6,3,2,0,0
110100816221,1,0,0,0,3,2,1,0,0
110100816329,3,2,0,0,11,6,1,0,0
110100816527,1,0,0,0,1,1,1,0,0
110100816923,1,2,0,0,4,3,2,0,0
110100818061,4,0,0,0,7,6,1,1,1
110100818564,5,1,0,14,6,3,1,1,1
110100818565,7,4,32,0,5,5,3,1,1
110100818662,5,0,0,0,6,2,1,0,0
110100818965,4,0,0,0,4,3,2,1,1
110100833064,1,0,0,0,2,2,1,0,0
110100833863,2,0,0,0,2,2,0,0,0
110100833868,1,2,1,0,7,2,0,0,0
110100835563,6,0,0,0,6,3,1,1,1
110100835863,11,0,0,0,4,3,2,0,0
110100871523,7,8,34,0,5,3,1,0,0
110100873726,1,1,3,0,1,1,1,0,0
110100873822,4,0,0,0,2,2,0,0,0
110100873924,3,0,0,0,2,2,1,0,0
110100873925,4,2,0,2,6,2,1,0,0
110100873926,5,3,2,0,9,4,2,0,0
110100916925,0,0,0,0,1,1,0,0,0
110100933064,4,0,1,0,5,5,2,0,0
110100933861,3,0,0,0,5,1,0,0,0
110100935065,1,0,0,0,1,1,0,0,0
110100935160,1,1,21,2,17,2,1,0,0
110100935361,2,0,0,0,2,1,1,0,0
110100935364,0,0,0,0,0,0,1,0,0
110100935462,5,0,2,0,8,7,3,0,0
110100935665,0,0,0,0,4,3,0,0,0
110100935666,2,0,0,0,3,2,1,0,0
110100935964,3,0,0,0,7,3,0,0,0
110100935966,3,0,0,0,3,2,1,0,0
110100971224,14,4,17,33,14,4,2,1,1
110100971227,2,2,2,2,4,8,1,0,0
110100973127,2,6,0,0,5,2,0,0,0
110100973223,1,0,0,0,3,5,1,0,0
110100973325,3,1,0,0,13,5,1,0,0
110100973623,0,0,0,0,2,1,1,0,0
110100973626,0,0,0,0,2,2,1,0,0
110100973722,6,2,8,0,1,1,1,0,0
110101012126,5,0,0,0,5,2,0,0,0
110101012127,11,0,2,1,26,18,1,0,0
110101012326,3,0,0,0,6,6,0,0,0
110101012724,1,0,0,0,3,3,0,0,0
110101012725,4,0,0,0,11,10,0,1,1
110101012729,6,0,0,0,2,1,1,0,0
110101014163,7,0,0,0,7,7,0,0,0
110101014169,1,0,0,0,2,2,0,0,0
110101014964,2,0,0,0,4,1,0,0,0
110101016424,3,0,0,0,1,1,0,0,0
110101016425,2,0,0,0,1,1,0,0,0
110101016528,3,0,0,0,1,1,1,0,0
110101016824,7,0,0,0,22,1,1,0,0
110101016826,2,0,0,0,7,5,0,0,0
110101018068,6,0,1,0,3,5,1,0,0
110101018166,3,0,0,0,4,4,0,0,0
110101018266,1,0,0,0,5,3,0,0,0
110101018269,9,0,0,0,6,2,0,1,1
110101018565,5,1,1,0,7,4,2,0,0
110101018666,3,0,0,0,4,1,0,0,0
110101018760,4,0,0,0,3,2,0,0,0
110101018762,4,0,0,0,5,4,0,0,0
110101018767,4,0,0,0,6,2,0,1,1
110101018861,2,0,0,0,1,1,0,0,0
110101018862,8,0,0,0,19,2,0,0,0
110101018966,0,0,0,0,4,4,0,0,0
110101035168,3,0,0,0,4,3,0,0,0
110101035260,1,0,0,0,1,1,0,0,0
110101035367,1,0,0,0,2,2,0,0,0
110101071022,3,0,0,0,3,1,1,0,0
110101071523,1,0,0,0,1,1,0,0,0
110101073020,7,0,0,0,4,2,0,0,0
110101073023,3,0,0,0,1,1,1,0,0
110101073129,4,0,0,0,5,2,0,1,1
110101073221,3,2,0,0,8,3,0,0,0
110101073325,2,0,0,0,5,5,0,0,0
110101073528,2,0,0,0,3,2,0,0,0
110101073823,9,11,20,0,26,4,2,0,0
110101073825,13,0,0,0,17,2,0,0,0
110101073925,3,6,3,3,10,9,0,0,0
110101112421,4,0,0,0,10,3,0,0,0
110101112526,4,0,0,0,8,4,0,0,0
110101112925,1,0,0,0,5,2,0,0,0
110101114263,0,0,0,0,1,1,0,0,0
110101114268,3,0,0,7,5,5,2,0,0
110101114362,4,0,0,0,5,4,0,0,0
110101114365,11,0,0,0,1,1,0,0,0
110101114961,8,0,0,0,13,7,0,0,0
110101116023,3,2,0,0,3,1,1,0,0
110101116426,1,0,0,0,5,1,0,0,0
110101116626,1,0,0,0,2,2,0,0,0
110101118364,4,1,0,0,11,8,0,0,0
110101118462,2,0,0,0,6,4,0,0,0
110101118767,5,0,1,0,4,2,1,1,1
110101118860,5,0,1,0,2,2,2,2,1
110101133862,6,0,0,0,3,2,1,0,0
110101133863,3,0,0,0,2,1,0,0,0
110101135167,4,0,0,0,12,7,0,0,0
110101135461,5,0,0,0,6,2,2,0,0
110101135660,3,0,0,0,5,5,1,0,0
110101135762,4,0,0,2,5,5,2,0,0
110101135862,1,0,0,0,1,2,0,0,0
110101135965,2,0,0,0,2,2,0,0,0
110101173027,4,0,0,0,5,5,1,0,0
110101173122,3,0,0,0,0,0,0,0,0
110101173321,4,2,0,0,1,1,0,0,0
110101173324,4,0,0,0,14,4,2,0,0
110101173327,2,0,0,0,10,3,2,0,0
110101173728,2,0,0,0,2,1,1,0,0
110101173822,4,0,0,0,4,3,0,0,0
110101210025,6,0,0,0,6,4,2,0,0
110101210169,7,0,0,0,7,8,1,0,0
110101210260,0,0,0,0,1,1,0,0,0
110101210262,7,0,0,0,8,4,0,0,0
110101210461,4,0,0,0,9,2,2,0,0
110101210462,3,0,0,0,4,5,0,0,0
110101210469,3,0,0,0,2,1,0,0,0
110101210620,3,0,0,0,5,3,0,0,0
110101210621,2,0,0,0,2,3,1,0,0
110101210722,2,0,0,0,4,1,0,0,0
110101210926,4,0,0,0,4,3,0,0,0
110101210967,2,0,0,0,1,1,0,0,0
110101212129,8,0,0,0,3,1,0,0,2
110101212165,2,0,0,0,5,4,0,0,0
110101212225,12,7,0,6,12,4,1,0,0
110101212324,5,0,0,0,3,3,0,0,0
110101212327,3,0,0,0,6,1,0,0,0
