userid,Type1_last1_day,Type2_last1_day,Type3_last1_day,Type4_last1_day,Type5_last1_day,Type6_last1_day,Type7_last1_day,Type8_last1_day,Type9_last1_day
100000016197,1,0,0,0,3,1,0,0,0
100000016219,1,0,0,0,0,0,0,0,0
100000016265,6,0,5,0,11,8,2,0,0
100000016341,0,0,0,0,1,2,2,0,0
100000016351,1,0,0,0,2,1,1,0,0
100000016391,2,0,0,0,2,6,0,0,0
100000016831,1,0,0,0,2,2,1,0,0
100000016845,1,0,0,0,0,0,0,0,0
100000016861,3,0,0,0,1,1,1,0,0
100000016987,2,0,0,0,0,0,0,0,0
100000017177,1,0,0,0,11,5,0,0,0
100000017277,1,0,0,0,1,2,1,0,0
100000017281,1,0,0,0,4,3,0,0,0
100000017345,2,0,0,0,0,0,0,0,0
100000017367,1,0,0,0,0,0,0,0,0
100000017465,2,0,2,0,1,1,1,0,0
100000017469,1,0,0,0,0,0,0,0,0
100000017505,1,0,0,0,1,0,0,0,0
100000017691,1,0,0,0,1,1,0,0,0
100000017693,1,0,0,0,2,1,0,0,0
100000017965,1,0,0,0,0,0,0,0,0
100000018097,1,0,0,0,3,2,0,0,0
100000018117,1,0,0,0,2,2,0,0,0
100000018123,0,0,0,0,3,0,0,0,0
100000018259,1,0,0,0,1,1,0,0,0
100000018413,1,1,9,0,0,0,0,0,0
100000018417,1,0,0,0,0,0,0,0,0
100000018629,1,2,0,1,2,0,1,0,0
100000018905,0,1,8,0,4,4,1,0,0
100000018941,1,0,0,0,1,0,0,0,0
100000018979,1,0,0,0,2,1,1,0,0
100000019251,2,0,0,0,10,2,0,0,0
100000019375,1,0,0,0,9,0,0,0,0
100000019379,1,0,0,0,0,0,0,0,0
100000019487,13,0,0,0,32,21,0,0,0
100000019489,1,0,0,0,3,3,0,0,0
100000019507,0,0,0,0,1,1,0,0,0
100000019641,1,0,0,0,0,0,0,0,0
100000019697,1,0,0,0,0,0,0,0,0
100000019829,1,0,0,0,0,0,0,0,0
100000019999,0,0,0,0,1,0,0,0,0
100000020007,1,0,0,0,0,0,0,0,0
100000020017,1,0,0,0,1,1,0,0,0
100000020019,2,0,0,0,5,6,0,0,0
100000020061,3,0,3,0,6,2,1,0,0
100000020213,1,0,0,0,0,0,0,0,0
100000020277,1,0,0,0,1,1,0,0,0
100000020301,1,0,0,0,3,2,0,0,0
100000020393,0,0,2,0,2,1,0,0,0
100000020459,1,0,0,2,2,1,0,0,0
100000020665,2,0,0,0,2,1,0,0,0
100000020745,1,0,0,0,1,1,0,0,0
100000020809,2,0,0,0,11,3,0,0,0
100000020811,1,0,0,0,7,2,0,0,0
100000020907,1,0,0,0,2,3,0,0,0
100000020921,1,0,0,0,1,0,0,0,0
100000020931,1,0,0,0,2,2,0,0,0
100000020995,1,0,0,4,1,1,1,0,0
100000021111,1,0,0,0,4,2,2,0,0
100000021175,1,0,0,0,0,0,0,0,0
100000021395,1,0,0,0,6,3,0,0,0
100000021427,1,0,0,0,2,1,0,0,0
100000021453,1,0,0,0,0,0,0,0,0
100000021457,1,0,0,0,1,1,1,0,0
100000021553,1,0,0,0,0,0,0,0,0
100000021649,1,0,0,0,1,4,0,0,0
100000021659,1,0,0,0,4,9,0,0,0
100000021759,2,0,0,0,4,1,0,0,0
100000021783,0,0,0,0,1,1,1,0,0
100000021809,1,0,0,0,1,1,1,0,0
100000021873,2,0,0,0,3,1,0,0,0
100000022129,1,0,0,0,2,0,0,0,0
100000022335,1,1,0,0,1,1,0,0,0
100000022357,1,0,0,0,2,1,1,0,0
100000022389,1,2,0,0,9,8,0,0,0
100000022417,1,0,0,0,3,1,0,0,0
100000022481,0,0,0,0,0,1,0,0,0
100000022499,11,0,9,0,3,2,1,0,0
100000022571,1,0,0,0,2,2,1,0,0
100000022651,1,0,0,0,0,0,0,0,0
100000022677,2,0,0,0,5,5,1,0,0
100000022761,3,0,0,0,4,1,0,0,0
100000022773,1,0,0,0,1,1,0,0,0
100000022801,2,0,0,0,3,0,0,0,0
100000022841,1,0,0,0,0,0,0,0,0
100000022931,1,1,0,0,2,2,0,0,0
100000022963,2,0,0,0,2,0,0,0,0
100000023051,1,0,0,0,1,1,1,0,0
100000023443,1,0,0,0,1,1,0,0,0
100000023563,1,0,0,0,1,1,0,0,0
100000023659,1,1,0,1,2,2,1,0,0
100000023915,1,0,0,0,0,0,0,0,0
110020371225,1,0,0,3,1,0,0,0,0
110020471524,2,0,0,0,4,3,0,0,0
110020473123,2,0,0,0,5,4,1,0,0
110020671528,1,0,0,0,3,2,2,0,0
110020673328,0,0,0,0,1,1,0,0,0
110020771524,1,0,0,0,0,0,0,0,0
110020773124,10,0,0,0,12,5,0,0,0
110100014168,1,0,0,0,2,1,1,0,0
110100014369,1,0,0,0,1,1,0,0,0
110100014466,2,0,0,0,0,0,0,0,0
110100014563,1,0,0,0,1,2,1,0,0
110100016128,1,0,0,0,4,4,1,0,0
110100016324,0,11,8,18,9,3,6,0,0
110100016628,2,0,0,0,6,4,0,0,0
110100016726,1,1,0,0,2,3,2,0,0
110100016828,1,0,0,0,2,1,1,0,0
110100016928,3,1,28,14,18,7,1,0,0
110100018268,1,0,0,0,2,2,1,0,0
110100018468,1,0,0,0,2,1,0,0,0
110100018567,1,0,0,0,2,3,1,0,0
110100018764,1,0,0,0,0,0,0,0,0
110100033067,2,1,11,0,8,6,2,0,0
110100033863,1,1,0,0,3,2,1,0,0
110100035569,2,1,1,0,5,2,1,0,0
110100035669,0,0,0,0,0,0,2,0,0
110100071228,1,0,0,0,1,2,1,0,0
110100073229,1,1,0,0,1,1,1,0,0
110100073827,1,0,1,0,4,2,2,0,0
110100116024,0,0,0,0,4,3,1,0,0
110100116027,1,0,0,0,2,4,0,0,0
110100116423,0,0,0,0,2,1,2,0,0
110100116425,0,0,0,0,0,0,1,0,0
110100116429,0,0,0,0,3,1,0,0,0
110100116920,1,0,0,0,3,3,0,0,0
110100118262,0,0,0,0,0,0,1,0,0
110100118265,1,0,1,0,0,0,0,0,0
110100118669,1,0,0,0,1,1,1,0,0
110100133065,1,0,0,0,0,0,0,0,0
110100135162,1,0,0,3,5,4,1,0,0
110100135163,0,0,0,0,2,2,0,0,0
110100135560,2,0,1,0,5,5,2,0,0
110100135562,2,2,0,1,11,5,2,0,0
110100135764,0,0,0,0,2,2,1,0,0
110100135767,0,0,0,0,4,1,1,0,0
110100171021,1,0,0,0,6,3,2,0,0
110100171526,2,0,0,0,5,1,1,0,0
110100173725,1,0,0,0,2,2,1,0,0
110100214160,0,0,0,0,6,2,1,0,0
110100214261,0,0,0,0,2,1,1,0,0
110100214263,0,0,0,0,1,1,1,0,0
110100214268,1,0,3,0,6,3,2,0,0
110100214961,1,0,0,0,2,2,1,0,0
110100216329,1,0,0,0,0,0,0,0,0
110100218568,1,3,5,0,7,4,2,0,0
110100218569,2,0,0,0,0,0,0,0,0
110100218662,2,0,0,0,2,1,0,0,0
110100218869,2,3,12,1,9,4,1,0,0
110100218963,1,0,9,1,4,0,1,0,0
110100233064,1,1,4,1,2,1,1,0,0
110100233069,1,0,1,1,2,1,0,0,0
110100235564,1,0,0,0,1,2,0,0,0
110100273222,1,0,0,0,1,1,1,0,0
110100273229,3,8,18,0,19,22,5,0,0
110100273426,1,0,0,0,1,1,1,0,0
110100273825,1,0,0,0,2,1,1,0,0
110100316225,1,0,0,1,2,0,0,0,0
110100316421,1,0,0,0,2,1,1,0,0
110100316423,1,0,0,0,1,1,0,0,0
110100316824,1,0,0,4,2,2,1,0,0
110100316920,1,0,0,0,0,0,0,0,0
110100318867,0,0,0,0,0,0,2,0,0
110100333066,1,0,0,0,2,1,1,0,0
110100333868,2,3,0,0,4,1,0,0,0
110100335060,0,0,0,0,8,3,1,0,0
110100335161,1,0,0,0,2,2,0,0,0
110100335662,1,0,17,5,13,5,1,0,0
110100335665,4,1,0,0,8,4,2,0,0
110100335769,3,0,16,0,17,5,1,0,0
110100371225,1,0,0,0,2,4,1,0,0
110100373124,1,3,3,0,3,2,1,0,0
110100373323,1,1,3,0,3,2,1,0,0
110100373324,2,3,18,2,21,7,0,0,0
110100373526,0,0,0,0,0,0,1,0,0
110100412420,1,0,0,0,1,2,1,0,0
110100416123,1,0,0,0,1,1,1,0,0
110100416221,3,0,0,0,6,5,0,0,0
110100416425,0,0,0,0,0,1,0,0,0
110100418165,2,0,0,0,4,2,1,0,0
110100418369,1,0,0,0,4,3,1,0,0
110100433869,1,0,0,0,2,1,1,0,0
110100435160,1,0,0,0,1,1,1,0,0
110100435463,1,0,0,0,2,1,0,0,0
110100435467,1,0,0,0,1,1,1,0,0
110100435869,0,0,0,0,0,0,1,0,0
110100471025,1,1,0,0,2,2,0,0,0
110100471223,2,0,0,0,4,8,1,0,0
110100471225,2,0,0,0,6,3,0,0,0
110100473027,0,0,0,0,0,0,3,0,0
110100473524,8,0,5,0,1,1,0,0,0
110100473723,2,1,3,7,17,7,1,0,0
110100473728,1,0,0,0,1,1,1,0,0
110100512322,1,0,0,0,2,1,1,0,0
110100512326,2,0,0,0,2,2,1,0,0
110100512625,1,0,0,0,2,3,1,0,0
110100512728,1,0,0,0,3,6,2,0,0
110100514160,2,4,8,13,16,0,1,0,0
110100514164,1,0,0,0,2,1,1,0,0
110100514166,2,0,0,0,2,1,1,0,0
110100514169,1,0,0,0,1,1,1,0,0
110100516026,1,0,0,0,1,1,1,0,0
110100516222,1,0,0,0,2,1,1,0,0
110100516323,1,0,0,0,3,4,2,0,0
110100516524,1,0,0,0,5,2,0,0,0
110100516727,3,4,0,0,3,5,1,0,0
110100516923,1,0,0,0,1,1,0,0,0
110100516927,1,0,0,0,1,4,1,0,0
110100518068,1,0,0,0,2,1,1,0,0
110100518264,1,0,0,0,2,2,1,0,0
110100518265,1,0,0,0,6,4,2,0,0
110100518665,1,0,0,0,1,2,1,0,0
110100533768,1,0,0,0,0,0,0,0,0
110100535060,2,0,0,0,4,1,0,0,0
110100535669,2,0,0,0,4,2,2,0,0
110100535765,1,0,0,0,2,1,1,0,0
110100535968,3,0,0,0,5,2,0,0,0
110100571024,1,0,0,0,1,1,0,0,0
110100571025,1,1,2,2,8,3,1,0,0
110100573022,0,0,0,1,7,2,1,0,0
110100573428,0,0,0,0,0,0,1,0,0
110100573527,1,0,0,0,1,1,1,0,0
110100612321,2,0,0,0,2,2,1,0,0
110100612826,2,0,0,0,3,2,2,0,0
110100614162,0,0,0,0,2,1,1,0,0
110100614260,2,1,1,0,2,3,0,0,0
110100614366,1,0,0,0,4,3,2,0,0
110100614963,1,0,0,0,2,0,0,0,0
110100616528,1,0,0,0,2,3,0,0,0
110100618264,0,0,0,0,6,6,4,0,0
110100618563,2,1,0,0,3,2,1,0,0
110100618567,0,0,0,0,2,2,2,0,0
110100618863,3,0,1,0,3,2,1,0,0
110100618866,1,0,0,0,1,0,0,0,0
110100633765,1,0,0,0,1,1,0,0,0
110100633862,1,0,42,2,3,2,0,0,0
110100635169,2,2,0,4,5,2,0,0,0
110100635261,0,0,0,0,2,2,2,0,0
110100635661,1,0,0,0,1,1,0,0,0
110100635662,1,0,0,0,2,0,0,0,0
110100635766,0,0,0,0,0,0,3,0,0
110100673722,2,0,0,0,4,1,0,0,0
110100712426,2,0,0,0,2,1,1,0,0
110100712727,1,0,0,0,4,1,1,0,0
110100712925,1,0,0,0,1,1,1,0,0
110100716423,1,0,0,0,0,0,0,0,0
110100718167,1,0,0,0,1,0,0,0,0
110100718261,1,0,0,0,1,2,1,0,0
110100718463,0,0,0,0,0,0,1,0,0
110100733761,1,0,0,0,3,2,1,0,0
110100733863,1,0,15,1,1,1,1,0,0
110100735067,1,0,0,0,1,1,1,0,0
110100735363,1,0,0,0,3,3,1,0,0
110100735566,1,0,0,0,2,1,1,0,0
110100735568,7,2,7,0,7,10,0,0,0
110100773026,0,0,0,0,1,1,1,0,0
110100773229,1,0,0,0,1,1,1,0,0
110100773324,1,0,0,0,3,1,1,0,0
110100816124,2,3,0,0,6,3,2,0,0
110100816221,1,0,0,0,3,2,1,0,0
110100816329,1,0,0,0,2,1,1,0,0
110100816527,1,0,0,0,1,1,1,0,0
110100816923,1,2,0,0,4,3,2,0,0
110100818061,2,0,0,0,2,1,0,0,0
110100818564,1,0,0,7,1,0,0,0,0
110100818565,0,1,9,0,3,3,1,0,0
110100818662,5,0,0,0,6,2,1,0,0
110100818965,1,0,0,0,2,1,1,0,0
110100833064,1,0,0,0,2,2,1,0,0
110100833863,1,0,0,0,1,2,0,0,0
110100833868,1,2,1,0,7,2,0,0,0
110100835563,2,0,0,0,2,0,0,0,0
110100835863,1,0,0,0,2,1,1,0,0
110100871523,5,6,32,0,4,3,1,0,0
110100873726,1,1,3,0,1,1,1,0,0
110100873822,1,0,0,0,1,2,0,0,0
110100873924,1,0,0,0,1,1,1,0,0
110100873925,1,2,0,2,3,2,1,0,0
110100873926,3,2,0,0,6,2,2,0,0
110100916925,0,0,0,0,1,1,0,0,0
110100933064,0,0,0,0,0,0,2,0,0
110100933861,1,0,0,0,2,1,0,0,0
110100935065,1,0,0,0,1,1,0,0,0
110100935160,1,1,21,2,17,2,1,0,0
110100935361,2,0,0,0,2,1,1,0,0
110100935364,0,0,0,0,0,0,1,0,0
110100935462,0,0,0,0,1,1,1,0,0
110100935665,0,0,0,0,4,3,0,0,0
110100935666,1,0,0,0,1,2,1,0,0
110100935964,2,0,0,0,4,2,0,0,0
110100935966,1,0,0,0,1,1,1,0,0
110100971224,1,0,0,2,0,0,0,0,0
110100971227,0,0,0,0,0,1,1,0,0
110100973127,1,2,0,0,1,1,0,0,0
110100973223,0,0,0,0,0,1,1,0,0
110100973325,1,0,0,0,2,1,1,0,0
110100973623,0,0,0,0,2,1,1,0,0
110100973626,0,0,0,0,2,2,1,0,0
110100973722,1,0,1,0,1,1,1,0,0
110101012126,2,0,0,0,2,2,0,0,0
110101012127,8,0,0,0,17,15,1,0,0
110101012326,1,0,0,0,2,1,0,0,0
110101012724,1,0,0,0,3,3,0,0,0
110101012725,1,0,0,0,2,2,0,0,0
110101012729,2,0,0,0,2,1,1,0,0
110101014163,1,0,0,0,4,3,0,0,0
110101014169,1,0,0,0,2,2,0,0,0
110101014964,2,0,0,0,4,1,0,0,0
110101016424,1,0,0,0,1,1,0,0,0
110101016425,2,0,0,0,1,1,0,0,0
110101016528,1,0,0,0,1,1,1,0,0
110101016824,5,0,0,0,13,1,1,0,0
110101016826,2,0,0,0,7,5,0,0,0
110101018068,4,0,1,0,2,2,1,0,0
110101018166,0,0,0,0,1,1,0,0,0
110101018266,0,0,0,0,4,3,0,0,0
110101018269,2,0,0,0,4,1,0,0,0
110101018565,3,0,1,0,5,2,2,0,0
110101018666,3,0,0,0,4,1,0,0,0
110101018760,2,0,0,0,1,1,0,0,0
110101018762,1,0,0,0,0,0,0,0,0
110101018767,1,0,0,0,0,0,0,0,0
110101018861,1,0,0,0,1,1,0,0,0
110101018862,4,0,0,0,9,2,0,0,0
110101018966,0,0,0,0,2,2,0,0,0
110101035168,1,0,0,0,3,2,0,0,0
110101035260,1,0,0,0,1,1,0,0,0
110101035367,1,0,0,0,2,2,0,0,0
110101071022,2,0,0,0,3,1,1,0,0
110101071523,1,0,0,0,1,1,0,0,0
110101073020,1,0,0,0,3,2,0,0,0
110101073023,1,0,0,0,1,1,1,0,0
110101073129,1,0,0,0,1,1,0,0,0
110101073221,1,1,0,0,2,1,0,0,0
110101073325,2,0,0,0,5,5,0,0,0
110101073528,0,0,0,0,2,2,0,0,0
110101073823,4,6,6,0,9,3,2,0,0
110101073825,9,0,0,0,15,1,0,0,0
110101073925,1,2,3,3,7,5,0,0,0
110101112421,2,0,0,0,9,3,0,0,0
110101112526,2,0,0,0,4,2,0,0,0
110101112925,1,0,0,0,5,2,0,0,0
110101114263,0,0,0,0,0,1,0,0,0
110101114268,1,0,0,4,3,2,2,0,0
110101114362,1,0,0,0,1,1,0,0,0
110101114365,7,0,0,0,1,1,0,0,0
110101114961,4,0,0,0,6,2,0,0,0
110101116023,1,2,0,0,3,1,1,0,0
110101116426,1,0,0,0,5,1,0,0,0
110101116626,0,0,0,0,0,2,0,0,0
110101118364,1,0,0,0,0,0,0,0,0
110101118462,1,0,0,0,3,1,0,0,0
110101118767,1,0,0,0,2,1,0,0,0
110101118860,1,0,0,0,1,1,1,0,0
110101133862,2,0,0,0,1,1,1,0,0
110101133863,1,0,0,0,2,1,0,0,0
110101135167,1,0,0,0,2,1,0,0,0
110101135461,1,0,0,0,6,2,2,0,0
110101135660,1,0,0,0,2,1,1,0,0
110101135762,2,0,0,0,4,4,2,0,0
110101135862,1,0,0,0,1,2,0,0,0
110101135965,1,0,0,0,1,1,0,0,0
110101173027,2,0,0,0,2,1,1,0,0
110101173122,1,0,0,0,0,0,0,0,0
110101173321,1,2,0,0,1,1,0,0,0
110101173324,2,0,0,0,11,3,2,0,0
110101173327,1,0,0,0,8,2,2,0,0
110101173728,0,0,0,0,1,1,1,0,0
110101173822,1,0,0,0,1,1,0,0,0
110101210025,0,0,0,0,5,3,2,0,0
110101210169,5,0,0,0,7,8,1,0,0
110101210260,0,0,0,0,1,1,0,0,0
110101210262,2,0,0,0,1,1,0,0,0
110101210461,1,0,0,0,6,2,2,0,0
110101210462,1,0,0,0,1,1,0,0,0
110101210469,1,0,0,0,2,1,0,0,0
110101210620,1,0,0,0,3,2,0,0,0
110101210621,2,0,0,0,2,3,1,0,0
110101210722,1,0,0,0,2,1,0,0,0
110101210926,1,0,0,0,1,1,0,0,0
110101210967,2,0,0,0,1,1,0,0,0
110101212129,3,0,0,0,0,0,0,0,0
110101212165,2,0,0,0,5,4,0,0,0
110101212225,1,1,0,1,2,0,1,0,0
110101212324,2,0,0,0,1,1,0,0,0
110101212327,3,0,0,0,6,1,0,0,0
