100000001295,6,5
100000001295,7,2
100000001295,8,1
100000001295,9,1
100000001295,10,1
100000001343,1,4
100000001343,5,3
100000001343,6,4
100000001343,7,1
100000001343,8,2
100000001343,9,1
100000001505,1,13
100000001505,2,7
100000001505,3,5
100000001505,4,1
100000001505,5,19
100000001505,6,17
100000001505,7,7
100000001505,8,6
100000001505,9,6
100000001505,10,1
100000001505,11,4
100000001557,1,8
100000001557,5,12
100000001557,6,2
100000001683,1,9
100000001683,2,1
100000001683,5,9
100000001683,6,5
100000001683,7,1
100000001711,1,4
100000001711,5,20
100000001711,6,15
100000001711,8,2
100000001711,9,2
100000001803,1,5
100000001803,5,11
100000001955,1,4
100000001955,2,1
100000001955,5,6
100000001955,6,5
100000001955,7,4
100000001955,8,3
100000001955,9,3
100000001955,10,3
100000001963,1,1
100000001963,5,2
100000001963,6,1
100000002111,1,7
100000002111,5,14
100000002111,6,6
100000002165,1,1
100000002179,1,25
100000002179,5,26
100000002179,6,3
100000002199,1,15
100000002199,5,14
100000002199,6,16
100000002199,8,3
100000002199,9,1
100000002215,1,9
100000002215,2,4
100000002215,4,1
100000002215,5,18
100000002215,6,9
100000002215,7,1
100000002243,1,17
100000002243,2,5
100000002243,4,6
100000002243,5,9
100000002243,6,4
100000002243,8,1
100000002243,9,1
100000002245,1,12
100000002245,5,4
100000002271,1,3
100000002271,3,2
100000002271,4,1
100000002271,5,4
100000002271,7,1
100000002307,1,4
100000002307,5,3
100000002307,6,1
100000002363,1,25
100000002363,2,1
100000002363,4,2
100000002363,5,5
100000002363,6,6
100000002371,1,19
100000002371,5,14
100000002371,6,10
100000002371,7,1
100000002371,8,4
100000002371,9,1
100000002371,10,4
100000002535,1,73
100000002535,2,11
100000002535,3,5
100000002535,4,43
100000002535,5,13
100000002535,6,1
100000002581,1,3
100000002581,5,3
100000002653,5,2
100000002811,1,20
100000002811,3,4
100000002811,5,7
100000002811,6,3
100000002811,7,1
100000002873,2,1
100000002873,5,1
100000002879,1,31
100000002879,2,1
100000002879,3,2
100000002879,5,12
100000002879,6,1
100000002879,7,1
100000003091,1,11
100000003091,5,7
100000003091,6,9
100000003097,1,8
100000003097,5,9
100000003097,6,4
100000003097,8,3
100000003097,9,1
100000003097,10,1
100000003311,1,54
100000003311,2,6
100000003311,3,3
100000003311,4,10
100000003311,5,64
100000003311,6,26
100000003311,8,4
100000003311,9,2
100000003461,1,9
100000003461,2,11
100000003461,3,5
100000003461,4,6
100000003461,5,7
100000003461,6,3
100000003461,8,1
100000003461,10,0
100000003461,11,1
100000003483,1,5
100000003483,5,2
100000003483,6,3
100000003483,8,1
100000003483,9,1
100000003559,1,1
100000003611,1,2
100000003611,5,2
100000003611,6,3
100000003639,1,14
100000003639,5,10
100000003639,6,2
100000003639,7,2
100000003639,9,1
100000003639,10,2
100000003685,1,234
100000003685,2,79
100000003685,3,9
100000003685,4,11
100000003685,5,289
100000003685,6,67
100000003685,7,1
100000003685,8,3
100000003685,9,4
100000003805,1,7
100000003805,4,1
100000003805,5,5
100000003805,6,3
100000003805,7,2
100000003805,10,1
100000003875,1,7
100000003875,5,3
100000003875,7,1
100000003891,1,12
100000003891,5,6
100000003891,6,1
100000003891,8,1
100000003891,9,1
100000003941,1,1
100000003941,5,8
100000004163,1,8
100000004163,2,1
100000004163,3,1
100000004163,4,1
100000004163,5,9
100000004163,6,6
100000004163,9,2
100000004223,1,1
100000004277,1,42
100000004277,2,2
100000004277,5,56
100000004277,6,21
100000004277,7,1
100000004277,8,1
100000004277,10,1
100000004297,1,6
100000004297,5,12
100000004297,6,6
100000004297,8,4
100000004297,10,1
100000004303,1,1
100000004303,6,1
100000004317,1,38
100000004317,3,1
100000004317,5,22
100000004317,6,10
100000004317,7,1
100000004317,8,1
100000004317,9,1
100000004317,10,1
100000004319,1,39
100000004319,5,13
100000004319,6,5
100000004319,7,1
100000004359,1,6
100000004359,5,11
100000004359,6,1
100000004429,1,29
100000004429,3,1
100000004429,4,2
100000004429,5,32
100000004429,6,12
100000004453,1,16
100000004453,5,14
100000004453,6,2
100000004529,1,6
100000004529,5,11
100000004529,6,9
100000004867,1,64
100000004867,5,25
100000004867,6,5
100000004867,8,2
100000004867,9,2
100000005007,1,63
100000005007,5,89
100000005007,6,33
100000005007,8,2
100000005007,10,1
100000005007,11,1
100000005091,1,31
100000005091,5,40
100000005091,6,10
100000005125,1,9
100000005125,2,1
100000005125,5,6
100000005513,1,6
100000005513,5,28
100000005513,6,13
100000005649,1,5
100000005649,5,11
100000005649,6,11
100000005719,5,8
100000005719,8,1
100000005739,1,12
100000005739,3,1
100000005739,4,1
100000005739,5,15
100000005739,6,13
100000005739,7,1
100000005755,1,12
100000005755,5,29
100000005755,6,17
100000005805,1,1
100000005805,5,1
100000005955,1,5
100000005955,5,2
100000006005,1,12
100000006005,5,21
100000006005,6,17
100000006013,1,39
100000006013,3,1
100000006013,5,11
100000006013,6,3
100000006013,7,1
100000006081,1,48
100000006081,5,16
100000006081,6,7
100000006081,7,1
100000006081,8,16
100000006081,9,17
100000006123,1,4
100000006123,5,6
100000006123,6,1
100000006395,1,4
100000006395,5,5
100000006395,6,3
100000006395,7,1
100000006487,1,39
100000006487,3,1
100000006487,5,12
100000006539,1,4
100000006539,5,15
100000006539,6,8
100000006569,1,7
100000006569,5,9
100000006569,6,1
100000006605,1,9
100000006605,5,5
100000006605,6,1
100000006605,7,1
100000006647,1,10
100000006647,2,6
100000006647,5,19
100000006647,6,7
100000006857,1,8
100000006857,2,3
100000006857,4,7
100000006857,5,17
100000006857,6,1
100000006933,1,2
100000006933,5,12
100000006933,6,1
100000006981,1,20
100000006981,5,17
100000006981,6,8
100000006981,8,5
100000006981,9,4
100000006981,10,3
100000007073,1,10
100000007073,5,5
100000007073,6,5
100000007079,1,14
100000007079,5,23
100000007079,6,8
100000007079,7,1
100000007079,8,1
100000007079,9,1
100000007283,1,1
100000007283,5,3
100000007283,6,1
100000007329,1,2
100000007329,5,2
100000007329,6,4
100000007367,5,2
100000007409,1,23
100000007409,2,48
100000007409,3,6
100000007409,4,73
100000007409,5,29
100000007409,6,3
100000007409,7,1
100000007409,8,6
100000007409,9,4
100000007457,1,2
100000007457,5,1
100000007457,6,1
100000007533,1,4
100000007533,5,4
100000007533,6,1
100000007609,1,21
100000007609,5,3
100000007609,6,2
100000007609,8,7
100000007609,9,1
100000007639,1,11
100000007639,5,9
100000007639,6,2
100000007745,7,1
100000007753,1,5
100000007753,5,12
100000007753,6,2
100000007785,1,5
100000007785,2,18
100000007785,3,14
100000007785,4,25
100000007785,5,15
100000007785,6,7
100000007785,7,6
100000007785,8,2
100000007785,9,3
100000008119,1,16
100000008119,5,8
100000008119,6,9
100000008119,8,3
100000008119,10,1
100000008119,11,1
100000008253,1,14
100000008253,2,2
100000008253,3,3
100000008253,5,20
100000008253,6,8
100000008253,7,1
100000008425,1,12
100000008425,2,5
100000008425,3,34
100000008425,4,1
100000008425,5,31
100000008425,6,16
100000008425,7,3
100000008425,10,2
100000008481,1,8
100000008481,5,12
100000008481,6,8
100000008483,1,12
100000008483,5,17
100000008483,6,9
100000008483,8,2
100000008483,9,2
100000008529,1,17
100000008529,2,9
100000008529,3,2
100000008529,5,8
100000008529,6,7
100000008529,7,1
100000008565,1,10
100000008565,5,5
100000008995,1,12
100000008995,2,4
100000008995,3,48
100000008995,4,2
100000008995,5,48
100000008995,6,8
100000008995,7,2
100000008995,8,1
100000008995,9,1
100000008995,10,1
100000009017,1,6
100000009017,2,4
100000009017,5,4
100000009017,6,4
100000009017,7,3
100000009017,8,1
100000009017,9,1
100000009017,10,1
100000009017,11,2
100000009249,1,12
100000009249,5,8
100000009249,6,2
100000009417,1,7
100000009417,5,12
100000009417,6,3
100000009463,1,26
100000009463,5,22
100000009463,6,12
100000009463,8,1
100000009463,9,1
100000009463,10,1
100000009481,1,5
100000009481,5,8
100000009481,6,11
100000009491,1,8
100000009491,3,1
100000009491,5,4
100000009491,6,4
100000009491,7,1
100000009491,8,1
100000009491,9,1
100000009583,5,4
100000009583,6,3
100000009611,1,18
100000009611,2,2
100000009611,3,1
100000009611,4,2
100000009611,5,41
100000009611,6,5
100000009611,7,3
100000009611,8,2
100000009611,9,2
100000009611,10,2
100000009743,1,11
100000009743,2,14
100000009743,3,28
100000009743,4,3
100000009743,5,5
100000009743,6,2
100000009771,1,2
100000009773,1,31
100000009773,2,2
100000009773,5,24
100000009773,6,22
100000009773,7,1
100000009773,8,1
100000009773,10,0
100000009773,11,1
100000009807,1,16
100000009807,4,1
100000009807,5,19
100000009807,6,11
100000009925,1,22
100000009925,2,3
100000009925,3,4
100000009925,5,19
100000009925,6,19
100000009925,7,7
100000009925,8,3
100000009925,9,3
100000009925,10,4
100000009925,11,2
100000010101,1,37
100000010101,2,3
100000010101,3,5
100000010101,4,14
100000010101,5,18
100000010101,6,19
100000010101,7,2
100000010161,1,17
100000010161,3,6
100000010161,4,2
100000010161,5,21
100000010161,6,13
100000010161,7,2
100000010161,8,4
100000010161,9,2
100000010161,10,3
100000010177,1,3504
100000010177,2,179
100000010177,3,77
100000010177,4,175
100000010177,5,1761
100000010177,6,406
100000010177,7,32
100000010177,8,53
100000010177,9,30
100000010199,1,72
100000010199,2,39
100000010199,3,27
100000010199,4,9
100000010199,5,67
100000010199,6,41
100000010199,7,4
100000010199,8,10
100000010199,9,3
100000010199,10,0
100000010199,11,8
100000010239,1,6
100000010239,5,9
100000010239,6,2
100000010239,8,1
100000010239,9,1
100000010247,1,10
100000010247,5,3
100000010247,6,2
100000010247,8,2
100000010247,9,2
100000010249,1,15
100000010249,2,1
100000010249,4,8
100000010249,5,38
100000010249,6,28
100000010249,7,2
100000010279,1,10
100000010279,5,10
100000010279,6,2
100000010287,1,41
100000010287,2,7
100000010287,3,9
100000010287,4,34
100000010287,5,19
100000010287,7,1
100000010293,1,2
100000010293,5,2
100000010293,6,2
100000010297,1,1
100000010297,5,6
100000010297,6,2
100000011105,1,4
100000011105,5,4
100000011105,6,2
100000011131,1,25
100000011131,5,89
100000011131,6,40
100000011131,8,9
100000011131,9,2
100000011325,1,1
100000011325,5,29
100000011325,6,20
100000011325,10,7
100000011427,1,8
100000011427,5,2
100000011427,6,2
100000011427,8,1
100000011427,9,1
100000011573,1,3
100000011573,2,1
100000011573,5,2
100000011573,6,2
100000011573,7,1
100000011591,1,5
100000011591,5,5
100000011591,6,8
100000011591,8,1
100000011591,9,1
100000011653,1,33
100000011653,5,14
100000011653,6,3
100000011653,8,2
100000011653,9,2
100000011741,1,15
100000011741,3,1
100000011741,5,20
100000011741,6,9
100000011741,8,3
100000011741,9,2
100000011755,1,3
100000011755,5,8
100000011755,6,5
100000011763,1,2
100000011763,5,16
100000011763,6,3
100000011763,7,2
100000011763,10,1
100000011845,1,4
100000011845,5,19
100000011845,6,4
100000011845,8,4
100000011845,9,4
100000011933,1,33
100000011933,3,1
100000011933,5,10
100000011933,6,3
100000011933,8,1
100000011933,9,1
100000011933,10,1
100000012027,1,11
100000012133,1,6
100000012133,5,2
100000012133,6,4
100000012133,8,1
100000012133,9,1
100000012137,1,1
100000012137,2,3
100000012137,4,4
100000012137,5,5
100000012213,1,4
100000012213,5,12
100000012213,6,6
100000012213,10,2
100000012219,1,27
100000012219,5,12
100000012219,6,5
100000012219,8,5
100000012219,9,2
100000012235,1,3
100000012277,1,5
100000012277,5,9
100000012277,6,3
100000012341,1,10
100000012341,5,11
100000012341,6,11
100000012341,7,1
100000012341,8,1
100000012367,1,16
100000012367,5,15
100000012367,6,5
100000012367,8,1
100000012405,1,21
100000012405,5,16
100000012405,6,8
100000012441,1,6
100000012441,2,2
100000012441,4,1
100000012441,5,7
100000012441,6,6
100000012507,1,24
100000012507,5,29
100000012507,6,7
100000012507,8,6
100000012713,1,15
100000012713,5,3
100000012713,6,3
100000012715,1,5
100000012715,5,35
100000012715,6,15
100000012715,8,1
100000012715,10,1
100000012717,1,8
100000012717,5,47
100000012717,6,29
100000012717,8,1
100000012719,1,6
100000012719,5,8
100000012719,6,7
100000012719,7,1
100000012793,1,1
100000012793,5,2
100000012793,6,2
100000012867,1,6
100000012867,5,4
100000012867,6,5
100000012885,1,2
100000012885,5,1
100000012889,1,9
100000012889,5,9
100000012889,6,6
100000012889,7,2
100000012889,8,1
100000012889,9,1
100000012889,10,1
100000012931,1,26
100000012931,3,4
100000012931,5,20
100000012931,6,7
100000012931,7,2
100000012931,8,1
100000012931,9,1
100000012931,10,1
100000012965,1,6
100000012965,3,4
100000012965,4,1
100000012965,5,6
100000012965,6,4
100000012965,7,2
100000012965,8,1
100000012965,9,1
100000012965,10,1
100000012981,1,35
100000012981,5,62
100000012981,6,43
100000013027,1,4
100000013027,5,3
100000013027,6,2
100000013381,1,10
100000013381,5,7
100000013381,6,3
100000013381,8,1
100000013381,10,1
100000013429,1,4
100000013429,5,3
100000013429,6,1
100000013461,5,3
100000013461,8,1
100000013471,1,18
100000013471,2,1
100000013471,5,15
100000013471,6,14
100000013471,7,2
100000013471,8,1
100000013471,9,2
100000013471,10,2
100000013499,1,28
100000013499,5,15
100000013499,6,13
100000013499,8,3
100000013499,9,2
100000013499,10,1
100000013669,1,7
100000013669,5,10
100000013673,1,1
100000013673,5,3
100000013673,6,1
100000013673,7,3
100000013673,10,1
100000013837,1,3
100000013837,2,3
100000013837,5,13
100000013837,6,6
100000013837,7,3
100000013837,10,2
100000013965,1,17
100000013965,4,1
100000013965,5,32
100000013965,6,15
100000013965,8,2
100000014029,1,8
100000014029,5,5
100000014029,6,7
100000014029,10,0
100000014029,11,1
100000014143,1,2
100000014143,5,11
100000014143,6,7
100000014143,8,1
100000014259,1,19
100000014259,5,16
100000014259,6,12
100000014259,8,2
100000014259,9,2
100000014259,10,2
100000014271,1,10
100000014271,2,2
100000014271,3,1
100000014271,4,2
100000014271,5,13
100000014271,6,7
100000014271,7,2
100000014271,8,1
100000014271,9,1
100000014271,10,1
100000014311,1,33
100000014311,2,7
100000014311,3,3
100000014311,4,33
100000014311,5,43
100000014311,6,26
100000014311,7,2
100000014315,1,13
100000014315,5,23
100000014315,6,16
100000014315,7,1
100000014383,1,23
100000014383,5,19
100000014383,6,23
100000014383,8,3
100000014383,9,1
100000014383,10,2
100000014421,1,24
100000014421,2,1
100000014421,3,1
100000014421,4,1
100000014421,5,8
100000014421,6,6
100000014421,7,3
100000014421,8,1
100000014421,10,3
100000014423,1,12
100000014423,5,8
100000014423,6,4
100000014423,8,2
100000014423,9,1
100000014449,1,8
100000014449,5,10
100000014449,6,4
100000014641,1,11
100000014641,5,1
100000014679,1,12
100000014679,5,18
100000014679,6,7
100000014679,8,3
100000014679,10,3
100000014745,1,23
100000014745,5,10
100000014745,6,6
100000014745,8,2
100000014745,9,2
100000014865,1,5
100000014865,3,1
100000014899,1,16
100000014899,3,1
100000014899,5,21
100000014899,6,24
100000014899,8,1
100000014899,9,1
100000014949,1,7
100000014949,2,1
100000014949,4,6
100000014949,5,5
100000014949,6,4
100000014949,7,1
100000014973,1,6
100000014973,5,8
100000014973,6,3
100000014973,8,1
100000014973,10,1
100000014981,1,10
100000014981,5,12
100000014981,6,4
100000014981,7,3
100000014981,8,4
100000014981,9,3
100000014981,10,3
100000015043,1,3
100000015043,5,3
100000015043,6,2
100000015129,1,7
100000015129,5,7
100000015129,6,12
100000015129,8,1
100000015129,9,1
100000015145,1,3
100000015145,5,5
100000015145,6,1
100000015153,1,7
100000015153,2,3
100000015153,3,1
100000015153,4,5
100000015153,5,5
100000015153,6,2
100000015213,1,36
100000015213,5,7
100000015213,6,2
100000015213,8,3
100000015223,1,39
100000015223,5,61
100000015223,6,20
100000015223,8,1
100000015223,10,1
100000015275,1,3
100000015275,5,3
100000015275,6,2
100000015275,8,1
100000015433,1,15
100000015433,5,45
100000015433,6,18
100000015433,8,2
100000015433,9,1
100000015475,5,8
100000015475,10,1
100000015747,1,1
100000015747,2,1
100000015747,5,2
100000015747,6,2
100000015791,1,31
100000015791,5,78
100000015791,6,13
100000015969,1,10
100000015969,5,14
100000015969,6,9
100000015969,8,8
100000015969,9,3
100000015969,10,3
100000015969,11,1
100000016009,1,2
100000016009,5,5
100000016009,6,1
100000016197,1,4
100000016197,5,9
100000016197,6,4
100000016219,1,6
100000016219,5,9
100000016265,1,25
100000016265,2,2
100000016265,3,14
100000016265,5,30
100000016265,6,19
100000016265,7,6
100000016265,8,6
100000016265,9,5
100000016265,10,1
100000016265,11,4
100000016341,1,28
100000016341,5,57
100000016341,6,21
100000016341,7,2
100000016341,8,21
100000016341,9,16
100000016341,10,4
100000016351,1,5
100000016351,5,3
100000016351,6,1
100000016351,7,1
100000016351,8,1
100000016351,9,1
100000016391,1,11
100000016391,5,17
100000016391,6,9
100000016831,1,10
100000016831,5,13
100000016831,6,5
100000016831,7,3
100000016831,8,2
100000016831,9,2
100000016831,10,3
100000016845,1,4
100000016845,5,5
100000016845,6,5
100000016845,8,1
100000016861,1,35
100000016861,2,4
100000016861,5,17
100000016861,6,4
100000016861,7,2
100000016861,8,1
100000016861,9,2
100000016861,10,3
100000016987,1,12
100000016987,5,13
100000016987,6,14
100000017177,1,29
100000017177,5,30
100000017177,6,10
100000017177,8,6
100000017177,9,7
100000017177,10,1
100000017277,1,59
100000017277,2,8
100000017277,3,7
100000017277,4,2
100000017277,5,72
100000017277,6,82
100000017277,7,4
100000017277,8,10
100000017277,9,3
100000017277,10,5
100000017277,11,5
100000017281,1,7
100000017281,5,10
100000017281,6,6
100000017281,8,2
100000017281,9,2
100000017281,10,1
100000017345,1,6
100000017345,5,3
100000017367,1,9
100000017367,5,17
100000017367,6,10
100000017367,8,9
100000017367,9,3
100000017465,1,6
100000017465,3,16
100000017465,4,2
100000017465,5,7
100000017465,6,4
100000017465,7,2
100000017465,10,0
100000017465,11,1
100000017469,1,15
100000017469,5,5
100000017469,6,1
100000017469,8,1
100000017469,9,1
100000017505,1,5
100000017505,5,6
100000017691,1,12
100000017691,5,20
100000017691,6,13
100000017691,8,4
100000017691,9,3
100000017693,1,13
100000017693,5,12
100000017693,6,8
100000017965,1,1
100000018097,1,1
100000018097,5,3
100000018097,6,2
100000018097,10,1
100000018117,1,5
100000018117,5,9
100000018117,6,2
100000018123,5,3
100000018123,10,1
100000018259,1,33
100000018259,5,10
100000018259,6,2
100000018259,8,2
100000018259,10,1
100000018413,1,5
100000018413,2,8
100000018413,3,29
100000018413,4,2
100000018413,5,4
100000018413,6,4
100000018413,7,1
100000018417,1,5
100000018417,5,4
100000018417,6,1
100000018417,8,1
100000018417,9,1
100000018629,1,5
100000018629,2,5
100000018629,3,2
100000018629,4,3
100000018629,5,16
100000018629,6,1
100000018629,7,1
100000018905,1,9
100000018905,2,4
100000018905,3,16
100000018905,4,1
100000018905,5,11
100000018905,6,6
100000018905,7,1
100000018941,1,3
100000018941,5,3
100000018979,1,15
100000018979,2,9
100000018979,3,32
100000018979,4,14
100000018979,5,20
100000018979,6,4
100000018979,7,2
100000018979,8,1
100000018979,9,1
100000018979,10,1
100000019251,1,8
100000019251,5,21
100000019251,6,3
100000019251,8,3
100000019251,10,1
100000019375,1,14
100000019375,5,17
100000019375,6,3
100000019379,1,4
100000019379,5,2
100000019379,6,1
100000019487,1,45
100000019487,5,63
100000019487,6,63
100000019487,10,3
100000019487,11,9
100000019489,1,3
100000019489,5,8
100000019489,6,4
100000019489,10,1
100000019507,1,24
100000019507,5,66
100000019507,6,23
100000019507,8,2
100000019507,10,2
100000019641,1,3
100000019641,2,2
100000019641,3,1
100000019641,5,4
100000019697,1,3
100000019697,5,1
100000019697,6,3
100000019829,1,5
100000019829,5,7
100000019829,6,5
100000019999,1,1
100000019999,5,7
100000019999,6,1
100000019999,8,1
100000019999,9,1
100000020007,1,16
100000020007,3,1
100000020017,1,1
100000020017,5,1
100000020017,6,1
100000020019,1,23
100000020019,5,48
100000020019,6,30
100000020019,9,2
100000020061,1,28
100000020061,3,3
100000020061,5,48
100000020061,6,6
100000020061,7,3
100000020061,9,2
100000020061,10,2
100000020213,1,1
100000020277,1,9
100000020277,5,9
100000020277,6,3
100000020277,8,1
100000020277,10,1
100000020301,1,10
100000020301,5,28
100000020301,6,12
100000020301,8,3
100000020301,9,2
100000020301,10,3
100000020393,1,3
100000020393,2,1
100000020393,3,3
100000020393,5,8
100000020393,6,5
100000020459,1,10
100000020459,2,6
100000020459,3,10
100000020459,4,10
100000020459,5,20
100000020459,6,14
100000020459,7,2
100000020459,8,1
100000020459,9,1
100000020459,10,1
100000020665,1,9
100000020665,5,11
100000020665,6,6
100000020745,1,4
100000020745,5,3
100000020745,6,3
100000020809,1,20
100000020809,5,47
100000020809,6,6
100000020809,8,1
100000020809,9,1
100000020811,1,45
100000020811,3,13
100000020811,4,1
100000020811,5,88
100000020811,6,19
100000020811,8,1
100000020811,9,1
100000020811,10,2
100000020907,1,14
100000020907,5,19
100000020907,6,10
100000020921,1,1
100000020921,5,1
100000020931,1,1
100000020931,5,2
100000020931,6,2
100000020995,1,12
100000020995,2,1
100000020995,3,7
100000020995,4,6
100000020995,5,4
100000020995,6,3
100000020995,7,1
100000021111,1,16
100000021111,2,5
100000021111,3,4
100000021111,4,17
100000021111,5,22
100000021111,6,6
100000021111,7,4
100000021111,8,3
100000021111,9,3
100000021111,10,3
100000021175,1,5
100000021175,5,5
100000021175,6,2
100000021395,1,1
100000021395,5,6
100000021395,6,3
100000021395,10,1
100000021427,1,8
100000021427,5,9
100000021427,6,5
100000021427,8,1
100000021427,10,1
100000021453,1,8
100000021453,2,1
100000021453,5,5
100000021457,1,10
100000021457,5,4
100000021457,6,4
100000021457,7,2
100000021553,1,2
100000021553,5,5
100000021553,10,0
100000021553,11,1
100000021649,1,1
100000021649,5,1
100000021649,6,4
100000021659,1,1
100000021659,5,4
100000021659,6,9
100000021759,1,7
100000021759,5,16
100000021759,6,2
100000021759,8,13
100000021759,10,1
100000021783,1,8
100000021783,5,7
100000021783,6,1
100000021783,7,1
100000021809,1,17
100000021809,2,3
100000021809,3,1
100000021809,4,6
100000021809,5,26
100000021809,6,26
100000021809,7,1
100000021873,1,2
100000021873,5,3
100000021873,6,1
100000022129,1,23
100000022129,5,45
100000022129,6,11
100000022129,8,2
100000022129,10,0
100000022129,11,2
100000022335,1,6
100000022335,2,5
100000022335,3,5
100000022335,4,5
100000022335,5,11
100000022335,6,3
100000022335,7,2
100000022335,8,2
100000022335,9,2
100000022335,10,1
100000022335,11,1
100000022357,1,2
100000022357,5,4
100000022357,6,1
100000022357,7,1
100000022389,1,10
100000022389,2,10
100000022389,4,4
100000022389,5,21
100000022389,6,13
100000022417,1,5
100000022417,5,8
100000022417,6,5
100000022417,7,2
100000022417,9,1
100000022417,10,1
100000022481,1,35
100000022481,5,8
100000022481,6,5
100000022481,8,2
100000022481,10,1
100000022499,1,21
100000022499,3,11
100000022499,4,19
100000022499,5,29
100000022499,6,9
100000022499,7,3
100000022499,8,2
100000022499,9,2
100000022499,10,0
100000022499,11,1
100000022571,1,19
100000022571,2,1
100000022571,3,2
100000022571,4,3
100000022571,5,9
100000022571,6,8
100000022571,7,4
100000022571,8,3
100000022571,9,3
100000022571,10,3
100000022651,1,3
100000022677,1,6
100000022677,5,8
100000022677,6,7
100000022677,7,1
100000022677,10,1
100000022761,1,9
100000022761,5,12
100000022761,6,4
100000022761,8,1
100000022761,10,1
100000022773,1,3
100000022773,5,2
100000022773,6,1
100000022801,1,10
100000022801,5,24
100000022801,6,16
100000022801,8,5
100000022801,10,2
100000022801,11,4
100000022841,1,62
100000022841,5,61
100000022841,6,29
100000022841,8,1
100000022931,1,15
100000022931,2,3
100000022931,5,18
100000022931,6,12
100000022931,8,2
100000022963,1,10
100000022963,5,5
100000023051,1,3
100000023051,5,3
100000023051,6,3
100000023051,7,2
100000023051,10,1
100000023443,1,8
100000023443,5,1
100000023443,6,1
100000023563,1,21
100000023563,2,1
100000023563,3,1
100000023563,4,2
100000023563,5,17
100000023563,6,20
100000023563,7,1
100000023659,1,4
100000023659,2,1
100000023659,4,1
100000023659,5,8
100000023659,6,7
100000023659,7,1
100000023915,1,5
100000023915,5,5
100000023915,6,11
100000023915,8,1
100000023915,9,1
110020371225,1,7
110020371225,3,1
110020371225,4,3
110020371225,5,9
110020371225,6,17
110020371225,8,3
110020371225,9,1
110020471524,1,4
110020471524,5,8
110020471524,6,8
110020473123,1,5
110020473123,2,1
110020473123,5,6
110020473123,6,5
110020473123,7,1
110020473123,10,2
110020671528,1,6
110020671528,5,13
110020671528,6,12
110020671528,7,2
110020673328,1,11
110020673328,5,8
110020673328,6,12
110020673328,8,1
110020673328,9,1
110020673328,10,1
110020771524,1,5
110020771524,2,2
110020771524,3,1
110020771524,4,2
110020771524,5,13
110020771524,6,3
110020773124,1,46
110020773124,5,25
110020773124,6,10
110020773124,8,2
110020773124,9,2
110020773124,10,1
110100014168,1,1
110100014168,5,2
110100014168,6,1
110100014168,7,1
110100014369,1,50
110100014369,2,8
110100014369,3,17
110100014369,4,7
110100014369,5,32
110100014369,6,16
110100014369,7,4
110100014369,8,3
110100014369,9,3
110100014369,10,3
110100014466,1,34
110100014466,3,3
110100014466,4,1
110100014466,5,17
110100014466,6,3
110100014466,7,1
110100014466,8,9
110100014466,9,3
110100014563,1,4
110100014563,2,2
110100014563,4,5
110100014563,5,4
110100014563,6,4
110100014563,7,1
110100016128,1,1
110100016128,5,4
110100016128,6,4
110100016128,7,1
