userid,orderid,orderTime,orderType,city,country,continent
100000009925,1000511,2017-05-23 03:24:14,1,墨尔本,澳大利亚,大洋洲
100000009925,1000512,2017-05-23 02:01:53,1,墨尔本,澳大利亚,大洋洲
100000010161,1000582,2017-07-11 08:04:44,0,济州岛,韩国,亚洲
100000010161,1000584,2017-02-18 02:48:57,0,大阪,日本,亚洲
100000010161,1000585,2016-12-06 00:14:29,0,首尔,韩国,亚洲
100000010199,1000595,2017-06-19 18:09:58,1,济州岛,韩国,亚洲
100000010199,1000591,2016-11-30 22:21:09,1,巴厘岛,印度尼西亚,亚洲
100000010199,1000594,2016-11-30 05:55:21,1,首尔,韩国,亚洲
100000010199,1000586,2017-07-07 22:48:19,1,济州岛,韩国,亚洲
100000010199,1000590,2016-11-30 05:49:58,1,首尔,韩国,亚洲
100000010199,1000589,2017-06-19 17:48:01,1,济州岛,韩国,亚洲
100000010199,1000588,2017-04-10 23:04:26,1,巴厘岛,印度尼西亚,亚洲
100000010199,1000587,2016-11-30 22:12:04,1,济州岛,韩国,亚洲
100000011325,1000612,2017-04-09 18:42:13,0,温哥华,加拿大,北美洲
100000011325,1000611,2017-04-09 21:22:03,0,纽约,美国,北美洲
100000011325,1000613,2017-04-09 22:25:12,0,多伦多,加拿大,北美洲
100000011325,1000610,2017-04-09 19:09:43,0,拉斯维加斯,美国,北美洲
100000011325,1000607,2017-04-09 21:16:52,0,多伦多,加拿大,北美洲
100000011325,1000609,2017-04-09 19:22:42,0,拉斯维加斯,美国,北美洲
100000011325,1000608,2017-04-09 18:54:56,0,温哥华,加拿大,北美洲
100000011763,1000626,2017-05-12 21:10:20,0,吉隆坡,马来西亚,亚洲
100000011933,1000638,2017-04-18 18:03:47,0,新加坡,新加坡,亚洲
100000012213,1000645,2017-04-09 18:45:56,0,吉隆坡,马来西亚,亚洲
100000012213,1000647,2017-04-09 21:29:04,0,吉隆坡,马来西亚,亚洲
100000012715,1000674,2016-11-12 15:26:20,0,旧金山,美国,北美洲
100000012889,1000686,2017-07-14 16:45:38,0,奥克兰,新西兰,大洋洲
100000012931,1000688,2017-05-14 08:04:23,0,高雄,中国台湾,亚洲
100000012965,1000692,2017-08-16 12:45:55,0,巴黎,法国,欧洲
100000013381,1000718,2017-04-07 05:00:24,0,大阪,日本,亚洲
100000013471,1000724,2017-05-14 06:44:52,0,新加坡,新加坡,亚洲
100000013471,1000726,2017-05-10 06:13:15,0,新加坡,新加坡,亚洲
100000013499,1000728,2017-04-08 01:26:22,0,巴黎,法国,欧洲
100000013673,1000738,2017-05-15 22:14:07,0,东京,日本,亚洲
100000013837,1000740,2017-08-15 05:02:20,0,新加坡,新加坡,亚洲
100000013837,1000742,2017-08-15 04:55:51,0,新加坡,新加坡,亚洲
100000014029,1000750,2017-02-20 21:45:06,1,伦敦,英国,欧洲
100000014259,1000768,2017-04-20 03:59:54,0,凯恩斯,澳大利亚,大洋洲
100000014259,1000760,2017-04-20 03:57:43,0,墨尔本,澳大利亚,大洋洲
100000014271,1000769,2017-05-13 06:39:07,0,新加坡,新加坡,亚洲
100000014383,1000792,2017-01-22 19:25:32,0,奥克兰,新西兰,大洋洲
100000014383,1000787,2017-01-10 03:51:53,0,奥克兰,新西兰,大洋洲
100000014421,1000800,2017-08-13 19:09:11,0,东京,日本,亚洲
100000014421,1000801,2017-01-22 19:10:33,0,米兰,意大利,欧洲
100000014421,1000802,2017-08-13 19:02:36,0,东京,日本,亚洲
100000014679,1000810,2017-03-14 22:25:37,0,东京,日本,亚洲
100000014679,1000811,2017-03-14 22:20:35,0,东京,日本,亚洲
100000014679,1000813,2017-03-14 21:57:05,0,东京,日本,亚洲
100000014973,1000829,2017-04-09 18:01:55,0,洛杉矶,美国,北美洲
100000014981,1000831,2017-05-18 18:50:09,0,新加坡,新加坡,亚洲
100000014981,1000832,2017-05-18 19:01:24,0,曼谷,泰国,亚洲
100000014981,1000833,2017-05-28 04:11:35,0,新加坡,新加坡,亚洲
100000015223,1000856,2017-04-02 18:00:14,0,甲米,泰国,亚洲
100000015475,1000863,2016-11-28 06:46:20,0,罗马,意大利,欧洲
100000015969,1000895,2017-04-18 03:40:53,0,巴尔的摩,美国,北美洲
100000015969,1000893,2017-04-13 08:00:50,0,华盛顿,美国,北美洲
100000015969,1000894,2017-04-21 14:48:58,0,纽约,美国,北美洲
100000015969,1000892,2017-04-20 06:32:19,1,华盛顿,美国,北美洲
100000016265,1000906,2017-06-22 07:19:22,0,大阪,日本,亚洲
100000016265,1000905,2017-06-27 07:52:23,1,大阪,日本,亚洲
100000016265,1000904,2016-12-26 20:30:48,1,新加坡,新加坡,亚洲
100000016265,1000907,2017-06-22 19:27:32,1,大阪,日本,亚洲
100000016265,1000902,2017-06-23 04:04:06,1,大阪,日本,亚洲
100000016341,1000928,2016-11-12 17:49:59,0,北海道--札幌,日本,亚洲
100000016341,1000923,2017-07-19 02:34:59,0,东京,日本,亚洲
100000016341,1000926,2016-11-08 21:02:45,0,大阪,日本,亚洲
100000016341,1000917,2016-11-13 02:40:07,0,北海道--札幌,日本,亚洲
100000016831,1000969,2017-05-21 09:32:45,0,巴塞罗那,西班牙,欧洲
100000016831,1000971,2017-05-12 04:40:17,0,巴塞罗那,西班牙,欧洲
100000016831,1000968,2017-05-12 04:45:16,0,巴塞罗那,西班牙,欧洲
100000016861,1000979,2017-07-01 11:30:07,0,雅加达,印度尼西亚,亚洲
100000016861,1000980,2017-05-08 18:02:52,0,巴厘岛,印度尼西亚,亚洲
100000016861,1000982,2017-07-08 05:50:39,0,普吉岛,泰国,亚洲
100000017177,1000987,2017-04-28 23:13:36,0,爱丁堡,英国,欧洲
100000017277,1001002,2017-07-04 00:23:30,0,新加坡,新加坡,亚洲
100000017277,1001005,2017-08-11 16:23:35,0,东京,日本,亚洲
100000017277,1001004,2017-03-31 18:21:23,0,华盛顿,美国,北美洲
100000017277,1001001,2017-02-09 20:52:06,0,巴黎,法国,欧洲
100000017277,1001000,2017-04-08 09:01:07,1,波士顿,美国,北美洲
100000017277,1001003,2017-08-13 06:59:06,1,东京,日本,亚洲
100000017277,1000999,2017-02-09 20:54:22,1,巴黎,法国,欧洲
100000017277,1000997,2017-04-03 04:31:45,1,华盛顿,美国,北美洲
100000017277,1000996,2017-04-05 11:42:32,1,纽约,美国,北美洲
100000017277,1000994,2016-11-14 23:25:41,0,济州岛,韩国,亚洲
100000017281,1001007,2017-05-08 06:05:11,0,香港,中国香港,亚洲
100000017465,1001018,2017-08-27 23:56:37,1,京都,日本,亚洲
100000018097,1001047,2017-02-27 19:57:08,0,曼谷,泰国,亚洲
100000018123,1001052,2016-11-25 22:22:07,0,清迈,泰国,亚洲
100000018259,1001062,2016-12-21 15:15:20,0,波士顿,美国,北美洲
100000018979,1001093,2017-07-07 08:13:29,0,新加坡,新加坡,亚洲
100000019251,1001101,2017-02-18 14:24:20,0,纽约,美国,北美洲
100000019487,1001120,2017-03-28 17:00:15,0,台北,中国台湾,亚洲
100000019487,1001119,2017-03-28 10:40:37,0,台北,中国台湾,亚洲
100000019487,1001117,2017-03-28 12:46:31,1,花莲,中国台湾,亚洲
100000019487,1001116,2017-03-28 12:54:31,1,嘉义,中国台湾,亚洲
100000019487,1001115,2017-03-28 12:52:21,1,垦丁,中国台湾,亚洲
100000019487,1001122,2017-03-28 12:56:10,1,台中,中国台湾,亚洲
100000019487,1001114,2017-03-28 13:25:43,1,台中,中国台湾,亚洲
100000019487,1001113,2017-03-28 10:44:37,1,台北,中国台湾,亚洲
100000019487,1001111,2017-03-28 22:40:00,1,花莲,中国台湾,亚洲
100000019487,1001109,2017-03-28 11:48:18,1,花莲,中国台湾,亚洲
100000019487,1001108,2017-03-28 12:18:40,1,垦丁,中国台湾,亚洲
100000019487,1001107,2017-03-28 17:07:27,0,台北,中国台湾,亚洲
100000019489,1001124,2016-12-30 00:23:15,0,东京,日本,亚洲
100000019507,1001129,2017-04-03 18:00:14,0,曼谷,泰国,亚洲
100000019507,1001126,2017-03-09 18:06:29,0,普吉岛,泰国,亚洲
100000020061,1001177,2017-06-10 17:13:58,0,吉隆坡,马来西亚,亚洲
100000020061,1001178,2017-06-10 20:34:43,0,吉隆坡,马来西亚,亚洲
100000020277,1001181,2017-04-01 05:09:52,0,伦敦,英国,欧洲
100000020301,1001183,2017-04-24 21:01:31,0,墨尔本,澳大利亚,大洋洲
100000020301,1001184,2017-05-10 20:24:09,0,悉尼,澳大利亚,大洋洲
100000020301,1001185,2017-04-24 21:04:42,0,墨尔本,澳大利亚,大洋洲
100000020459,1001196,2017-05-19 22:52:00,0,大阪,日本,亚洲
100000020811,1001214,2017-03-31 18:00:18,0,曼谷,泰国,亚洲
100000020811,1001215,2017-05-09 00:43:44,0,吉隆坡,马来西亚,亚洲
100000021111,1001228,2017-07-07 16:31:19,0,凯恩斯,澳大利亚,大洋洲
100000021111,1001229,2017-06-29 21:17:22,0,墨尔本,澳大利亚,大洋洲
100000021111,1001230,2017-06-29 21:26:25,0,墨尔本,澳大利亚,大洋洲
100000021395,1001234,2017-04-06 00:33:48,0,芽庄,越南,亚洲
100000021427,1001237,2017-04-14 00:14:23,0,罗马,意大利,欧洲
100000021553,1001243,2017-04-28 00:04:20,1,东京,日本,亚洲
100000021759,1001250,2017-03-17 14:03:50,0,奥兰多,美国,北美洲
100000022129,1001259,2016-12-28 02:22:13,1,东京,日本,亚洲
100000022129,1001260,2016-12-28 02:27:51,1,大阪,日本,亚洲
100000022335,1001267,2017-06-10 22:25:50,1,大阪,日本,亚洲
100000022335,1001265,2017-06-10 21:59:21,0,东京,日本,亚洲
100000022417,1001270,2017-06-25 04:38:18,0,巴黎,法国,欧洲
100000022481,1001272,2016-12-04 05:31:58,0,旧金山,美国,北美洲
100000022499,1001275,2017-07-28 06:25:36,1,布鲁塞尔,比利时,欧洲
100000022571,1001279,2017-07-08 22:20:14,0,东京,日本,亚洲
100000022571,1001280,2017-06-17 11:45:06,0,东京,日本,亚洲
100000022571,1001278,2017-06-17 12:00:03,0,东京,日本,亚洲
100000022677,1001288,2017-05-13 22:42:32,0,高雄,中国台湾,亚洲
100000022761,1001289,2017-03-30 04:37:15,0,大阪,日本,亚洲
100000022801,1001295,2017-02-03 06:29:32,0,巴黎,法国,欧洲
100000022801,1001297,2017-02-03 06:12:02,0,巴黎,法国,欧洲
100000022801,1001296,2017-02-04 07:53:05,1,罗马,意大利,欧洲
100000022801,1001298,2017-02-04 08:02:28,1,罗马,意大利,欧洲
100000022801,1001294,2017-02-04 07:01:56,1,苏黎世,瑞士,欧洲
100000022801,1001293,2017-02-04 07:45:40,1,罗马,意大利,欧洲
100000023051,1001306,2017-06-13 07:56:04,0,波士顿,美国,北美洲
110020473123,1001340,2016-11-11 19:43:37,0,京都,日本,亚洲
110020473123,1001342,2017-08-24 19:38:03,0,墨尔本,澳大利亚,大洋洲
110020673328,1001356,2017-04-18 18:03:25,0,伦敦,英国,欧洲
110020773124,1001362,2016-11-09 17:03:22,0,阿德莱德,澳大利亚,大洋洲
110100014369,1001365,2017-07-06 21:37:37,0,大阪,日本,亚洲
110100014369,1001366,2017-07-06 21:49:42,0,大阪,日本,亚洲
110100014369,1001367,2017-07-06 07:15:34,0,大阪,日本,亚洲
110100016324,1001375,2017-06-27 06:40:21,0,温哥华,加拿大,北美洲
110100016324,1001374,2017-06-27 06:01:52,0,温哥华,加拿大,北美洲
110100016324,1001373,2017-06-27 06:45:06,1,温哥华,加拿大,北美洲
110100016324,1001372,2017-06-27 06:06:49,1,温哥华,加拿大,北美洲
110100016324,1001371,2017-06-27 06:14:46,1,温哥华,加拿大,北美洲
110100016726,1001380,2017-08-02 20:18:14,1,东京,日本,亚洲
110100016828,1001381,2017-07-09 21:46:17,0,吉隆坡,马来西亚,亚洲
110100018468,1001392,2017-07-21 03:30:26,0,东京,日本,亚洲
110100018468,1001393,2017-07-06 23:57:31,0,东京,日本,亚洲
110100033067,1001397,2017-07-18 14:25:33,1,东京,日本,亚洲
110100033067,1001396,2017-07-19 16:38:46,1,东京,日本,亚洲
110100073827,1001404,2017-07-03 11:59:31,0,伦敦,英国,欧洲
110100116423,1001415,2017-07-01 00:26:06,1,垦丁,中国台湾,亚洲
110100118669,1001421,2017-07-16 05:48:32,0,台北,中国台湾,亚洲
110100118669,1001422,2017-07-15 09:23:33,0,台北,中国台湾,亚洲
110100135162,1001424,2017-07-14 13:54:59,0,纽约,美国,北美洲
110100135562,1001429,2017-07-15 19:35:30,0,卡尔加里,加拿大,北美洲
110100171021,1001433,2017-07-02 01:08:00,0,奥克兰,新西兰,大洋洲
110100171021,1001434,2017-07-09 19:46:06,0,奥克兰,新西兰,大洋洲
110100173725,1001439,2017-07-05 05:29:17,0,新加坡,新加坡,亚洲
110100218568,1001447,2017-07-13 16:11:34,0,东京,日本,亚洲
110100273229,1001456,2017-06-29 01:21:17,0,台北,中国台湾,亚洲
110100273229,1001457,2017-06-27 18:14:37,0,台北,中国台湾,亚洲
110100273229,1001458,2017-07-08 04:39:20,1,台北,中国台湾,亚洲
110100273229,1001459,2017-07-08 06:09:24,1,台北,中国台湾,亚洲
110100273229,1001460,2017-07-08 05:14:00,1,台北,中国台湾,亚洲
110100273229,1001461,2017-07-08 05:50:08,1,台北,中国台湾,亚洲
110100273825,1001463,2017-06-26 19:56:44,0,香港,中国香港,亚洲
110100318867,1001470,2017-07-05 03:39:18,0,悉尼,澳大利亚,大洋洲
110100333066,1001472,2017-07-25 00:49:02,0,巴黎,法国,欧洲
110100333066,1001474,2017-07-25 00:52:56,0,巴黎,法国,欧洲
110100333868,1001475,2017-07-07 04:03:24,0,布里斯班,澳大利亚,大洋洲
110100333868,1001476,2017-07-04 08:42:58,0,布里斯班,澳大利亚,大洋洲
110100335665,1001482,2017-07-06 21:05:30,0,纽约,美国,北美洲
110100418369,1001502,2017-07-11 06:05:45,0,伦敦,英国,欧洲
110100473027,1001515,2017-07-02 20:18:52,0,济州岛,韩国,亚洲
110100473524,1001521,2017-06-29 21:16:05,0,拉斯维加斯,美国,北美洲
110100473524,1001520,2017-06-29 16:32:36,0,拉斯维加斯,美国,北美洲
110100473524,1001519,2017-06-28 22:00:05,0,拉斯维加斯,美国,北美洲
110100512625,1001526,2017-07-04 08:02:55,1,旧金山,美国,北美洲
110100512728,1001528,2017-07-05 08:46:20,0,墨尔本,澳大利亚,大洋洲
110100514164,1001533,2017-08-01 06:10:32,0,普吉岛,泰国,亚洲
110100516323,1001538,2017-08-25 05:06:58,0,大阪,日本,亚洲
110100516727,1001545,2017-07-04 00:26:37,0,新加坡,新加坡,亚洲
110100516927,1001550,2017-07-04 17:20:27,0,新加坡,新加坡,亚洲
110100518264,1001558,2017-07-15 08:20:35,0,纽约,美国,北美洲
110100518265,1001561,2017-07-08 21:59:34,0,苏梅岛,泰国,亚洲
110100518265,1001559,2017-07-08 22:22:07,0,苏梅岛,泰国,亚洲
110100518665,1001562,2017-07-09 04:06:14,0,槟城,马来西亚,亚洲
110100535669,1001566,2017-07-09 22:07:20,0,布里斯班,澳大利亚,大洋洲
110100535669,1001567,2017-07-19 23:33:19,0,杜塞尔多夫,德国,欧洲
110100535669,1001568,2017-07-10 00:08:19,0,布里斯班,澳大利亚,大洋洲
110100573022,1001574,2017-07-04 17:30:48,0,圣彼得堡,俄罗斯,欧洲
110100573527,1001578,2017-07-12 05:23:59,0,蒙特利尔,加拿大,北美洲
110100614366,1001586,2017-07-08 06:59:49,0,金边,柬埔寨,亚洲
110100618264,1001593,2017-07-20 03:13:23,0,华盛顿,美国,北美洲
110100618264,1001595,2017-07-20 03:16:13,0,华盛顿,美国,北美洲
110100618264,1001596,2017-07-20 03:17:14,0,华盛顿,美国,北美洲
110100618264,1001597,2017-07-20 03:11:37,0,华盛顿,美国,北美洲
110100618567,1001599,2017-07-17 22:32:42,0,名古屋,日本,亚洲
110100618567,1001600,2017-07-18 00:41:45,0,名古屋,日本,亚洲
110100618567,1001601,2017-07-17 23:02:01,0,名古屋,日本,亚洲
110100618863,1001605,2017-08-31 17:18:10,0,悉尼,澳大利亚,大洋洲
110100618863,1001606,2017-07-08 01:29:04,0,悉尼,澳大利亚,大洋洲
110100633862,1001613,2017-07-12 04:50:43,1,东京,日本,亚洲
110100633862,1001611,2017-07-12 23:13:57,1,东京,日本,亚洲
110100633862,1001610,2017-07-12 23:13:57,0,东京,日本,亚洲
110100633862,1001609,2017-07-12 23:13:57,1,东京,日本,亚洲
110100635661,1001617,2017-07-09 02:19:54,0,东京,日本,亚洲
110100635766,1001621,2017-07-07 22:06:34,0,首尔,韩国,亚洲
110100712727,1001628,2017-06-30 06:25:41,0,旧金山,美国,北美洲
110100712727,1001629,2017-06-30 08:21:24,0,旧金山,美国,北美洲
110100712727,1001630,2017-06-30 08:37:30,0,旧金山,美国,北美洲
110100712727,1001631,2017-07-11 16:45:29,0,温哥华,加拿大,北美洲
110100712727,1001632,2017-07-03 14:56:12,0,旧金山,美国,北美洲
110100735566,1001643,2017-07-13 22:09:26,0,芝加哥,美国,北美洲
110100773229,1001646,2017-06-29 21:04:02,0,洛杉矶,美国,北美洲
110100816124,1001649,2017-07-05 18:46:42,0,阿德莱德,澳大利亚,大洋洲
110100816923,1001653,2017-07-02 05:04:39,0,新加坡,新加坡,亚洲
110100818564,1001656,2017-07-10 04:26:28,1,台中,中国台湾,亚洲
110100818564,1001658,2017-07-12 06:23:46,1,台北,中国台湾,亚洲
110100818565,1001659,2017-08-07 22:40:49,0,东京,日本,亚洲
110100818565,1001660,2017-07-10 05:04:01,0,东京,日本,亚洲
110100818565,1001662,2017-08-13 05:58:28,1,东京,日本,亚洲
110100818965,1001664,2017-07-16 20:47:47,0,新加坡,新加坡,亚洲
110100835863,1001671,2017-07-09 23:00:48,0,槟城,马来西亚,亚洲
110100835863,1001672,2017-07-09 21:47:27,0,吉隆坡,马来西亚,亚洲
110100835863,1001673,2017-07-12 20:08:13,0,槟城,马来西亚,亚洲
110100873926,1001683,2017-07-02 22:12:49,0,新加坡,新加坡,亚洲
110100935462,1001693,2017-07-13 19:03:33,0,台中,中国台湾,亚洲
110100935462,1001692,2017-07-16 23:52:19,0,台中,中国台湾,亚洲
110100935462,1001690,2017-07-16 23:48:50,0,台中,中国台湾,亚洲
110101012725,1001712,2017-05-08 10:02:03,0,洛杉矶,美国,北美洲
110101014163,1001716,2017-05-08 10:15:12,0,台北,中国台湾,亚洲
110101016424,1001721,2017-04-17 08:22:06,0,东京,日本,亚洲
110101016528,1001723,2017-04-17 22:24:29,0,台北,中国台湾,亚洲
110101016824,1001726,2017-04-17 02:31:57,0,新山,马来西亚,亚洲
110101018269,1001734,2017-04-19 03:36:09,0,悉尼,澳大利亚,大洋洲
110101018565,1001740,2017-05-25 17:40:54,0,布里斯班,澳大利亚,大洋洲
110101018565,1001741,2017-04-17 02:17:25,0,墨尔本,澳大利亚,大洋洲
110101018565,1001742,2017-04-18 16:16:07,0,悉尼,澳大利亚,大洋洲
110101018862,1001747,2017-04-24 10:25:27,0,旧金山,美国,北美洲
110101018862,1001748,2017-04-20 19:07:40,0,旧金山,美国,北美洲
110101073020,1001760,2017-04-29 20:46:22,0,曼谷,泰国,亚洲
110101073129,1001765,2017-04-18 02:04:11,0,洛杉矶,美国,北美洲
110101073528,1001769,2017-05-20 06:06:03,0,东京,日本,亚洲
110101073823,1001772,2017-05-29 00:11:53,0,曼谷,泰国,亚洲
110101112925,1001781,2017-05-02 03:32:27,0,台北,中国台湾,亚洲
110101114268,1001786,2017-07-05 22:01:10,0,岘港,越南,亚洲
110101114365,1001789,2017-06-08 19:22:45,0,新加坡,新加坡,亚洲
110101114365,1001790,2017-06-08 19:29:39,0,新加坡,新加坡,亚洲
110101114365,1001791,2017-06-08 19:14:11,0,新加坡,新加坡,亚洲
110101118767,1001798,2017-04-23 07:49:44,0,曼谷,泰国,亚洲
110101118767,1001799,2017-06-08 11:46:58,0,曼谷,泰国,亚洲
110101118767,1001800,2017-04-23 02:48:02,0,曼谷,泰国,亚洲
110101118860,1001803,2017-08-07 20:34:57,0,吉隆坡,马来西亚,亚洲
110101118860,1001804,2017-05-24 19:31:53,0,吉隆坡,马来西亚,亚洲
110101118860,1001805,2017-06-14 07:28:49,0,吉隆坡,马来西亚,亚洲
110101118860,1001806,2017-05-25 18:31:44,0,吉隆坡,马来西亚,亚洲
110101135461,1001812,2017-06-24 17:19:10,0,台中,中国台湾,亚洲
110101173321,1001825,2017-04-21 18:30:08,0,华盛顿,美国,北美洲
110101173324,1001826,2017-06-23 17:34:23,0,香港,中国香港,亚洲
110101173324,1001827,2017-05-17 17:42:16,0,新加坡,新加坡,亚洲
110101173324,1001828,2017-06-23 17:47:17,0,香港,中国香港,亚洲
110101173324,1001829,2017-05-17 17:46:57,0,新加坡,新加坡,亚洲
110101173327,1001831,2017-05-21 18:34:12,0,台北,中国台湾,亚洲
110101173728,1001835,2017-04-22 22:13:56,0,纽约,美国,北美洲
110101173728,1001837,2017-04-27 13:34:47,0,纽约,美国,北美洲
110101210025,1001840,2017-05-18 00:52:35,0,悉尼,澳大利亚,大洋洲
110101210025,1001842,2017-05-29 02:44:04,0,悉尼,澳大利亚,大洋洲
110101210169,1001846,2017-06-02 17:23:06,0,台北,中国台湾,亚洲
110101210461,1001851,2017-05-18 20:12:10,0,台北,中国台湾,亚洲
110101210461,1001852,2017-04-20 05:17:02,0,台北,中国台湾,亚洲
110101212568,1001869,2017-05-07 12:59:18,0,纽约,美国,北美洲
110101212820,1001873,2017-07-05 16:19:11,0,台北,中国台湾,亚洲
110101212820,1001875,2017-04-18 01:57:30,0,香港,中国香港,亚洲
110101212927,1001877,2017-06-20 18:56:54,0,洛杉矶,美国,北美洲
110101214466,1001884,2017-04-25 04:08:25,0,暹粒,柬埔寨,亚洲
110101214769,1001885,2017-06-02 23:29:24,0,沙巴--亚庇,马来西亚,亚洲
110101216163,1001888,2017-06-21 04:28:43,0,香港,中国香港,亚洲
110101216425,1001892,2017-04-28 04:18:34,0,台北,中国台湾,亚洲
110101216425,1001894,2017-04-29 02:53:28,0,台北,中国台湾,亚洲
110101216425,1001895,2017-04-28 04:13:25,0,台北,中国台湾,亚洲
110101216425,1001896,2017-04-28 04:15:13,0,台北,中国台湾,亚洲
110101216628,1001905,2017-04-19 08:41:21,0,巴厘岛,印度尼西亚,亚洲
110101216628,1001904,2017-07-04 22:55:20,0,曼谷,泰国,亚洲
110101216628,1001903,2017-09-04 08:50:34,0,北海道--札幌,日本,亚洲
110101216628,1001901,2017-04-20 02:58:34,0,巴厘岛,印度尼西亚,亚洲
110101217229,1001916,2017-05-07 08:53:04,0,东京,日本,亚洲
110101217621,1001918,2017-06-06 02:34:51,0,曼谷,泰国,亚洲
110101217621,1001919,2017-06-08 15:43:02,0,清迈,泰国,亚洲
110101217621,1001920,2017-06-09 20:47:00,0,曼谷,泰国,亚洲
110101235165,1001935,2017-06-16 20:18:04,0,台北,中国台湾,亚洲
110101235363,1001938,2017-04-29 18:04:39,0,新加坡,新加坡,亚洲
