userid,click1_rate,click2_rate,click3_rate,click4_rate,click5_rate,click6_rate,click7_rate,click8_rate,click9_rate
100000001023,0.4688279301745636,0.00997506234413965,0.012468827930174564,0.004987531172069825,0.2793017456359102,0.1745635910224439,0.014962593516209476,0.02743142144638404,0.007481296758104738
100000001195,0.3333333333333333,,,,0.6666666666666666,,,,
100000001231,0.42857142857142855,,,,0.45714285714285713,0.08571428571428572,,0.02857142857142857,
100000001295,0.3076923076923077,,,,0.46153846153846156,0.1282051282051282,0.05128205128205128,0.02564102564102564,0.02564102564102564
100000001343,0.26666666666666666,,,,0.2,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.06666666666666667
100000001505,0.16049382716049382,0.08641975308641975,0.06172839506172839,0.012345679012345678,0.2345679012345679,0.20987654320987653,0.08641975308641975,0.07407407407407407,0.07407407407407407
100000001557,0.36363636363636365,,,,0.5454545454545454,0.09090909090909091,,,
100000001683,0.36,0.04,,,0.36,0.2,0.04,,
100000001711,0.09302325581395349,,,,0.46511627906976744,0.3488372093023256,,0.046511627906976744,0.046511627906976744
100000001803,0.3125,,,,0.6875,,,,
100000001955,0.15384615384615385,0.038461538461538464,,,0.23076923076923078,0.19230769230769232,0.15384615384615385,0.11538461538461539,0.11538461538461539
100000001963,0.25,,,,0.5,0.25,,,
100000002111,0.25925925925925924,,,,0.5185185185185185,0.2222222222222222,,,
100000002165,1.0,,,,,,,,
100000002179,0.46296296296296297,,,,0.48148148148148145,0.05555555555555555,,,
100000002199,0.30612244897959184,,,,0.2857142857142857,0.32653061224489793,,0.061224489795918366,0.02040816326530612
100000002215,0.21428571428571427,0.09523809523809523,,0.023809523809523808,0.42857142857142855,0.21428571428571427,0.023809523809523808,,
100000002243,0.3953488372093023,0.11627906976744186,,0.13953488372093023,0.20930232558139536,0.09302325581395349,,0.023255813953488372,0.023255813953488372
100000002245,0.75,,,,0.25,,,,
100000002271,0.2727272727272727,,0.18181818181818182,0.09090909090909091,0.36363636363636365,,0.09090909090909091,,
100000002307,0.5,,,,0.375,0.125,,,
100000002363,0.6410256410256411,0.02564102564102564,,0.05128205128205128,0.1282051282051282,0.15384615384615385,,,
100000002371,0.3877551020408163,,,,0.2857142857142857,0.20408163265306123,0.02040816326530612,0.08163265306122448,0.02040816326530612
100000002535,0.5,0.07534246575342465,0.03424657534246575,0.2945205479452055,0.08904109589041095,0.00684931506849315,,,
100000002581,0.5,,,,0.5,,,,
100000002653,,,,,1.0,,,,
100000002811,0.5714285714285714,,0.11428571428571428,,0.2,0.08571428571428572,0.02857142857142857,,
100000002873,,0.5,,,0.5,,,,
100000002879,0.6458333333333334,0.020833333333333332,0.041666666666666664,,0.25,0.020833333333333332,0.020833333333333332,,
100000003091,0.4074074074074074,,,,0.25925925925925924,0.3333333333333333,,,
100000003097,0.32,,,,0.36,0.16,,0.12,0.04
100000003311,0.31952662721893493,0.03550295857988166,0.01775147928994083,0.05917159763313609,0.378698224852071,0.15384615384615385,,0.023668639053254437,0.011834319526627219
100000003461,0.21428571428571427,0.2619047619047619,0.11904761904761904,0.14285714285714285,0.16666666666666666,0.07142857142857142,,0.023809523809523808,
100000003483,0.4166666666666667,,,,0.16666666666666666,0.25,,0.08333333333333333,0.08333333333333333
100000003559,1.0,,,,,,,,
100000003611,0.2857142857142857,,,,0.2857142857142857,0.42857142857142855,,,
100000003639,0.4827586206896552,,,,0.3448275862068966,0.06896551724137931,0.06896551724137931,,0.034482758620689655
100000003685,0.3357245337159254,0.1133428981348637,0.01291248206599713,0.015781922525107604,0.4146341463414634,0.09612625538020086,0.0014347202295552368,0.00430416068866571,0.005738880918220947
100000003805,0.3888888888888889,,,0.05555555555555555,0.2777777777777778,0.16666666666666666,0.1111111111111111,,
100000003875,0.6363636363636364,,,,0.2727272727272727,,0.09090909090909091,,
100000003891,0.5714285714285714,,,,0.2857142857142857,0.047619047619047616,,0.047619047619047616,0.047619047619047616
100000003941,0.1111111111111111,,,,0.8888888888888888,,,,
100000004163,0.2857142857142857,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.32142857142857145,0.21428571428571427,,,0.07142857142857142
100000004223,1.0,,,,,,,,
100000004277,0.34146341463414637,0.016260162601626018,,,0.45528455284552843,0.17073170731707318,0.008130081300813009,0.008130081300813009,
100000004297,0.21428571428571427,,,,0.42857142857142855,0.21428571428571427,,0.14285714285714285,
100000004303,0.5,,,,,0.5,,,
100000004317,0.5135135135135135,,0.013513513513513514,,0.2972972972972973,0.13513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514
100000004319,0.6724137931034483,,,,0.22413793103448276,0.08620689655172414,0.017241379310344827,,
100000004359,0.3333333333333333,,,,0.6111111111111112,0.05555555555555555,,,
100000004429,0.3815789473684211,,0.013157894736842105,0.02631578947368421,0.42105263157894735,0.15789473684210525,,,
100000004453,0.5,,,,0.4375,0.0625,,,
100000004529,0.23076923076923078,,,,0.4230769230769231,0.34615384615384615,,,
100000004867,0.6530612244897959,,,,0.25510204081632654,0.05102040816326531,,0.02040816326530612,0.02040816326530612
100000005007,0.33689839572192515,,,,0.47593582887700536,0.17647058823529413,,0.0106951871657754,
100000005091,0.38271604938271603,,,,0.49382716049382713,0.12345679012345678,,,
100000005125,0.5625,0.0625,,,0.375,,,,
100000005513,0.1276595744680851,,,,0.5957446808510638,0.2765957446808511,,,
100000005649,0.18518518518518517,,,,0.4074074074074074,0.4074074074074074,,,
100000005719,,,,,0.8888888888888888,,,0.1111111111111111,
100000005739,0.27906976744186046,,0.023255813953488372,0.023255813953488372,0.3488372093023256,0.3023255813953488,0.023255813953488372,,
100000005755,0.20689655172413793,,,,0.5,0.29310344827586204,,,
100000005805,0.5,,,,0.5,,,,
100000005955,0.7142857142857143,,,,0.2857142857142857,,,,
100000006005,0.24,,,,0.42,0.34,,,
100000006013,0.7090909090909091,,0.01818181818181818,,0.2,0.05454545454545454,0.01818181818181818,,
100000006081,0.45714285714285713,,,,0.1523809523809524,0.06666666666666667,0.009523809523809525,0.1523809523809524,0.1619047619047619
100000006123,0.36363636363636365,,,,0.5454545454545454,0.09090909090909091,,,
100000006395,0.3076923076923077,,,,0.38461538461538464,0.23076923076923078,0.07692307692307693,,
100000006487,0.75,,0.019230769230769232,,0.23076923076923078,,,,
100000006539,0.14814814814814814,,,,0.5555555555555556,0.2962962962962963,,,
100000006569,0.4117647058823529,,,,0.5294117647058824,0.058823529411764705,,,
100000006605,0.5625,,,,0.3125,0.0625,0.0625,,
100000006647,0.23809523809523808,0.14285714285714285,,,0.4523809523809524,0.16666666666666666,,,
100000006857,0.2222222222222222,0.08333333333333333,,0.19444444444444445,0.4722222222222222,0.027777777777777776,,,
100000006933,0.13333333333333333,,,,0.8,0.06666666666666667,,,
100000006981,0.37037037037037035,,,,0.3148148148148148,0.14814814814814814,,0.09259259259259259,0.07407407407407407
100000007073,0.5,,,,0.25,0.25,,,
100000007079,0.2916666666666667,,,,0.4791666666666667,0.16666666666666666,0.020833333333333332,0.020833333333333332,0.020833333333333332
100000007283,0.2,,,,0.6,0.2,,,
100000007329,0.25,,,,0.25,0.5,,,
100000007367,,,,,1.0,,,,
100000007409,0.11917098445595854,0.24870466321243523,0.031088082901554404,0.37823834196891193,0.15025906735751296,0.015544041450777202,0.0051813471502590676,0.031088082901554404,0.02072538860103627
100000007457,0.5,,,,0.25,0.25,,,
100000007533,0.4444444444444444,,,,0.4444444444444444,0.1111111111111111,,,
100000007609,0.6176470588235294,,,,0.08823529411764706,0.058823529411764705,,0.20588235294117646,0.029411764705882353
100000007639,0.5,,,,0.4090909090909091,0.09090909090909091,,,
100000007745,,,,,,,1.0,,
100000007753,0.2631578947368421,,,,0.631578947368421,0.10526315789473684,,,
100000007785,0.05263157894736842,0.18947368421052632,0.14736842105263157,0.2631578947368421,0.15789473684210525,0.07368421052631578,0.06315789473684211,0.021052631578947368,0.031578947368421054
100000008119,0.4444444444444444,,,,0.2222222222222222,0.25,,0.08333333333333333,
100000008253,0.2916666666666667,0.041666666666666664,0.0625,,0.4166666666666667,0.16666666666666666,0.020833333333333332,,
100000008425,0.11764705882352941,0.049019607843137254,0.3333333333333333,0.00980392156862745,0.30392156862745096,0.1568627450980392,0.029411764705882353,,
100000008481,0.2857142857142857,,,,0.42857142857142855,0.2857142857142857,,,
100000008483,0.2857142857142857,,,,0.40476190476190477,0.21428571428571427,,0.047619047619047616,0.047619047619047616
100000008529,0.38636363636363635,0.20454545454545456,0.045454545454545456,,0.18181818181818182,0.1590909090909091,0.022727272727272728,,
100000008565,0.6666666666666666,,,,0.3333333333333333,,,,
100000008995,0.09523809523809523,0.031746031746031744,0.38095238095238093,0.015873015873015872,0.38095238095238093,0.06349206349206349,0.015873015873015872,0.007936507936507936,0.007936507936507936
100000009017,0.2608695652173913,0.17391304347826086,,,0.17391304347826086,0.17391304347826086,0.13043478260869565,0.043478260869565216,0.043478260869565216
100000009249,0.5454545454545454,,,,0.36363636363636365,0.09090909090909091,,,
100000009417,0.3181818181818182,,,,0.5454545454545454,0.13636363636363635,,,
100000009463,0.41935483870967744,,,,0.3548387096774194,0.1935483870967742,,0.016129032258064516,0.016129032258064516
100000009481,0.20833333333333334,,,,0.3333333333333333,0.4583333333333333,,,
100000009491,0.4,,0.05,,0.2,0.2,0.05,0.05,0.05
100000009583,,,,,0.5714285714285714,0.42857142857142855,,,
100000009611,0.23684210526315788,0.02631578947368421,0.013157894736842105,0.02631578947368421,0.5394736842105263,0.06578947368421052,0.039473684210526314,0.02631578947368421,0.02631578947368421
100000009743,0.1746031746031746,0.2222222222222222,0.4444444444444444,0.047619047619047616,0.07936507936507936,0.031746031746031744,,,
100000009771,1.0,,,,,,,,
100000009773,0.38271604938271603,0.024691358024691357,,,0.2962962962962963,0.2716049382716049,0.012345679012345678,0.012345679012345678,
100000009807,0.3404255319148936,,,0.02127659574468085,0.40425531914893614,0.23404255319148937,,,
100000009925,0.275,0.0375,0.05,,0.2375,0.2375,0.0875,0.0375,0.0375
100000010101,0.37755102040816324,0.030612244897959183,0.05102040816326531,0.14285714285714285,0.1836734693877551,0.19387755102040816,0.02040816326530612,,
100000010161,0.2537313432835821,,0.08955223880597014,0.029850746268656716,0.31343283582089554,0.19402985074626866,0.029850746268656716,0.05970149253731343,0.029850746268656716
100000010177,0.563615891909281,0.028792021875502654,0.012385394884992762,0.028148624738619912,0.2832555895126267,0.0653048093935982,0.005147177095061927,0.008525012063696316,0.004825478526620556
100000010199,0.2647058823529412,0.14338235294117646,0.09926470588235294,0.03308823529411765,0.24632352941176472,0.15073529411764705,0.014705882352941176,0.03676470588235294,0.011029411764705883
100000010239,0.3157894736842105,,,,0.47368421052631576,0.10526315789473684,,0.05263157894736842,0.05263157894736842
100000010247,0.5263157894736842,,,,0.15789473684210525,0.10526315789473684,,0.10526315789473684,0.10526315789473684
100000010249,0.16304347826086957,0.010869565217391304,,0.08695652173913043,0.41304347826086957,0.30434782608695654,0.021739130434782608,,
100000010279,0.45454545454545453,,,,0.45454545454545453,0.09090909090909091,,,
100000010287,0.36936936936936937,0.06306306306306306,0.08108108108108109,0.3063063063063063,0.17117117117117117,,0.009009009009009009,,
100000010293,0.3333333333333333,,,,0.3333333333333333,0.3333333333333333,,,
100000010297,0.1111111111111111,,,,0.6666666666666666,0.2222222222222222,,,
100000011105,0.4,,,,0.4,0.2,,,
100000011131,0.15151515151515152,,,,0.5393939393939394,0.24242424242424243,,0.05454545454545454,0.012121212121212121
100000011325,0.02,,,,0.58,0.4,,,
100000011427,0.5714285714285714,,,,0.14285714285714285,0.14285714285714285,,0.07142857142857142,0.07142857142857142
100000011573,0.3333333333333333,0.1111111111111111,,,0.2222222222222222,0.2222222222222222,0.1111111111111111,,
100000011591,0.25,,,,0.25,0.4,,0.05,0.05
100000011653,0.6111111111111112,,,,0.25925925925925924,0.05555555555555555,,0.037037037037037035,0.037037037037037035
100000011741,0.3,,0.02,,0.4,0.18,,0.06,0.04
100000011755,0.1875,,,,0.5,0.3125,,,
100000011763,0.08695652173913043,,,,0.6956521739130435,0.13043478260869565,0.08695652173913043,,
100000011845,0.11428571428571428,,,,0.5428571428571428,0.11428571428571428,,0.11428571428571428,0.11428571428571428
100000011933,0.673469387755102,,0.02040816326530612,,0.20408163265306123,0.061224489795918366,,0.02040816326530612,0.02040816326530612
100000012027,1.0,,,,,,,,
100000012133,0.42857142857142855,,,,0.14285714285714285,0.2857142857142857,,0.07142857142857142,0.07142857142857142
100000012137,0.07692307692307693,0.23076923076923078,,0.3076923076923077,0.38461538461538464,,,,
100000012213,0.18181818181818182,,,,0.5454545454545454,0.2727272727272727,,,
100000012219,0.5294117647058824,,,,0.23529411764705882,0.09803921568627451,,0.09803921568627451,0.0392156862745098
100000012235,1.0,,,,,,,,
100000012277,0.29411764705882354,,,,0.5294117647058824,0.17647058823529413,,,
100000012341,0.29411764705882354,,,,0.3235294117647059,0.3235294117647059,0.029411764705882353,0.029411764705882353,
100000012367,0.43243243243243246,,,,0.40540540540540543,0.13513513513513514,,0.02702702702702703,
100000012405,0.4666666666666667,,,,0.35555555555555557,0.17777777777777778,,,
100000012441,0.2727272727272727,0.09090909090909091,,0.045454545454545456,0.3181818181818182,0.2727272727272727,,,
100000012507,0.36363636363636365,,,,0.4393939393939394,0.10606060606060606,,0.09090909090909091,
100000012713,0.7142857142857143,,,,0.14285714285714285,0.14285714285714285,,,
100000012715,0.08928571428571429,,,,0.625,0.26785714285714285,,0.017857142857142856,
100000012717,0.09411764705882353,,,,0.5529411764705883,0.3411764705882353,,0.011764705882352941,
100000012719,0.2727272727272727,,,,0.36363636363636365,0.3181818181818182,0.045454545454545456,,
100000012793,0.2,,,,0.4,0.4,,,
100000012867,0.4,,,,0.26666666666666666,0.3333333333333333,,,
100000012885,0.6666666666666666,,,,0.3333333333333333,,,,
100000012889,0.32142857142857145,,,,0.32142857142857145,0.21428571428571427,0.07142857142857142,0.03571428571428571,0.03571428571428571
100000012931,0.4262295081967213,,0.06557377049180328,,0.32786885245901637,0.11475409836065574,0.03278688524590164,0.01639344262295082,0.01639344262295082
100000012965,0.24,,0.16,0.04,0.24,0.16,0.08,0.04,0.04
100000012981,0.25,,,,0.44285714285714284,0.30714285714285716,,,
100000013027,0.4444444444444444,,,,0.3333333333333333,0.2222222222222222,,,
100000013381,0.47619047619047616,,,,0.3333333333333333,0.14285714285714285,,0.047619047619047616,
100000013429,0.5,,,,0.375,0.125,,,
100000013461,,,,,0.75,,,0.25,
100000013471,0.33962264150943394,0.018867924528301886,,,0.2830188679245283,0.2641509433962264,0.03773584905660377,0.018867924528301886,0.03773584905660377
100000013499,0.45901639344262296,,,,0.2459016393442623,0.21311475409836064,,0.04918032786885246,0.03278688524590164
100000013669,0.4117647058823529,,,,0.5882352941176471,,,,
100000013673,0.125,,,,0.375,0.125,0.375,,
100000013837,0.10714285714285714,0.10714285714285714,,,0.4642857142857143,0.21428571428571427,0.10714285714285714,,
100000013965,0.2537313432835821,,,0.014925373134328358,0.47761194029850745,0.22388059701492538,,0.029850746268656716,
100000014029,0.4,,,,0.25,0.35,,,
100000014143,0.09523809523809523,,,,0.5238095238095238,0.3333333333333333,,0.047619047619047616,
100000014259,0.37254901960784315,,,,0.3137254901960784,0.23529411764705882,,0.0392156862745098,0.0392156862745098
100000014271,0.2564102564102564,0.05128205128205128,0.02564102564102564,0.05128205128205128,0.3333333333333333,0.1794871794871795,0.05128205128205128,0.02564102564102564,0.02564102564102564
100000014311,0.22448979591836735,0.047619047619047616,0.02040816326530612,0.22448979591836735,0.2925170068027211,0.17687074829931973,0.013605442176870748,,
100000014315,0.24528301886792453,,,,0.4339622641509434,0.3018867924528302,0.018867924528301886,,
100000014383,0.3333333333333333,,,,0.2753623188405797,0.3333333333333333,,0.043478260869565216,0.014492753623188406
100000014421,0.5333333333333333,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.17777777777777778,0.13333333333333333,0.06666666666666667,0.022222222222222223,
100000014423,0.4444444444444444,,,,0.2962962962962963,0.14814814814814814,,0.07407407407407407,0.037037037037037035
100000014449,0.36363636363636365,,,,0.45454545454545453,0.18181818181818182,,,
100000014641,0.9166666666666666,,,,0.08333333333333333,,,,
100000014679,0.3,,,,0.45,0.175,,0.075,
100000014745,0.5348837209302325,,,,0.23255813953488372,0.13953488372093023,,0.046511627906976744,0.046511627906976744
100000014865,0.8333333333333334,,0.16666666666666666,,,,,,
100000014899,0.25,,0.015625,,0.328125,0.375,,0.015625,0.015625
100000014949,0.2916666666666667,0.041666666666666664,,0.25,0.20833333333333334,0.16666666666666666,0.041666666666666664,,
100000014973,0.3333333333333333,,,,0.4444444444444444,0.16666666666666666,,0.05555555555555555,
100000014981,0.2777777777777778,,,,0.3333333333333333,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.08333333333333333
100000015043,0.375,,,,0.375,0.25,,,
100000015129,0.25,,,,0.25,0.42857142857142855,,0.03571428571428571,0.03571428571428571
100000015145,0.3333333333333333,,,,0.5555555555555556,0.1111111111111111,,,
100000015153,0.30434782608695654,0.13043478260869565,0.043478260869565216,0.21739130434782608,0.21739130434782608,0.08695652173913043,,,
100000015213,0.75,,,,0.14583333333333334,0.041666666666666664,,0.0625,
100000015223,0.32231404958677684,,,,0.5041322314049587,0.1652892561983471,,0.008264462809917356,
100000015275,0.3333333333333333,,,,0.3333333333333333,0.2222222222222222,,0.1111111111111111,
100000015433,0.18518518518518517,,,,0.5555555555555556,0.2222222222222222,,0.024691358024691357,0.012345679012345678
100000015475,,,,,1.0,,,,
100000015747,0.16666666666666666,0.16666666666666666,,,0.3333333333333333,0.3333333333333333,,,
100000015791,0.2540983606557377,,,,0.639344262295082,0.10655737704918032,,,
100000015969,0.22727272727272727,,,,0.3181818181818182,0.20454545454545456,,0.18181818181818182,0.06818181818181818
100000016009,0.25,,,,0.625,0.125,,,
100000016197,0.23529411764705882,,,,0.5294117647058824,0.23529411764705882,,,
100000016219,0.4,,,,0.6,,,,
100000016265,0.2336448598130841,0.018691588785046728,0.1308411214953271,,0.2803738317757009,0.17757009345794392,0.056074766355140186,0.056074766355140186,0.04672897196261682
100000016341,0.19310344827586207,,,,0.3931034482758621,0.14482758620689656,0.013793103448275862,0.14482758620689656,0.1103448275862069
100000016351,0.4166666666666667,,,,0.25,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333
100000016391,0.2972972972972973,,,,0.4594594594594595,0.24324324324324326,,,
100000016831,0.2857142857142857,,,,0.37142857142857144,0.14285714285714285,0.08571428571428572,0.05714285714285714,0.05714285714285714
100000016845,0.26666666666666666,,,,0.3333333333333333,0.3333333333333333,,0.06666666666666667,
100000016861,0.5384615384615384,0.06153846153846154,,,0.26153846153846155,0.06153846153846154,0.03076923076923077,0.015384615384615385,0.03076923076923077
100000016987,0.3076923076923077,,,,0.3333333333333333,0.358974358974359,,,
100000017177,0.35365853658536583,,,,0.36585365853658536,0.12195121951219512,,0.07317073170731707,0.08536585365853659
100000017277,0.2388663967611336,0.032388663967611336,0.02834008097165992,0.008097165991902834,0.291497975708502,0.3319838056680162,0.016194331983805668,0.04048582995951417,0.012145748987854251
100000017281,0.25925925925925924,,,,0.37037037037037035,0.2222222222222222,,0.07407407407407407,0.07407407407407407
100000017345,0.6666666666666666,,,,0.3333333333333333,,,,
100000017367,0.1875,,,,0.3541666666666667,0.20833333333333334,,0.1875,0.0625
100000017465,0.16216216216216217,,0.43243243243243246,0.05405405405405406,0.1891891891891892,0.10810810810810811,0.05405405405405406,,
100000017469,0.6521739130434783,,,,0.21739130434782608,0.043478260869565216,,0.043478260869565216,0.043478260869565216
100000017505,0.45454545454545453,,,,0.5454545454545454,,,,
100000017691,0.23076923076923078,,,,0.38461538461538464,0.25,,0.07692307692307693,0.057692307692307696
100000017693,0.3939393939393939,,,,0.36363636363636365,0.24242424242424243,,,
100000017965,1.0,,,,,,,,
100000018097,0.16666666666666666,,,,0.5,0.3333333333333333,,,
100000018117,0.3125,,,,0.5625,0.125,,,
100000018123,,,,,1.0,,,,
100000018259,0.7021276595744681,,,,0.2127659574468085,0.0425531914893617,,0.0425531914893617,
100000018413,0.09433962264150944,0.1509433962264151,0.5471698113207547,0.03773584905660377,0.07547169811320754,0.07547169811320754,0.018867924528301886,,
100000018417,0.4166666666666667,,,,0.3333333333333333,0.08333333333333333,,0.08333333333333333,0.08333333333333333
100000018629,0.15151515151515152,0.15151515151515152,0.06060606060606061,0.09090909090909091,0.48484848484848486,0.030303030303030304,0.030303030303030304,,
100000018905,0.1875,0.08333333333333333,0.3333333333333333,0.020833333333333332,0.22916666666666666,0.125,0.020833333333333332,,
100000018941,0.5,,,,0.5,,,,
100000018979,0.15306122448979592,0.09183673469387756,0.32653061224489793,0.14285714285714285,0.20408163265306123,0.04081632653061224,0.02040816326530612,0.01020408163265306,0.01020408163265306
100000019251,0.22857142857142856,,,,0.6,0.08571428571428572,,0.08571428571428572,
100000019375,0.4117647058823529,,,,0.5,0.08823529411764706,,,
100000019379,0.5714285714285714,,,,0.2857142857142857,0.14285714285714285,,,
100000019487,0.2631578947368421,,,,0.3684210526315789,0.3684210526315789,,,
100000019489,0.2,,,,0.5333333333333333,0.26666666666666666,,,
100000019507,0.20869565217391303,,,,0.5739130434782609,0.2,,0.017391304347826087,
100000019641,0.3,0.2,0.1,,0.4,,,,
100000019697,0.42857142857142855,,,,0.14285714285714285,0.42857142857142855,,,
100000019829,0.29411764705882354,,,,0.4117647058823529,0.29411764705882354,,,
100000019999,0.09090909090909091,,,,0.6363636363636364,0.09090909090909091,,0.09090909090909091,0.09090909090909091
100000020007,0.9411764705882353,,0.058823529411764705,,,,,,
100000020017,0.3333333333333333,,,,0.3333333333333333,0.3333333333333333,,,
100000020019,0.22330097087378642,,,,0.46601941747572817,0.2912621359223301,,,0.019417475728155338
100000020061,0.3111111111111111,,0.03333333333333333,,0.5333333333333333,0.06666666666666667,0.03333333333333333,,0.022222222222222223
100000020213,1.0,,,,,,,,
100000020277,0.4090909090909091,,,,0.4090909090909091,0.13636363636363635,,0.045454545454545456,
100000020301,0.18181818181818182,,,,0.509090909090909,0.21818181818181817,,0.05454545454545454,0.03636363636363636
100000020393,0.15,0.05,0.15,,0.4,0.25,,,
100000020459,0.13513513513513514,0.08108108108108109,0.13513513513513514,0.13513513513513514,0.2702702702702703,0.1891891891891892,0.02702702702702703,0.013513513513513514,0.013513513513513514
100000020665,0.34615384615384615,,,,0.4230769230769231,0.23076923076923078,,,
100000020745,0.4,,,,0.3,0.3,,,
100000020809,0.26666666666666666,,,,0.6266666666666667,0.08,,0.013333333333333334,0.013333333333333334
100000020811,0.26785714285714285,,0.07738095238095238,0.005952380952380952,0.5238095238095238,0.1130952380952381,,0.005952380952380952,0.005952380952380952
100000020907,0.32558139534883723,,,,0.4418604651162791,0.23255813953488372,,,
100000020921,0.5,,,,0.5,,,,
100000020931,0.2,,,,0.4,0.4,,,
100000020995,0.35294117647058826,0.029411764705882353,0.20588235294117646,0.17647058823529413,0.11764705882352941,0.08823529411764706,0.029411764705882353,,
100000021111,0.2,0.0625,0.05,0.2125,0.275,0.075,0.05,0.0375,0.0375
100000021175,0.4166666666666667,,,,0.4166666666666667,0.16666666666666666,,,
100000021395,0.1,,,,0.6,0.3,,,
100000021427,0.34782608695652173,,,,0.391304347826087,0.21739130434782608,,0.043478260869565216,
100000021453,0.5714285714285714,0.07142857142857142,,,0.35714285714285715,,,,
100000021457,0.5,,,,0.2,0.2,0.1,,
100000021553,0.2857142857142857,,,,0.7142857142857143,,,,
100000021649,0.16666666666666666,,,,0.16666666666666666,0.6666666666666666,,,
100000021659,0.07142857142857142,,,,0.2857142857142857,0.6428571428571429,,,
100000021759,0.18421052631578946,,,,0.42105263157894735,0.05263157894736842,,0.34210526315789475,
100000021783,0.47058823529411764,,,,0.4117647058823529,0.058823529411764705,0.058823529411764705,,
100000021809,0.2125,0.0375,0.0125,0.075,0.325,0.325,0.0125,,
100000021873,0.3333333333333333,,,,0.5,0.16666666666666666,,,
100000022129,0.2839506172839506,,,,0.5555555555555556,0.13580246913580246,,0.024691358024691357,
100000022335,0.14634146341463414,0.12195121951219512,0.12195121951219512,0.12195121951219512,0.2682926829268293,0.07317073170731707,0.04878048780487805,0.04878048780487805,0.04878048780487805
100000022357,0.25,,,,0.5,0.125,0.125,,
100000022389,0.1724137931034483,0.1724137931034483,,0.06896551724137931,0.3620689655172414,0.22413793103448276,,,
100000022417,0.23809523809523808,,,,0.38095238095238093,0.23809523809523808,0.09523809523809523,,0.047619047619047616
100000022481,0.7,,,,0.16,0.1,,0.04,
100000022499,0.21875,,0.11458333333333333,0.19791666666666666,0.3020833333333333,0.09375,0.03125,0.020833333333333332,0.020833333333333332
100000022571,0.36538461538461536,0.019230769230769232,0.038461538461538464,0.057692307692307696,0.17307692307692307,0.15384615384615385,0.07692307692307693,0.057692307692307696,0.057692307692307696
100000022651,1.0,,,,,,,,
100000022677,0.2727272727272727,,,,0.36363636363636365,0.3181818181818182,0.045454545454545456,,
100000022761,0.34615384615384615,,,,0.46153846153846156,0.15384615384615385,,0.038461538461538464,
100000022773,0.5,,,,0.3333333333333333,0.16666666666666666,,,
100000022801,0.18181818181818182,,,,0.43636363636363634,0.2909090909090909,,0.09090909090909091,
100000022841,0.40522875816993464,,,,0.39869281045751637,0.1895424836601307,,0.006535947712418301,
100000022931,0.3,0.06,,,0.36,0.24,,0.04,
100000022963,0.6666666666666666,,,,0.3333333333333333,,,,
100000023051,0.2727272727272727,,,,0.2727272727272727,0.2727272727272727,0.18181818181818182,,
100000023443,0.8,,,,0.1,0.1,,,
