,userid,orderType
128,110101073822,0.000981113256422723
129,110101112320,0.020459005124863282
130,110101114064,0.35858088344316236
131,110101114660,0.24883853435526215
132,110101118361,0.0010898717102814951
133,110101135467,0.00161432900698864
134,110101173725,0.04113033916801341
135,110101210069,0.5751683884860714
136,110101212223,0.0015462998091232106
137,110101215122,0.5606478530170385
138,110101216420,0.017906307615326914
139,110101216527,0.9082980108259522
140,110101216821,0.001985129139503243
141,110101217027,0.9973480534552113
142,110101217820,0.01068697024136779
143,110101217824,0.9912778604028993
144,110101218861,0.9961856901647624
145,110101233064,0.7221624374388218
146,110101273629,0.025063046030712376
147,110101273724,0.0026156214438387425
148,110101273826,0.0014435165980817724
149,110101273925,0.03488294865935181
150,110101312122,0.2909198659660381
151,110101314164,0.06282787855700062
152,110101316227,0.06974743232131556
153,110101316624,0.9800445544721215
154,110101335164,0.2798298522830036
155,110101335961,0.0030709962837848622
156,110101373120,0.011842322135363865
157,110101373626,0.009443258615219325
158,110101410927,0.9931389701364819
159,110101416523,0.838273103237182
160,110101416629,0.12243354193883342
161,110101418269,0.6731997668741929
162,110101418763,0.0011492902965966158
163,110101433762,0.062043914757728816
164,110101435165,0.006787570951260831
165,110101435360,0.018490085117534423
166,110101435465,0.000758706429041799
167,110101471226,0.48277393221855003
168,110101473623,0.05444905173034684
169,110101512925,0.4742218989135096
170,110101516227,0.013948562536406313
171,110101516323,0.0010450205649265524
172,110101518360,0.003643937499728739
173,110101518560,0.22091822147361095
174,110101535968,0.030442492011930833
175,110101610427,0.029934270419195746
176,110101610625,0.010781974792480812
177,110101610760,0.31186523944134287
178,110101610768,0.5749441254139375
179,110101612027,0.000895088217801855
180,110101612064,0.03517520036548713
181,110101615728,0.004795657601208168
182,110101615828,0.006214668871815736
183,110101615925,0.009780128551648724
184,110101616227,0.01911451511083729
185,110101616427,0.008394785141568004
186,110101616628,0.011556845707832154
187,110101616762,0.0024227102799331893
188,110101616863,0.007225688602759451
189,110101616867,0.0030775251844884304
190,110101616966,0.0013602386298576048
191,110101617522,0.01073733489492853
192,110101618860,0.14514740996062211
193,110101618964,0.381326173543745
194,110101618967,0.0028492589388032096
195,110101673221,0.7864139485360282
196,110101673423,0.05846438884734981
197,110101712427,0.0017709262459558784
198,110101712621,0.0133699389733293
199,110101712622,0.019226263589238256
200,110101714266,0.0031284778611733836
201,110101714568,0.016018091924501942
202,110101716420,0.039257269203662154
203,110101718064,0.028122756183137077
204,110101718461,0.023686709403989988
205,110101735567,0.0025436611514324256
206,110101771028,0.002058660306500582
207,110101773127,0.05583804689349628
208,110101773722,0.004316420112734675
209,110101773820,0.006023115133866443
210,110101810162,0.012517315351871368
211,110101810364,0.9973141336439932
212,110101810367,0.9897951698301348
213,110101814963,0.038203000910584976
214,110101816628,0.016753970589500195
215,110101816826,0.0009453366074003375
216,110101816829,0.9304922747612094
217,110101818963,0.8308265101909411
218,110101833764,0.0925259023906189
219,110101871022,0.0007988498755733984
220,110101871223,0.028423148319134298
221,110101873420,0.03835922874511834
222,110101912122,0.025742884492502477
223,110101912224,0.03834849622100349
224,110101914166,0.00522114470135359
225,110101914465,0.12986314922558845
226,110101914466,0.01997295022011674
227,110101916529,0.006351780192927132
228,110101916922,0.0017119617073328814
229,110101935966,0.0027168021211403876
230,110101973722,0.006863455683923456
231,110102012425,0.19402332469824804
232,110102012824,0.01541926708071751
233,110102012825,0.02349373624193908
234,110102016124,0.006228448392342427
235,110102016220,0.10057687379428872
236,110102033767,0.6172974824905795
237,110102035860,0.0020981386071058355
238,110102073126,0.16622649595128836
239,110102073923,0.0015762162837214353
240,110102112525,0.09631575658914186
241,110102116023,0.012346163101010405
242,110102116124,0.4687636685373233
243,110102116228,0.027156466152500836
244,110102116324,0.006566118067130078
245,110102118961,0.004669882659801321
246,110102118969,0.0010719590960087764
247,110102173725,0.5321630215646623
248,110102218067,0.0368971559125785
249,110102233767,0.03941184226424725
250,110102235866,0.971095209121874
251,110102271522,0.45531932950028636
252,110102371027,0.016847627684465283
253,110102416529,0.0012210111564485758
254,110102416629,0.9938065743448204
255,110102418265,0.07114360090358117
256,110102435363,0.0014221539348347897
257,110102435468,0.0006529892535762031
258,110102473227,0.0019693115330294535
259,110102473722,0.18385031372324612
260,110102473726,0.020777755239979052
261,110102473823,0.07040994010864118
262,110102516823,0.01036441856996837
263,110102518364,0.010077262409033866
264,110102571020,0.003876673830673025
265,110102614469,0.01562856501434319
266,110102616024,0.004242724007926769
267,110102616427,0.9951784479619941
268,110102616924,0.0011383309471411308
269,110102618366,0.0034531080536560383
270,110102618561,0.014359927745526985
271,110102618764,0.12839129775782196
272,110102673627,0.012588672321301179
273,110102712120,0.006304667389500822
274,110102712123,0.012722157062971081
275,110102714366,0.018119887784129707
276,110102714469,0.004921104023233787
277,110102716420,0.00529681579675467
278,110102716620,0.04283482568339606
279,110102735360,0.9413416874408507
280,110102735561,0.0009494714508770409
281,110102773624,0.013827732820079014
282,110102773927,0.8665476512908591
283,110102812625,0.0019460651162077625
284,110102816320,0.010606709467243423
285,110102816325,0.0041728323348785255
286,110102816721,0.0010785881447382749
287,110102835465,0.005864769555627302
288,110102835762,0.004138017862570528
289,110102871220,0.03675411453469948
290,110102871228,0.038559150379146506
291,110102873020,0.009324220176787846
292,110102873026,0.08156084172442502
293,110102912126,0.0004976881356560192
294,110102912424,0.003951111596542498
295,110102916926,0.008723482135670726
296,110102918660,0.9991021907331266
297,110102933067,0.0038227437692685265
298,110102971021,0.040150844715521064
299,110102973320,0.0075484889978635235
300,110102973729,0.0077061970624997846
301,110102973924,0.0171862617903467
302,110103010728,0.0008246822020731679
303,110103018267,0.993839219808709
304,110103018466,0.3566115453838
305,110103018561,0.0015789106697767748
306,110103035464,0.005947195012124046
307,110103073525,0.008094608793028812
308,110103112829,0.021384370103488363
309,110103114566,0.0035215496784063473
310,110103116221,0.016893862951556475
311,110103118065,0.17569054156523833
312,110103118366,0.11825784847155263
313,110103118465,0.011494679749008672
314,110103118869,0.011822867933664478
315,110103171221,0.015642549498026202
316,110103171521,0.005757674026519122
317,110103212425,0.6138434815404874
318,110103212522,0.01778803303838025
319,110103216621,0.029898300394407235
320,110103218368,0.2950976794959397
321,110103218764,0.02907573923468241
322,110103233860,0.005842540045253062
323,110103235660,0.007528942555645872
324,110103273729,0.03873760253189999
325,110103273822,0.003081312440334439
326,110103310263,0.028157991468894916
327,110103314762,0.018325233226661918
328,110103316323,0.0025466775032691536
329,110103318065,0.029075582884241447
330,110103318467,0.002227123358751905
331,110103318469,0.005126029402030739
332,110103333868,0.11844737961891966
333,110103373229,0.007033008914421024
334,110103373621,0.01007081085816006
335,110103373624,0.008446490122010885
336,110103410325,0.004300122461282234
337,110103412220,0.9706660842896097
338,110103412325,0.31148322552449476
339,110103414068,0.08025828130546503
340,110103414663,0.007160290172324255
341,110103414867,0.023901971718278802
342,110103433064,0.005678572696633069
343,110103433760,0.029688101448136613
344,110103435260,0.01912407362832537
345,110103471221,0.05556511297820122
346,110103471227,0.002454441586161714
347,110103510325,0.04561083503066934
348,110103512423,0.12995584860424228
349,110103518066,0.018350770417598753
350,110103518463,0.003681409009732158
351,110103518661,0.13124462652947053
352,110103535467,0.0039382212888468444
353,110103612126,0.6232404446602633
354,110103612224,0.0069224304938606505
355,110103616126,0.0024155661946854245
356,110103616424,0.22751804739222647
357,110103616921,0.00963449942880473
358,110103633864,0.012862922144138476
359,110103714268,0.031502764634777414
360,110103714367,0.0056866156798628656
361,110103716621,0.002338165395193054
362,110103716623,0.12230997949837873
363,110103718268,0.0071281788032507565
364,110103718464,0.024279560036973152
365,110103735161,0.0259523922949853
366,110103735266,0.27178400829430305
367,110103735669,0.0015207391919112943
368,110103735767,0.8554905188082629
369,110103771527,0.012805223800234898
370,110103773926,0.42045973956585536
371,110103814960,0.08272833891212077
372,110103816326,0.9963260209558777
373,110103816921,0.9733872950077523
374,110103835563,0.013511668923311126
375,110103914964,0.016449645580743005
376,110103918061,0.018215230489144342
377,110103918664,0.01002221869305634
378,110103933761,0.5115896379949042
379,110103935165,0.02240437118334715
380,110103935264,0.0039194054761894845
381,110103935763,0.0011321222141862568
382,110103971521,0.005266927671619577
383,110103973129,0.004219854979311546
384,110104012523,0.016051683928833597
385,110104014167,0.013775073960407884
386,110104014560,0.09003557540483177
387,110104016624,0.9742028832435536
388,110104071022,0.0008651095436634846
389,110104073426,0.01858429949729986
390,110104073726,0.002743442775681739
391,110104073929,0.009076011450962785
392,110104112028,0.006858846517298159
393,110104114567,0.3586407533286535
394,110104116822,0.04598352324217407
395,110104133069,0.016621003290642245
396,110104135360,0.009972777273506588
397,110104173022,0.13052191600204283
398,110104173024,0.8300621521472095
399,110104173321,0.020408320575959385
400,110104173427,0.012086049993527904
401,110104212326,0.010201507038445658
402,110104212427,0.1353960593045837
403,110104212629,0.013739326018843888
404,110104214166,0.0030926098651244192
405,110104214366,0.004254063263069591
406,110104214666,0.10334106616684893
407,110104216028,0.04325207065790643
408,110104218764,0.07868044346573896
409,110104235568,0.9028343570231394
410,110104235863,0.9984673845766538
411,110104235960,0.009805352333946684
412,110104235969,0.0015481225377878584
413,110104273020,0.5668415313959787
414,110104312328,0.006038925577871918
415,110104316720,0.02857089402155761
416,110104318168,0.4754316616059338
417,110104333864,0.010951899467025922
418,110104335264,0.16325561426594737
419,110104335761,0.2668935060499127
420,110104371525,0.005330849690362312
421,110104373225,0.0053759883250863675
422,110104373524,0.18170464701949965
423,110104373724,0.006371032791213135
424,110104414562,0.05304317966104545
425,110104414566,0.005931774657218608
426,110104414963,0.16231884933991433
427,110104416321,0.15194692283854302
428,110104416323,0.002673255340197093
429,110104418063,0.021745617995029363
430,110104418861,0.0047337551531387
431,110104433063,0.0033548006194185024
432,110104435869,0.12439014360307044
433,110104471220,0.560960953235573
434,110104471527,0.000592734816020258
435,110104473424,0.0014047541655600039
436,110104518869,0.10133495856092299
437,110104573525,0.007450701920317578
438,110104573729,0.09512321241203608
439,110104612025,0.6873866188527797
440,110104612521,0.0068706677889044734
441,110104614060,0.2225682570040416
442,110104616124,0.12610442742704733
443,110104618266,0.21081337913862253
444,110104618763,0.000927150694477487
445,110104633863,0.0020256250817346265
446,110104635166,0.030177294723677583
447,110104635360,0.01644064320252457
448,110104635569,0.004891297682190123
449,110104673129,0.9912804388999543
450,110104714167,0.9786956441401904
451,110104735161,0.0005355714162579762
452,110104735462,0.027224545590581316
453,110104735661,0.005548756434580485
454,110104773629,0.0014739012095391418
455,110104812725,0.011724084578461311
456,110104814967,0.012028075456620284
457,110104816025,0.02303539499639346
458,110104835068,0.005574772523251212
459,110104835468,0.12462507113802268
460,110104835964,0.786070739030973
461,110104873422,0.011532918643191942
462,110104912721,0.0616893337481598
463,110104914069,0.1240574312210569
464,110104914661,0.008310686191530737
465,110104918067,0.007886708062141317
466,110104918562,0.003023951957003071
467,110104933763,0.016690039779058745
468,110104933868,0.7635648369787468
469,110104971226,0.01376615650950301
470,110104971229,0.057675518542514306
471,110104973125,0.013525723656641968
472,110105016123,0.32423503100862705
473,110105016425,0.0009357483701015665
474,110105016520,0.0906564007141173
475,110105033069,0.014359160736198907
476,110105035869,0.7851623773575027
477,110105071026,0.0967421685904841
478,110105116320,0.9948728096484658
479,110105116327,0.9852716732026763
480,110105116421,0.002075842389602567
481,110105116622,0.635276719331763
482,110105118463,0.6173604166509421
483,110105118562,0.001199577320367554
484,110105133761,0.16366126582017587
485,110105135768,0.04613807827233393
486,110105135961,0.9836343884467569
487,110105171523,0.005323376385494009
488,110105173724,0.009751539658759191
489,110105212325,0.9755319762230729
490,110105214162,0.08959142863749638
491,110105216127,0.012721592765317813
492,110105218765,0.10707758434129523
493,110105271522,0.006073742441360922
494,110105273126,0.046024385690686564
495,110105273323,0.003269329790493212
496,110105312921,0.003195462618023225
497,110105318961,0.04965945765376542
498,110105333063,0.003726792292438004
499,110105333861,0.012829326447095116
500,110105373820,0.0013198915871902085
501,110105373824,0.0005745023066991196
502,110105373928,0.005597303376987455
503,110105416728,0.001890874145319682
504,110105418365,0.16264112532153518
505,110105418761,0.014260644270124474
506,110105435864,0.9945260560512701
507,110105473220,0.015862714983528696
508,110105473728,0.5972031623126353
509,110105516120,0.022091846428805097
510,110105516325,0.00226711070164957
511,110105518360,0.7380491715668671
512,110105518964,0.05126079592865406
513,110105533763,0.011203309306855775
514,110105535563,0.6590703767536605
515,110105573723,0.4110467362404685
516,110105616123,0.017542589008818298
517,110105618266,0.05166956171393051
518,110105635360,0.05823713268164537
519,110105673022,0.004041745294818506
520,110105673522,0.013767565768216796
521,110105716020,0.0011042489885584451
522,110105716421,0.7161549842359285
523,110105718969,0.005078898540220233
524,110105733867,0.002939131439779208
525,110105735160,0.002642472307195877
526,110105735568,0.004481480359100903
527,110105771524,0.11189048171050729
528,110105773122,0.0025118474900956652
529,110105816823,0.00433281582081709
530,110105816928,0.003938284863252533
531,110105818769,0.0046716794185345115
532,110105916827,0.0037636891729191154
533,110105916924,0.022492476794866115
534,110105918964,0.08856477774665955
535,110105935863,0.02011038604193829
536,110105971224,0.04664136208595096
537,110105973521,0.03314466282723817
538,110106016621,0.0007065473299008653
539,110106018065,0.0571420006454017
540,110106018169,0.0026361602620457486
541,110106035466,0.05357095420362155
542,110106035761,0.0209034126251919
543,110106116423,0.9975580990313561
544,110106135169,0.014842030769204284
545,110106135863,0.0027639496675676977
546,110106173122,0.008803629078893614
547,110106216329,0.08302507549508792
548,110106233863,0.033254932947460056
549,110106235061,0.0065908052679137475
550,110106235164,0.07009107291697309
551,110106273429,0.42735772132888955
552,110106273920,0.6819908094404892
553,110106316028,0.0008404534094727037
554,110106318463,0.08477601394074366
555,110106335466,0.006773690273970921
556,110106371527,0.008519404279078354
557,110106373122,0.3735588079691382
558,110106418266,0.8435363137720289
559,110106418668,0.02240071730689137
560,110106435063,0.01927218062802394
561,110106435464,0.07421595536172568
562,110106473321,0.8354856634140286
563,110106473428,0.0006461980470324826
564,110106518266,0.02222201807424293
565,110106518269,0.048076718747631586
566,110106535268,0.7671079850194956
567,110106573521,0.06473114527761711
568,110106573825,0.006778369499379969
569,110106573929,0.014234178804309786
570,110106616820,0.0034125149808816773
571,110106616920,0.06815085589871332
572,110106635765,0.001344955612729697
573,110106673621,0.9834742343423821
574,110106712326,0.00439302458427963
575,110106716229,0.054290290735486704
576,110106716723,0.04454725757242066
577,110106735469,0.054125892743453724
578,110106771021,0.012210559751849428
579,110106773625,0.046267021186668464
580,110106814260,0.9219820713995257
581,110106816924,0.007119371364808185
582,110106818263,0.004096831411588006
583,110106835662,0.014343128981993896
584,110106873926,0.013451262647281161
585,110106918869,0.010563490218497517
586,110106935163,0.006116512098823022
587,110106935561,0.0035656599141660732
588,110106935968,0.044189089406264384
589,110107010961,0.9915200138093037
590,110107016529,0.050484841428689864
591,110107016728,0.8002942609787644
592,110107018363,0.0022403795109124233
593,110107018364,0.00793337081557542
594,110107018466,0.0006646838161414868
595,110107018560,0.004510566347745028
596,110107035068,0.005387058989143168
597,110107073025,0.00669813392683315
598,110107110861,0.7889015769957414
599,110107112465,0.019610204510406487
600,110107112962,0.015559249017386253
601,110107114068,0.0035574722290041953
602,110107114367,0.9942328786848214
603,110107114560,0.02707327574492135
604,110107116827,0.003158458166290068
605,110107118263,0.011904317233724534
606,110107118663,0.013938730363739759
607,110107135269,0.9789509534834127
608,110107173822,0.3662052047251778
609,110107212721,0.00884525595232875
610,110107212823,0.8119348752497575
611,110107214066,0.1481480056047433
612,110107214667,0.13158082902447227
613,110107216429,0.006439941991107358
614,110107218262,0.012295199986536744
615,110107218663,0.026580275669677314
616,110107235167,0.05163335215300651
617,110107235865,0.17784827873121162
618,110107273221,0.9940298938752157
619,110107273923,0.029875213205815
620,110107312424,0.024325039274992855
621,110107312825,0.0014477126521509037
622,110107314261,0.00720337566920945
623,110107314369,0.0023935761651971968
624,110107316522,0.006812691148372432
625,110107316826,0.019604283524696023
626,110107318769,0.05824598073958235
627,110107373020,0.6529307246206246
628,110107373221,0.9994540846349115
629,110107410965,0.02111604625360097
630,110107412123,0.003971839109433983
631,110107412168,0.3356943058967221
632,110107412267,0.0009450167749325924
633,110107414061,0.053360457047830004
634,110107414662,0.0019279120396813296
635,110107416164,0.006438883352094466
636,110107418267,0.2145127985627485
637,110107418663,0.003897164568770474
638,110107435466,0.04828824393451421
639,110107435861,0.004256508222314699
640,110107473024,0.0013908963630090256
641,110107473720,0.006678727464756066
642,110107514365,0.41322278141971147
643,110107516825,0.05868351124225135
644,110107518064,0.3256389009952715
645,110107518068,0.005246877204627851
646,110107533763,0.003689397934360401
647,110107533862,0.9288988196850723
648,110107533865,0.0023043665441205437
649,110107535163,0.019509147144869357
650,110107535965,0.914598970413069
651,110107571022,0.16369660466927233
652,110107571226,0.015618697088198553
653,110107612122,0.0009715861170849597
654,110107612322,0.5323897892237495
655,110107614069,0.0035871987382412006
656,110107614469,0.013837607037271073
657,110107616423,0.8120287191868195
658,110107635268,0.0074366934690638
659,110107635464,0.07552942700688059
660,110107714467,0.0006058236781973599
661,110107716426,0.0007203646493155289
662,110107733767,0.26333424717173903
663,110107733863,0.017308804225192834
664,110107771023,0.003935222898143905
665,110107814766,0.0010920456453459414
666,110107814960,0.394649333059798
667,110107816224,0.008043739567509426
668,110107818563,0.0052716922946256985
669,110107833862,0.0015326776681453727
670,110107835263,0.0013471717527129656
671,110107873220,0.2698042458295296
672,110107873321,0.04897395331412143
673,110107873325,0.0025601905537767007
674,110107873724,0.9870661568641075
675,110107910566,0.010847707083461883
676,110107910567,0.0017549111181869657
677,110107910663,0.00190013156272538
678,110107910968,0.005004935173784979
679,110107914260,0.038719687610850796
680,110107914766,0.0019234116910954791
681,110107918466,0.7387110018730503
682,110107935369,0.005804306934585906
683,110107971229,0.0015666632854838811
684,110108014461,0.9970012891292095
685,110108018164,0.006818504845742163
686,110108035168,0.9411877107620805
687,110108071022,0.9924089145659559
688,110108071023,0.019212454948576194
689,110108073429,0.001215967638418736
690,110108110163,0.9195171260835044
691,110108116628,0.002753060092217841
692,110108116926,0.0014265685860280705
693,110108118160,0.06035085456446079
694,110108118263,0.006350689535027263
695,110108133063,0.9699192202091796
696,110108133869,0.038613457381709446
697,110108135164,0.006302284444695008
698,110108135865,0.0029756812960853576
699,110108171525,0.009255493422967909
700,110108173226,0.006301461644471332
701,110108173321,0.18076272308817515
702,110108212823,0.002419095361837802
703,110108216021,0.270245475768946
704,110108216429,0.01363122504204931
705,110108218268,0.011311538915633705
706,110108233062,0.010151274022659328
707,110108233764,0.0482012876122995
708,110108233765,0.25832350909725427
709,110108314065,0.003222522253638118
710,110108314860,0.1328979508578752
711,110108318660,0.0028012603218675702
712,110108318765,0.000712633721996051
713,110108335063,0.0006801169441313069
714,110108335764,0.7117733013630159
715,110108335866,0.4038507264850645
716,110108414560,0.0011903214518696633
717,110108416728,0.0019633412139948396
718,110108418566,0.05336687259377612
719,110108418669,0.002729614081325719
720,110108473625,0.010734252100796926
721,110108514362,0.009420671584083093
722,110108514365,0.004492585596162448
723,110108514464,0.32095611900071597
724,110108518169,0.9987371289731857
725,110108610069,0.034260060274992205
726,110108610369,0.0057082103192811935
727,110108610667,0.006177845245680219
728,110108610967,0.04396302516571108
729,110108614261,0.010828234730271873
730,110108614461,0.07276011675594465
731,110108635063,0.04214774347842416
732,110108673027,0.051934322640303024
733,110108673620,0.005470142515842363
734,110108712120,0.9617613732814166
735,110108716220,0.06857613168653816
736,110108716225,0.6864438939096242
737,110108716625,0.012489230018100777
738,110108773024,0.9766470658779707
739,110108773522,0.000343869971402574
740,110108773726,0.015076723340913024
741,110108814161,0.044710988812154615
742,110108818064,0.9770345139504778
743,110108835364,0.06088568206882884
744,110108871028,0.43567655026903984
745,110108871228,0.9241370296477913
746,110108873028,0.003122969211544058
747,110108912326,0.006829448039636638
748,110108914162,0.0011412282416135705
749,110108918863,0.04433682010510298
750,110108971527,0.005671789976788001
751,110109014468,0.2250742182137561
752,110109018463,0.004071189016105491
753,110109035164,0.02815305329857798
754,110109035568,0.040969907194387145
755,110109071522,0.0019928392977453064
756,110109112622,0.0026438597822563206
757,110109116021,0.8513495492934077
758,110109116829,0.13666424408564665
759,110109118562,0.004822691292502205
760,110109118869,0.0017070620204320836
761,110109133067,0.0005912007862935171
762,110109135862,0.016934315189717646
763,110109216125,0.27814289391048064
764,110109216222,0.9902013707159834
765,110109216623,0.0616210657358148
766,110109218560,0.010772100149181283
767,110109218564,0.9353805601597793
768,110109218764,0.0058029861282682844
769,110109218862,0.03169336743653217
770,110109218864,0.004589721048250211
771,110109233762,0.02037411466241818
772,110109233868,0.0010676510049970269
773,110109235866,0.005635699667035941
774,110109273426,0.24082045614718828
775,110109273624,0.018570768609648507
776,110109273929,0.05327068613841246
777,110109310125,0.002438914522062367
778,110109312620,0.9917471539975387
779,110109316120,0.02609760509805827
780,110109316523,0.011579143702985828
781,110109335862,0.012659590616816931
782,110109373320,0.2653492188454753
783,110109373728,0.0009042688138998881
784,110109418160,0.003565652808173854
785,110109418163,0.002357003628278222
786,110109433760,0.0015641585108833482
787,110109435467,0.002215222761734887
788,110109516021,0.005608904573593252
789,110109516928,0.022482420597240173
790,110109518562,0.005652203117499042
791,110109518664,0.0019896451395487996
792,110109535266,0.05600203603507797
793,110109573221,0.004989012621807688
794,110109612026,0.0009333439101456007
795,110109612725,0.0064335665013621444
796,110109612920,0.002077205446549885
797,110109616529,0.3288377380372357
798,110109618060,0.005420343910822264
799,110109635368,0.004723739800973431
800,110109635566,0.11583432197588629
801,110109712320,0.004854365796782232
802,110109712521,0.13063474297523034
803,110109712625,0.043104400485739956
804,110109712723,0.0011271029885411195
805,110109716125,0.0012968185747740963
806,110109718167,0.057790645658982474
807,110109718363,0.00401623375015181
808,110109771223,0.918124747276492
809,110109773226,0.003990091769954361
810,110109773727,0.000814268958638677
811,110109773920,0.007814764850752998
812,110109810320,0.17517792254686873
813,110109814368,0.0035171902854911263
814,110109815327,0.01211897736416158
815,110109816026,0.03556090123952575
816,110109818068,0.005631009873470287
817,110109818864,0.14752250403164316
818,110109835066,0.0233627027179921
819,110109835463,0.11069330394251262
820,110109871225,0.6931303739549637
821,110109871521,0.057209712564952435
822,110109910128,0.09825229711812294
823,110109910324,0.5173396515847706
824,110109916720,0.04052219931037179
825,110109916827,0.5620980972051524
826,110109916929,0.3406766754388359
827,110109933764,0.015380338691180691
828,110109935563,0.003517655869945151
829,110109973020,0.005290128947227291
830,110109973122,0.23376305192712515
831,110109973421,0.003144893602294652
832,110109973520,0.006122754709796159
833,110120010464,0.0005033611279211844
834,110120011260,0.012751654302712637
835,110120012763,0.046794790029534974
836,110120012967,0.23576672434792376
837,110120014167,0.012304814457893568
838,110120014368,0.023926916029319588
839,110120014561,0.03093571022153265
840,110120016364,0.0029479155316965836
841,110120017161,0.019068429768078196
842,110120019167,0.003327884507598651
843,110120019567,0.0007485306769375616
844,110120019662,0.009314831383520916
845,110120035068,0.005923067242838618
846,110120035666,0.3027751997112358
847,110120035968,0.01920218903570843
848,110120135260,0.004877049098724183
849,110120135262,0.055779666006559175
850,110120135969,0.027570611899732544
851,110120212560,0.0033237637323323965
852,110120212960,0.015476703923177558
853,110120216463,0.011427765567805911
854,110120219161,0.0012581640959257677
855,110120235269,0.0005563886421444678
856,110120235569,0.3767565804719559
857,110120318261,0.0028038109769121244
858,110120335869,0.0008459204825340592
859,110120435262,0.009843389876190663
860,110120435767,0.010171021074062255
861,110120435964,0.014623754480868984
862,110120435966,0.002322042732850178
863,110120514166,0.009763635969725827
864,110120518163,0.002986407279967086
